sku,ean,nombre,marca,presentacion,concentracion,forma_farmaceutica,categoria,subcategoria,linea,costo,techo,oferta,imagen_url,imagen_origen,nombre_lista
FC-74363654,8436574363654,Neoretin DC Sensitive Areas Loción aclarante corporal,Cantabria Labs,100 ml,,,Cuidado personal,Dermatología,DESPIGMENTANTE,567,810,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/IMAGE1.jpg,dermaexpress,NEORETIN DC SENSITIVE AREAS BODY LOTION 100 ML
FC-01894342,8470001894342,Neoretin DC Ultra Emulsión despigmentante,Cantabria Labs,30 ml,,,Cuidado personal,Dermatología,DESPIGMENTANTE,790.02,1128.6,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/8470001894342.jpg,dermaexpress,NEORETIN DC ULTRA EMULSION DESPIG 30 ML
FC-01653505,8470001653505,Neoretin Sérum despigmentante,Cantabria Labs,30 ml,,,Cuidado personal,Dermatología,DESPIGMENTANTE,695.52,993.6,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/Neoretin_DiscromControl_Serum_Tube_Box.jpg,dermaexpress,NEORETIN SUERO 30ML
FC-01822758,8470001822758,Radiocare Ultra Crema regeneradora,Cantabria Labs,150 ml,,Crema,Cuidado personal,Dermatología,CAPILARES,577.5,825,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/RadiocareUltra_Box_Bottle.jpg,dermaexpress,RADIOCARE ULTRA CREMA 150ML
FC-24225021,7502224225021,Accua aseptic,Cell Pharma,240 ml,,Spray,Cuidado personal,Dermatología,CAPILARES,220.85,315.5,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/Accua.jpg,dermaexpress,ACCUA ASEPTIC SPRAY 240ML
FC-24226424,7502224226424,Accua Aseptic,Cell Pharma,60 g,,Gel,Cuidado personal,Dermatología,CAPILARES,155.75,222.5,10+1,,,ACCUA ASEPTIC GEL 60GR
FC-24221030,7502224221030,Desinfectante Accua Aseptic Solucion Spray C,Cell Pharma,60 ml,,Solución,Cuidado personal,Dermatología,CAPILARES,88.55,126.5,10+1,https://gruporfp.vteximg.com.br/arquivos/ids/6998933/7502224221030_01.jpg,farmatodo,ACCUA ASEPTIC SOLUCION 60ML
FC-24220057,7502224220057,Kitocream,Cell Pharma,10 g,,,Cuidado personal,Dermatología,CAPILARES,322,460,10+1,,,KITOCREAM 10G
FC-24220040,7502224220040,Kitocream Crema cicatrizante,Cell Pharma,30 g,,Crema,Cuidado personal,Dermatología,CAPILARES,832.3,1189,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/7502002461528.jpg,dermaexpress,KITOCREAM 30GR
FC-24228916,7502224228916,Kitoscell Gel cicatrizante,Cell Pharma,10 g,,Gel,Cuidado personal,Dermatología,CAPILARES,301.34,430.5,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/7502224228916.jpg,dermaexpress,KITOSCELL GEL 10G
FC-24228787,7502224228787,Kitoscell Gel cicatrizante,Cell Pharma,90 g,,Gel,Cuidado personal,Dermatología,CAPILARES,2020.2,2886,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/7502224228787.jpg,dermaexpress,KITOCELL GEL 90GR
FC-24228763,7502224228763,Kitoscell Gel Tubo C,Cell Pharma,30 g,,Gel,Cuidado personal,Dermatología,CAPILARES,832.3,1189,10+1,https://gruporfp.vteximg.com.br/arquivos/ids/6997537/7502224228763_01.jpg,farmatodo,KITOSCELL GEL 30G
FC-24228060,7502224228060,Kitoscell Gel Tubo C,Cell Pharma,3.5 g,,Gel,Cuidado personal,Dermatología,CAPILARES,125.65,179.5,10+1,https://gruporfp.vteximg.com.br/arquivos/ids/6997531/7502224228060_01.jpg,farmatodo,KITOSCELL GEL 3.5RG
FC-24228619,7502224228619,Kitoscell Q Gel cicatrizante,Cell Pharma,10 g,,Gel,Cuidado personal,Dermatología,CAPILARES,303.8,434,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/7502224228619.jpg,dermaexpress,KITOSCELL Q GEL 10GR
FC-24227230,7502224227230,Triclean Mousse,Cell Pharma,120 ml,,,Cuidado personal,Dermatología,CAPILARES,280.35,400.5,10+1,,,TRICLEAN MOUSSE 120ML
FC-24227223,7502224227223,Triclean Mousse,Cell Pharma,50 ml,,,Cuidado personal,Dermatología,CAPILARES,156.81,224.02,10+1,,,TRICLEAN MOUSSE 50ML
FC-24220002,7502224220002,Triclean Mousse limpiador,Cell Pharma,120 ml,,,Cuidado personal,Dermatología,CAPILARES,346.49,495,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/7502224220002.jpg,dermaexpress,TRICLEAN MOUSSE 120ML
FC-24227131,7502224227131,Zaxcell Gel cicatrizante,Cell Pharma,30 g,,Gel,Cuidado personal,Dermatología,CAPILARES,807.1,1153.01,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/7502224227117.jpg,dermaexpress,ZAXCELL GEL 30GR
FC-24227117,7502224227117,Zaxcell Gel Tubo C,Cell Pharma,5 g,,Gel,Cuidado personal,Dermatología,CAPILARES,163.1,233,10+1,https://gruporfp.vteximg.com.br/arquivos/ids/6997701/7502224227117_01.jpg,farmatodo,ZAXCELL GEL 5GR
FC-75848473,3337875848473,Bálsamo reparador avanzado piel seca,Cerave,88 ml,,,Cuidado personal,Dermatología,HIDRATANTES CORPORALES,291.72,429,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/Diseno_sin_titulo_9.png,dermaexpress,CERAVE BALSAMO REPARADOR AVANZADO PIEL SECA 88ML
FC-75849326,3337875849326,Bálsamo reparador avanzado piel seca,Cerave,50 ml,,,Cuidado personal,Dermatología,HIDRATANTES CORPORALES,223.72,329,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/Diseno_sin_titulo_10.png,dermaexpress,CERAVE BALSAMO REPARADOR AVANZADO PIEL SECA 50ML
FC-75684095,3337875684095,Crema alisadora antirugosidades corporal,Cerave,177 ml,,Crema,Cuidado personal,Dermatología,HIDRATANTES CORPORALES,332.52,489,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/e0753655-c577-4e5e-b714-da0309052847.jpg,dermaexpress,CERAVE CREMA ALISADORA 177ML
FC-75597388,3337875597388,Crema hidratante facial y corporal,Cerave,453 ml,,Crema,Cuidado personal,Dermatología,HIDRATANTES CORPORALES,373.32,549,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/e6ba6380-c2ed-4771-a636-1804e0b9cf94.jpg,dermaexpress,CERAVE CREMA HIDRATANTE 454GR
FC-75597371,3337875597371,Crema hidratante facial y corporal,Cerave,50 ml,,Crema,Cuidado personal,Dermatología,HIDRATANTES FACIALES,114.92,169,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/926fd11d-2bdb-454e-9e72-7d7550f411e8.jpg,dermaexpress,CERAVE CREMA HIDRATANTE 50ML
FC-75598996,3337875598996,Crema hidratante facial y corporal 170 ml,Cerave,170 g,,Crema,Cuidado personal,Dermatología,HIDRATANTES CORPORALES,214.2,315,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/51e5f7e1-a0aa-40b0-8fba-a646d97d6dbf.jpg,dermaexpress,CERAVE CREMA HIDRATANTE 170GR
FC-75905626,3337875905626,Crema Hidratante Refill con Ceramidas y Ácido Hialurónico,Cerave,454 ml,,Crema,Cuidado personal,Dermatología,HIDRATANTES CORPORALES,305.32,449,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/3337875905626.jpg,dermaexpress,CERAVE CREMA HIDRATANTE REFFIL 454ML
FC-75597296,3337875597296,Crema renovadora de pies,Cerave,88 ml,,Crema,Cuidado personal,Dermatología,HIDRATANTES CORPORALES,332.52,489,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/75ab02da-60ed-485b-b0d2-959e0f0eb9f6.jpg,dermaexpress,CERAVE CREMA PIES 88ML
FC-75597272,3337875597272,Crema reparadora para contorno de ojos,Cerave,14 ml,,Crema,Cuidado personal,Dermatología,HIDRATANTES FACIALES,373.32,549,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/Diseno_sin_titulo_4bdee763-c3f1-4f65-bb9c-d8430ac70b83.png,dermaexpress,CERAVE OJOS 14ML
FC-75945660,3337875945660,Fluido Protector Invisible Hidratante FPS 50,Cerave,50 ml,FPS 50,Fluido,Cuidado personal,Dermatología,HIDRATANTES FACIALES,291.72,429,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/1_3.avif,dermaexpress,CERAVE FLUIDO PROTECTOR INVISIBLE HIDRATANTE FPS50 50ML
FC-75782357,3337875782357,Gel control de imperfecciones,Cerave,40 ml,,Gel,Cuidado personal,Dermatología,HIDRATANTES FACIALES,359.72,529,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/Diseno_sin_titulo_4.png,dermaexpress,CERAVE GEL CONTROL ANTI-IMPERFECCIONES 40ML
FC-75905596,3337875905596,Gel Espumoso Refill (16 oz) Limpiador para piel normal a grasa,Cerave,473 ml,,Gel,Cuidado personal,Dermatología,LIMPIADORES,352.92,519,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/Diseno_sin_titulo_11_1111.png,dermaexpress,CERAVE GEL ESPUMOSO REFFIL 473ML
FC-75773430,3337875773430,Gel limpiador en aceite espumoso facial y corporal,Cerave,236 ml,,Gel,Cuidado personal,Dermatología,LIMPIADORES,325.72,479,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/6d310fc0-ace7-4a64-83b3-bec6e2b7d8ec.jpg,dermaexpress,CERAVE HYDRATING OIL CLEANSER 236ML
FC-75597357,3337875597357,Gel limpiador facial espumoso,Cerave,473 ml,,Gel,Cuidado personal,Dermatología,LIMPIADORES,434.52,639,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/0d047c76-5e80-4cbd-afd5-4ecc357e28f3.jpg,dermaexpress,CERAVE GEL ESPUMOSO 473ML
FC-75597197,3337875597197,Gel limpiador facial espumoso 236 ml,Cerave,236 ml,,Gel,Cuidado personal,Dermatología,LIMPIADORES,325.72,479,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/7f3d0f49-b757-41fc-8fc5-df75a47ba9ef.jpg,dermaexpress,CERAVE GEL ESPUMOSO 236ML
FC-75597180,3337875597180,Gel limpiador hidratante facial y corporal,Cerave,236 ml,,Gel,Cuidado personal,Dermatología,LIMPIADORES,325.72,479,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/c4cd8cb7-6de5-43cf-9182-4ea2cfb496f5.jpg,dermaexpress,CERAVE LIMPIADORA HIDRATANTE 236ML
FC-75597333,3337875597333,Gel limpiador hidratante facial y corporal,Cerave,473 ml,,Gel,Cuidado personal,Dermatología,LIMPIADORES,434.52,639,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/Diseno_sin_titulo_1.png,dermaexpress,CERAVE LIMPIADORA HIDRATANTE 473ML
FC-75743563,3337875743563,Gel limpiador hidratante facial y corporal,Cerave,236 ml,,Gel,Cuidado personal,Dermatología,LIMPIADORES,373.32,549,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/91b1eb2d-a03a-4e82-afaf-9025c5658fcb.jpg,dermaexpress,CERAVE LIMPIADORA CREMA-ESPUMA HIDRATANTE 256ML
FC-75925358,3337875925358,Limpiador Air Foam Reequilibrante con Aminoácidos y Ceramidas,Cerave,148 ml,,,Cuidado personal,Dermatología,LIMPIADORES,271.32,399,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/3337875925358.jpg,dermaexpress,LIMPIADOR AIR FOAM REEQUILIBRANTE 148ML
FC-75784054,3337875784054,Limpiador control de imperfecciones,Cerave,236 ml,,,Cuidado personal,Dermatología,LIMPIADORES,325.72,479,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/Diseno_sin_titulo_5.png,dermaexpress,CERAVE LIMPIADOR CONTROL IMPERFECCIONES 236ML
FC-75923866,3337875923866,Limpiador Control Imperfecciones con Ácido Salicílico y Niacinamida,Cerave,473 ml,,,Cuidado personal,Dermatología,LIMPIADORES,434.52,639,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/3337875923866.jpg,dermaexpress,LIMPIADOR CONTROL IMPERFECCIONES 473ML
FC-75773447,3337875773447,Limpiador en aceite espumoso facial y corporal,Cerave,473 ml,,,Cuidado personal,Dermatología,LIMPIADORES,434.52,639,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/71cc7508-3aba-4fe2-bf4a-937296c5c6cd.jpg,dermaexpress,CERAVE HYDRATING OIL CLEANSER 473ML
FC-75597449,3337875597449,Loción hidratante facial,Cerave,52 ml,,,Cuidado personal,Dermatología,HIDRATANTES FACIALES,373.32,549,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/e32cc72a-b34c-4c28-ba43-174b5d4e0778.jpg,dermaexpress,CERAVE HIDRATANTE FACIAL 52ML
FC-75840620,3337875840620,Loción hidratante facial con FPS 30 para piel seca,Cerave,52 ml,FPS 30,,Cuidado personal,Dermatología,HIDRATANTES FACIALES,373.32,549,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/Diseno_sin_titulo_8.png,dermaexpress,CERAVE LOCION HIDRATANTE DE ROSTRO FPS30 PIEL SECA 52ML
FC-75904292,3337875904292,Loción Hidratante Intensiva con Ceramidas y Ácido Hialurónico,Cerave,236 ml,,,Cuidado personal,Dermatología,HIDRATANTES CORPORALES,339.32,499,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/3337875904292.jpg,dermaexpress,CERAVE LOCION HIDRATANTE INTENSIVA 236ML
FC-75597210,3337875597210,Loción hidratante para piel seca,Cerave,236 ml,,,Cuidado personal,Dermatología,HIDRATANTES CORPORALES,237.32,349,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/1f42bd5b-2244-477e-8c2c-2e865f789cfa.jpg,dermaexpress,CERAVE LOCION HIDRATANTE 236ML
FC-75597395,3337875597395,Loción hidratante para piel seca 473 ml,Cerave,473 ml,,,Cuidado personal,Dermatología,HIDRATANTES CORPORALES,373.32,549,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/18603280-15e9-4354-972f-b8179c2b78cb.jpg,dermaexpress,CERAVE LOCION HIDRATANTE 473ML
FC-75905633,3337875905633,Loción Hidratante Refill,Cerave,473 ml,,,Cuidado personal,Dermatología,HIDRATANTES CORPORALES,305.32,449,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/Diseno_sin_titulo_11_c8ef08d6-b8f4-4612-bd2d-ade85b8bf75f.png,dermaexpress,CERAVE LOCION HIDRATANTE REFFIL 473ML
FC-75945738,3337875945738,Loción Protectora Invisible Hidratante FPS 50,Cerave,177 ml,FPS 50,,Cuidado personal,Dermatología,HIDRATANTES CORPORALES,305.32,449,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/1_55dfc1a0-5924-4b75-a753-bae4e025b223.avif,dermaexpress,CERAVE LOCION PROTECTORA INVISIBLE HIDRATANTE FPS50 177ML
FC-75945769,3337875945769,Loción Protectora Invisible Hidratante FPS 50,Cerave,75 ml,FPS 50,,Cuidado personal,Dermatología,HIDRATANTES CORPORALES,216.92,319,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/1_2_30c3d697-9456-4c66-9546-9c220e32c1bd.avif,dermaexpress,CERAVE LOCION PROTECTORA INVISIBLE HIDRATANTE FPS50 75ML
FC-75909525,3337875909525,Oil Control Gel-crema hidratante piel mixta a grasa,Cerave,52 ml,,Crema,Cuidado personal,Dermatología,HIDRATANTES FACIALES,373.32,549,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/3337875909525.jpg,dermaexpress,OIL CONTROL GEL-CREMA HIDRATANTE 52ML
FC-75927871,3337875927871,Parches Control Imperfecciones con Ácido Salicílico,Cerave,22 Piezas,,,Cuidado personal,Dermatología,HIDRATANTES FACIALES,189.72,279,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/3337875927871.jpg,dermaexpress,CERAVE PARCHES CONTROL IMPERFECCIONES 22 PZ
FC-75945622,3337875945622,Protector Invisible Oil Control FPS 50,Cerave,50 ml,FPS 50,,Cuidado personal,Dermatología,SOLARES,332.52,489,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/1_4.avif,dermaexpress,CERAVE PROTECTOR INVISIBLE OIL CONTROL FPS50 50ML
FC-75684101,3337875684101,SA Crema alisadora antirugosidades corporal,Cerave,340 ml,,Crema,Cuidado personal,Dermatología,HIDRATANTES CORPORALES,441.32,649,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/Diseno_sin_titulo_2.png,dermaexpress,CERAVE CREMA ALISADORA 340ML
FC-75795456,3337875795456,SA Gel limpiador antirugosidades,Cerave,473 ml,,Gel,Cuidado personal,Dermatología,LIMPIADORES,441.32,649,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/Diseno_sin_titulo_6.png,dermaexpress,CERAVE SA LIMPIADOR ANTI-RUGOSIDADES 473ML
FC-75684118,3337875684118,SA Gel limpiador antirugosidades,Cerave,236 ml,,Gel,Cuidado personal,Dermatología,LIMPIADORES,332.52,489,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/Diseno_sin_titulo_3.png,dermaexpress,CERAVE SA LIMPIADOR ANTI-RUGOSIDADES 236ML
FC-00560833,3606000560833,Sérum hidratante con ácido hialurónico,Cerave,30 ml,,,Cuidado personal,Dermatología,HIDRATANTES FACIALES,407.32,599,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/3606000560833.png,dermaexpress,SERUM HIDRATANTE ACIDO HYALURONICO 30ML
FC-75829007,3337875829007,Sérum Retinol antimanchas e imperfecciones,Cerave,30 ml,,,Cuidado personal,Dermatología,HIDRATANTES FACIALES,407.32,599,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/Diseno_sin_titulo_7.png,dermaexpress,CERAVE SERUM RETINOL ANTI-MARCAS 30ML
FC-75903509,3337875903509,Skin Renewing Crema De Noche Con Péptidos,Cerave,48 g,,Crema,Cuidado personal,Dermatología,HIDRATANTES FACIALES,475.32,699,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/7501258200011_1988213b-885b-4787-8abb-e1684858cdee.png,dermaexpress,CERAVE SKIN RENEWING CREMA DE NOCHE PEPTIDOS 48G
FC-75899550,3337875899550,Skin Renewing Serum Retinol Renovador Facial,Cerave,30 ml,,,Cuidado personal,Dermatología,HIDRATANTES FACIALES,475.32,699,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/9_3a012a3b-fd36-4e53-8121-5d24931fc747.png,dermaexpress,CERAVE SKIN RENEWING SERUM RETINOL 30ML
FC-75903196,3337875903196,Skin Renewing Serum Vitamina C Antioxidante,Cerave,30 ml,,,Cuidado personal,Dermatología,HIDRATANTES FACIALES,475.32,699,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/7501258200011_1ae82320-1c4f-46d8-83e0-5a5dea2b5ccc.png,dermaexpress,CERAVE SKIN RENEWING SERUM VITAMINA C 30ML
FC-75945707,3337875945707,Stick Solar Invisible SPF50,Cerave,8 g,,,Cuidado personal,Dermatología,LANZAMIENTOS 2026,237.32,349,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/3337875945707_1_GS1.avif,dermaexpress,CERAVE STICK SOLAR INVISIBLE SPF50 8G
FC-75952903,3337875952903,Water Gel Hidratante,Cerave,48 ml,,Gel,Cuidado personal,Dermatología,LANZAMIENTOS 2026,333.2,490,10+1 o 9.09%,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/3337875952903_1.avif,dermaexpress,CERAVE WATER GEL 48ML
FC-75597203,3337875597203,Locion Micelar,CeraVe,295 ml,,,Cuidado personal,Dermatología,LIMPIADORES,284.92,419,10+1 o 9.09%,,,CERAVE LOCION MICELAR 295ML
FC-20017992,3499320017992,Advanced Defense Serum,Cetaphil,,,,Cuidado personal,Dermatología,CETAPHIL HIDRATANTES FACIALES,468.04,735.54,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/01_CETAPHIL_SERUM_ADVANCEDDEFENSED_BOTTLE_750x750_7d36bfff-51ec-4683-a15c-a23e17c063f0.jpg,dermaexpress,CETAPHIL ADVANCED DEFENSE SERUM 30 ML
FC-35392885,7613035392885,Baby Gel de Baño Líquido Sin Lágrimas Limpieza Suave,Cetaphil,300 ml,,Gel,Cuidado personal,Dermatología,CETAPHIL LIMPIADORES CORPORALES,109.19,171.6,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/7613035392885_1.avif,dermaexpress,CETAPHIL BABY PIES A CABEZA 300ML
FC-35393448,7613035393448,Baby Loción hidratante piel delicada y sensible,Cetaphil,300 ml,,,Cuidado personal,Dermatología,CETAPHIL HIDRATANTES CORPORALES,173.38,272.48,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/7613035393448_1.avif,dermaexpress,CETAPHIL BABY LOCION HUMECTANTE 300ML
FC-30779488,7897930779488,Bálsamo Multireparador,Cetaphil,50 g,,,Cuidado personal,Dermatología,LANZAMIENTOS 2026,281.43,429,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/BalsamoB000123456-150_B000123456_4.avif,dermaexpress,CETAPHL BALSAMO MULTIREPARADOR 50G
FC-03560527,7502003560527,Barra antibacterial dermolimpiadora para piel sensible,Cetaphil,127 g,,,Cuidado personal,Dermatología,CETAPHIL LIMPIADORES CORPORALES,137.31,215.78,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/1_a319de1d-07dc-42cb-8d76-e885509dfe51.jpg,dermaexpress,CETAPHIL ANTIBACTERIAL 127GR
FC-20008198,3499320008198,Barra dermolimpiadora para piel sensible,Cetaphil,127 g,,,Cuidado personal,Dermatología,CETAPHIL LIMPIADORES CORPORALES,137.31,215.78,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/3499320008198_1.avif,dermaexpress,CETAPHIL BARRA 127GR
FC-20008341,3499320008341,Barra limpiadora profunda para piel sensible,Cetaphil,127 g,,,Cuidado personal,Dermatología,CETAPHIL LIMPIADORES CORPORALES,137.31,215.78,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/3499320008341_1__1.avif,dermaexpress,CETAPHIL LIMPIEZA PROFUNDA 127GR
FC-30779198,7897930779198,Crema Alisadora Anti-Rugosidades con Urea 20%,Cetaphil,236 ml,,Crema,Cuidado personal,Dermatología,CETAPHIL HIDRATANTES CORPORALES,394.54,620.03,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/7897930779198_1.avif,dermaexpress,CETAPHIL CREMA ALISADORA ANTI RUGOSIDADES 236 ML
FC-20004541,3499320004541,Crema hidratante facial diaria con FPS 50+,Cetaphil,50 ml,FPS 50+,Crema,Cuidado personal,Dermatología,CETAPHIL HIDRATANTES FACIALES,328.55,516.33,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/3499320004541_1.avif,dermaexpress,CETAPHIL FPS50 HIDRATANTE FACIAL 50ML
FC-30778351,7897930778351,Crema hidratante para piel seca,Cetaphil,170 g,,Crema,Cuidado personal,Dermatología,CETAPHIL HIDRATANTES CORPORALES,198.33,311.68,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/7897930778351_1.avif,dermaexpress,CETAPHIL CREMA HUMECTANTE 170G
FC-30778993,7897930778993,Crema Hidratante para Piel Seca y Sensible,Cetaphil,50 g,,Crema,Cuidado personal,Dermatología,CETAPHIL HIDRATANTES FACIALES,98.61,154.96,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/7897930778993_1.avif,dermaexpress,CETAPHIL CREMA HIDRATANTE 50G
FC-20012829,3499320012829,Crema hidratante para piel sensible,Cetaphil,250 g,,Crema,Cuidado personal,Dermatología,CETAPHIL HIDRATANTES CORPORALES,252.16,396.28,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/3499320012829.avif,dermaexpress,CETAPHIL CREMA HUMECTANTE 250GR
FC-20012838,3466320012838,Crema hidratante para piel sensible,Cetaphil,453 g,,Crema,Cuidado personal,Dermatología,CETAPHIL HIDRATANTES CORPORALES,356.44,560.15,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/3466320012838_1.avif,dermaexpress,CETAPHIL CREMA HUMECTANTE 453G
FC-20015615,3499320015615,Crema limpiadora espumosa hidratante,Cetaphil,473 ml,,Crema,Cuidado personal,Dermatología,CETAPHIL LIMPIADORES CORPORALES,381.39,599.36,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/3499320015615_1.avif,dermaexpress,CETAPHIL CREMA LIMPIADORA 473ML
FC-30778801,7897930778801,Desmaquillante bifásico oil free,Cetaphil,177 ml,,,Cuidado personal,Dermatología,CETAPHIL LIMPIADORES FACIALES,268.25,421.57,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/7897930778801_1.avif,dermaexpress,DESMAQUILLANTE OIL FREE 177ML
FC-20009775,3499320009775,Espuma limpiadora facial suave,Cetaphil,236 ml,,,Cuidado personal,Dermatología,CETAPHIL LIMPIADORES FACIALES,319.25,501.71,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/3499320009775_1.avif,dermaexpress,CETAPHIL ESPUMA 236ML
FC-03240242,7640203240242,Exfoliante diario ultrasuave,Cetaphil,178 ml,,,Cuidado personal,Dermatología,CETAPHIL LIMPIADORES FACIALES,228.03,358.36,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/7640203240242_1.avif,dermaexpress,CETAPHIL EXFOLIANTE SUAVE 178ML
FC-30779105,7897930779105,Galderma Cetaphil PRO AD Restoraderm Hidratante Corporal con Ceramidas para Piel Atópica,Cetaphil,236 ml,,,Cuidado personal,Dermatología,CETAPHIL HIDRATANTES CORPORALES,430.92,677.2,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/7897930779105-2.jpg,dermaexpress,CETAPHIL PRO AD RESTORADERM HIDRATANTE CORPORAL 236 ML
FC-30779112,7897930779112,Galderma Cetaphil PRO AD Restoraderm Limpiador Corporal Hidratante para Piel Seca y Atópica,Cetaphil,236 ml,,,Cuidado personal,Dermatología,CETAPHIL LIMPIADORES CORPORALES,389.42,611.98,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/7897930779112.jpg,dermaexpress,CETAPHIL PRO AD RESTORADERM LIMPIADOR CORPORAL 236 ML
FC-03242864,7640203242864,Gel de baño corporal,Cetaphil,500 ml,,Gel,Cuidado personal,Dermatología,CETAPHIL LIMPIADORES CORPORALES,353.85,556.09,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/7640203242864_1.avif,dermaexpress,CETAPHIL GEL DE BAÑO 500ML
FC-20012812,3499320012812,Gel limpiador facial para piel grasa,Cetaphil,237 ml,,Gel,Cuidado personal,Dermatología,CETAPHIL LIMPIADORES FACIALES,285.25,448.28,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/3499320012812_1.avif,dermaexpress,CETAPHIL LIMPIADOR P/GRASA 237ML
