sku,nombre,principio_activo,costo,precio_fc,mejor_confianza,mejor_candidato,motivo
EQ-LOE096,Vidalol Plus 20 Tab 10/500 Mg,,47.53,77,0,,sin resultados VTEX
FC-08100013,Eucalín jarabe miel y propóleo 120 ml,Mezcla de Plantas y propoleo,44.46,72.0,7,SIMILYPTUS / PROPOLEO / GORDOLOBO / EUCALIPTO JARABE 240 ML 1 PIEZA,no comparable: al competidor le faltan 1/2 principios activos (mezcla)
EQ-QUM068,Quimunex 1 Sol 100 Mg/100 Ml,,68.48,110,0,,sin resultados VTEX
EQ-PGE061,Esterinol 40 Caps 50000ui,,24.91,40,0,,sin resultados VTEX
EQ-COL133,Nosipren 30 Tab 20 Mg,,35.71,58,24,PREDNISONA 20 MG 30 TABLETAS,confianza 24 < 85
EQ-MAV407,Daimant 14 Caps 100 Mg,,52.59,85,0,,sin resultados VTEX
EQ-SER116,Cyrux 28 Tab 200 Mcg,,222.22,356,0,MISOPROSTOL 200 MCG 28 TABLETAS,confianza 0 < 85
EQ-AMS498,Popram 28 Tab 40 Mg,,37.54,61,39,PANTOPRAZOL 40 MG 28 TABLETAS,confianza 39 < 85
EQ-ALP0410,Nistatina 1 Susp 1 Ui /24 Ml,,34.07,55,48,METRONIDAZOL / NISTATINA 12 OVULOS,no comparable: candidato sin tamano declarado
EQ-MAV198,Oxatech 14 Tab 10 Mg,,26.46,43,4,OLANZAPINA 10 MG 14 TABLETAS,confianza 4 < 85
EQ-BRL072-1,Lo Bruquin 2 Tab 150/200 Mg,,15.4,25,0,,sin resultados VTEX
EQ-NOV176,Pirinovag 10 Tab 500 Mg,,7.18,12,2,METAMIZOL 500MG 10 COMPRIMIDOS,confianza 2 < 85
EQ-MAV162,Dolxen 10 Tab 500 Mg,,18.94,31,13,NAPROXENO 500 MG 45 TABLETAS,confianza 13 < 85
EQ-NOV092,Ixicorl 10 Tab 20 Mg,,21.72,35,0,,sin resultados VTEX
EQ-SON104,Neoderm-F 1 Cma 40g,,25.85,42,9,FLUOCINOLONA / NEOMICINA .01/.35 GR CREMA 40 GR 1 PIEZA,confianza 9 < 85
EQ-QUM006,Mitafar 1 Susp 100mg/5/60 Ml,,38.29,62,0,NITAZOXANIDA 1200MG SUSPENSION 60 ML 1 PIEZA,"no comparable: concentracion difiere en parte ['100mg', '60ml']≠['1200mg', '60ml']"
EQ-MAV266,Berniver 2% 1 Ung 15 G,,76.86,123,0,MUPIROCINA 2% UNGÜENTO 15 GR 1 PIEZA,confianza 0 < 85
EQ-SER165,Estranim 10 Caps 75 Mg,,116.19,186,0,,sin resultados VTEX
EQ-MAI150,Maviglin 60 Grag 500/5 Mg,,61.53,99,0,METFORMINA / GLIBENCLAMIDA 500/5MG 60 TABLETAS,confianza 0 < 85
EQ-NOV004,Cirulan 20 Tab 10 Mg,,7.62,13,9,METOCLOPRAMIDA 10 MG 20 TABLETAS,confianza 9 < 85
EQ-BRL053,Direpasid (Metoclopramida) 20 Tab 10 Mg,,7.55,13,0,,sin resultados VTEX
EQ-AVT213,Menflixil 14 Tab 7.5 Mg,Meloxicam,5.28,9,100,MELOXICAM 7.5 MG 14 TABLETAS,precio 7.6x el costo
EQ-MAV392,Cetilver 1 Gel 8% C/10 G,,45.31,73,0,,sin resultados VTEX
EQ-NOV157,Glunovag 60 Tab 500 Mg,,19.38,32,2,METFORMINA 500 MG 60 TABLETAS,confianza 2 < 85
EQ-BIO058,Wadil 30 Tab 500/5 Mg,,28.85,47,0,METFORMINA / GLIBENCLAMIDA 500/5MG 60 TABLETAS,confianza 0 < 85
EQ-LIF006,Carbafen 30 Tab 400/350mg,,41.47,67,18,METOCARBAMOL / PARACETAMOL 400/350MG 30 TABLETAS,confianza 18 < 85
EQ-ULT056,Retoflam-F 10 Tab 215/15 Mg,,19.15,31,27,MELOXICAM 15 MG 10 TABLETAS,confianza 27 < 85
EQ-WER040,Punab 30 Tab 50 Mg,,12.33,20,0,LOSARTAN POTASICO 100 MG 15 TABLETAS,no comparable: concentracion difiere ['50mg']≠['100mg']
EQ-SON034,Busconet 10 Tab 250/10 Mg,,24.92,40,25,METAMIZOL / BUTILHIOSCINA  250/10MG 10 GRAGEAS,confianza 25 < 85
EQ-COL016,"Bonazin Meclozina, Piridoxina, Lidocaína","Meclozina, Piridoxina, Lidocaína",26.28,43,60,MECLOZINA / PIRIDOXINA SOLUCION INYECTABLE 1 AMPOLLETA,no comparable: al competidor le faltan 1/3 principios activos (lidocaina)
EQ-MAV175,Flexiver Compuesto 20 Caps 215/7.5 Mg,,43.87,71,0,MELOXICAM / METOCARBAMOL 7.5/215MG 20 CAPSULAS,no comparable: concentracion difiere ['7.5mg']≠['215mg']
EQ-SON091,Meclison 20 Tab 50/25 Mg,,22.27,36,0,MECLOZINA / PIRIDOXINA SOLUCION INYECTABLE 1 AMPOLLETA,no comparable: candidato sin tamano declarado
EQ-SON175,Ardosons 20 Caps 215/25/0.75 Mg,,60.33,97,0,INDOMETACINA / BETAMETASONA / METOCARBAMOL 20 CAPSULAS,no comparable: candidato sin tamano declarado
EQ-BEA426,Oxido De Zinc 1 Pasta 30 G,,10.38,17,70,OXIDO DE ZINC 25GR/100GR PASTA 1 PIEZA,"no comparable: concentracion difiere ['30000mg']≠['100000mg', '25000mg']"
EQ-NOV137,Nineka 20 Tab 129/280/30 Mg,,37.67,61,0,NEOMICINA / CAOLIN / PECTINA 20 TABLETAS,no comparable: candidato sin tamano declarado
EQ-APO142,Espadiva 10 Tab 20/400 Mg,,81.79,131,0,BUTILHIOSCINA HIOSCINA / IBUPROFENO 20/400 MG 10 TABLETAS,confianza 0 < 85
EQ-LIF153,Realdrax Mxd 10 Tab 20/400 Mg,,40.6,65,0,BUTILHIOSCINA HIOSCINA / IBUPROFENO 20/400 MG 10 TABLETAS,confianza 0 < 85
EQ-COL239,Volfenac Gel 1 Gel 2.32g/100 G,,48.65,78,0,DICLOFENACO 100MG 20 TABLETAS,"no comparable: concentracion difiere ['100000mg', '2320mg']≠['100mg']"
EQ-VIT055,Rotumal 1 Gel 60g/1.16 %,,22.93,37,0,,sin resultados VTEX
EQ-BEA336,Neomi/Cao/Pecti 20tab 129/280/30 Mg,,36.89,60,67,NEOMICINA / CAOLIN / PECTINA 20 TABLETAS,no comparable: candidato sin tamano declarado
EQ-VIT073,Bocetix 1 Sol 50 Mg 150 Ml,,73.19,118,0,,sin resultados VTEX
EQ-PGE046,Progelben 20 Caps 100 Mg,,19.66,32,10,BENZONATATO 100 MG 20 CAPSULAS,confianza 10 < 85
EQ-STR008,Trociletas-B Limon. 12 Tab 2.5/10 Mg,,32.11,52,0,,sin resultados VTEX
EQ-BIO021,Docsi 20 Tab 4 Mg,,9.6,16,4,CLORFENAMINA 4 MG 20 TABLETAS,confianza 4 < 85
EQ-BRL072,Lo Bruquin 2 Tab 150/200 Mg,,15.4,25,0,,sin resultados VTEX
EQ-COD060,Maracina 1 Spray 30 Ml 150 Mg /100 Ml,,25.02,41,0,BENCIDAMINA SOLUCION 360 ML 1 PIEZA,"no comparable: concentracion difiere ['100ml', '150mg', '30ml']≠['360ml']"
EQ-BIO188,Broxtorfan Inf 1 Jbe 150/113 Mg/120 Ml,,15.85,26,22,AMBROXOL/ DEXTROMETORFANO 150/113MG JARABE INFANTIL 120ML,confianza 22 < 85
EQ-SON164,Clotrinazol Dual 3 Ovs 200mg 1cma 10g,,50.07,81,0,,sin resultados VTEX
EQ-CMD015,Materfol 90 Comp 0.4 Mg,,21.41,35,0,SIMIFOL ACIDO FOLICO 400 MCG 180 TABLETAS,no comparable: concentracion difiere ['0.4mg']≠['400mcg']
EQ-FAC0057,Farmiver Infantil 1 Susp 100/400mg/10,,22.93,37,8,QUINFAMIDA / ALBENDAZOL 200/400MG JUNIOR SUSPENSION 20 ML 1 PIEZA,confianza 8 < 85
EQ-HIS045,Cifhir 1 Gel 60g/5 %,,45.68,74,6,BENCIDAMINA CLORHIDRATO GEL 60 GR 1 PIEZA,confianza 6 < 85
EQ-MAV387,Trimebut/Simetic Sup Ped 0.60g/0.60g,,71.95,116,82,TRIMEBUTINA/SIMETICONA 0.600/0.600 GR SUSPENSION 26 ML,confianza 82 < 85
EQ-SER183,Murreolak 20 Tab Efervecentes 600 Mg,,128.64,206,0,,sin resultados VTEX
EQ-LOE131,Faribrox Tm Inf 1 Jbe 150/113mg/100/150,,22.89,37,4,AMBROXOL/ DEXTROMETORFANO 150/113MG JARABE INFANTIL 120ML,confianza 4 < 85
EQ-WER025,Amantadina(Rosel) 24 Caps 50/3/300 Mg,,27.44,44,82,AMANTADINA / CLORFENAMINA / PARACETAMOL 24 CAPSULAS,no comparable: candidato sin tamano declarado
EQ-QUM052,Quimikan 1 Sol C/ Apli 10 Ml 200mg/ 1 Ml,,63.68,102,9,BENZOCAINA 200 MG SOLUCION BUCAL CON APLICADOR 1 PIEZA,confianza 9 < 85
EQ-AVT135,Tusilen pediátrico jarabe 118 mL,Dextrometorfano / Guaifenesina / Paracetamol,24.89,33,43,DEXTROMETORFANO 300 MG JARABE 120 ML 1 PIEZA,"no comparable: al competidor le faltan 2/3 principios activos (guaifenesina, paracetamol)"
EQ-MAI144,Figral 10 Tab 100 Mg,,80.04,129,18,SILDENAFIL 100 MG 10 TABLETAS,confianza 18 < 85
EQ-DEN074,Delaphil 14 Tab 5 Mg,,36.27,59,0,,sin resultados VTEX
EQ-NUC034,Tefilinb 28 Tab 2 Mg,,35.29,57,0,,sin resultados VTEX
EQ-MAV208,Versalver 30 Comp 80 Mg,,76.3,123,2,VALSARTAN 80 MG 30 COMPRIMIDOS,confianza 2 < 85
EQ-LIF064,Cineprac 20 Tab 200 Mg,,41.49,67,0,TRIMEBUTINA SUSPENSION  2G/100ML 1 PIEZA,"no comparable: concentracion difiere ['200mg']≠['100ml', '2000mg']"
EQ-SER117,Lisertil 30 Tab 2.5 Mg,,256.42,411,18,TIBOLONA 30 TABLETAS 2.5 MG,confianza 18 < 85
EQ-COL258,Alzocid Tadalafil,Tadalafil,23.78,39,100,TADALAFIL 20 MG 4 TABLETAS,precio 7.1x el costo
EQ-GEP049,X-Trid 12 Caps 15mg/5mg/2mg/250mg,,23.17,38,0,,sin resultados VTEX
EQ-SON233,Zimeton 20 Tab 130/50/40 Mg,Pancreatina / Extracto de bilis / Dimeticona,56.59,91,47,PANCREATINA / SIMETICONA / EXTRACTO DE BILIS DE BUEY / CELULOSA 50 TABLETAS,no comparable: al competidor le sobran principios activos (celulosa)
EQ-QUI091,Magsokon 1 Caja 26 G,Sulfato de magnesio,15.61,25,70,SULFATO FERROSO 75MG/ML SOLUCION PEDIATRICA 50ML FERINSOL,"no comparable: concentracion difiere ['26000mg']≠['50ml', '75mg']"
EQ-PYG016,Metanucil 1 Polvo Sabor Natural 504 G,Plantago psyllium,545.81,874,70,PSYLLIUM PLANTAGO POLVO NATURAL 400 GR 1 PIEZA,no comparable: concentracion difiere ['504000mg']≠['400000mg']
FMX-501619,Eucalin-Miel Jarabe C/120 Ml,,44.46,72,0,,sin resultados VTEX
FMX-301721,Vita/Kid/C Jarabe C/240 Ml,,29.14,47,11,GOMITAS VITAMINA C/ZINC/VITAMINA D 60 PIEZAS MULTIGOMI,no comparable: candidato sin tamano declarado
FMX-504851,Pioklean Spray C/130 Ml,Mezcla de Hierbas,60.85,98,70,SIMIBROX D MALTITOL Y MEZCLA DE HIERBAS SIN AZUCAR JARABE 240 ML 1 PIEZA,no comparable: concentracion difiere ['130ml']≠['240ml']
FMX-500999,Gelcavit-Ho Capsulas C/30,"Cápsulas con L Arginina, Lecitina y Vitaminas",72.56,117,42,SIMIPOWER PLUS VITAMINAS / MINERALES / ARGININA 60 CAPSULAS,no comparable: al competidor le faltan 1/3 principios activos (lecitina)
FMX-502046,Calazin Suspension Topica C/180 Ml,Calamina,36.85,59,0,,sin resultados VTEX
FMX-302287,Belapiel/Piernas-Cansadas Crema C/200 Gr,"CENTELLA ASIATICA, CASTAÑA DE INDIAS",53.55,86,0,METRONIDAZOL / CENTELLA ASIATICA / NITROFURAL 12 OVULOS,no comparable: al competidor le faltan 1/2 principios activos (castana)
FMX-507495,Senloir Tabletas 10 Mg C/20,MONTELUKAST,31.0,56,100,MONTELUKAST 10 MG 20 TABLETAS,precio 6.4x el costo
FMX-302206,Belapiel/Golpes Ungüento C/75 Gr,ARNICA/CANEDULA/ALOE VERA,20.4,33,26,ARNICA 6C 30 TABLETAS,"no comparable: al competidor le faltan 2/3 principios activos (canedula, aloe)"
FMX-505399,Saludol-Corporal Gel C/100 Gr,"MENTOL, CANEDULA,ARNICA,SABILA",49.69,80,65,GEL TOPICO MENTOL / ARNICA / CALENDULA / SABILA 100 GR 1 PIEZA,no comparable: al competidor le faltan 1/4 principios activos (canedula)
FMX-503320,Solucion-Pisa Cs 0.9 C/1000 Ml,,43.71,70,0,CLORURO DE SODIO 0.9% SOLUCION INYECTABLE 250 ML 1 PIEZA,no comparable: concentracion difiere ['1000ml']≠['250ml']
FMX-506781,Cateter/Intravenoso-Sumitex Pu 24 G X 19 Mm C/1 Amarillo,,9.26,15,0,,sin resultados VTEX
FMX-501200,Laritol loratadina solución 1 mg/ml 60 ml,LORATADINA 1MG /1ML,20.67,34,70,LORATADINA 100MG/100ML JARABE 1 PIEZA,"no comparable: concentracion difiere ['1mg', '1ml', '60ml']≠['100mg', '100ml']"
FMX-301565,Jeringa-Sensimedical 60 Ml Pivote/Concentrico,,8.56,14,5,JERINGA PERA NO. 3 1 PIEZA SIMI BABY,no comparable: candidato sin tamano declarado
FMX-504321,Aguja-Hipodermica-Sensimedical 22 G X 32 Mm C/1 Negro,,0.55,1,0,AGUJA PARA PLUMA 31 G X 5 MM 10 PIEZAS ULTRA FINE,no comparable: concentracion difiere ['22000mg']≠['31000mg']
FMX-506386,Jeringa SensiMedical 5 mL 22G x 32 mm negra,,1.48,3,0,JERINGA DESECHABLE 5ML 21G X 32MM 3 PIEZAS,"no comparable: concentracion difiere en parte ['22000mg', '5ml']≠['21000mg', '5ml']"
FMX-307657,Jeringa SensiMedical 10 mL 22G x 32 mm negra,,2.18,4,0,JERINGA DESECHABLE 5ML 21G X 32MM 3 PIEZAS,"no comparable: concentracion difiere ['10ml', '22000mg']≠['21000mg', '5ml']"
FMX-307658,Jeringa SensiMedical 20 mL 21G x 32 mm verde,,4.1,7,0,JERINGA DESECHABLE 5ML 21G X 32MM 3 PIEZAS,"no comparable: concentracion difiere en parte ['20ml', '21000mg']≠['21000mg', '5ml']"
FMX-506388,Jeringa SensiMedical 3 mL 21G x 32 mm verde,,1.4,3,11,JERINGA DESECHABLE 3ML 21G X 32MM 4 PIEZAS,confianza 11 < 85
FMX-506389,Jeringa SensiMedical 5 mL 21G x 32 mm verde,,1.48,3,11,JERINGA DESECHABLE 5ML 21G X 32MM 3 PIEZAS,confianza 11 < 85
EQ-BEA342,Dexametasona 20 Tab 0.5 Mg,Dexametasona,4.41,8,90,DEXAMETASONA 0.50MG 30 TABLETAS,precio 6.6x el costo
FC-76000277,Vitacilina crema humectante,,77.03,104,0,NEOMICINA / RETINOL (VITAMINA A) UNGÜENTO 28 GR 1 PIEZA,no comparable: concentracion difiere ['100000mg']≠['28000mg']
EQ-AMS424,Irbesartán 300 mg C/14 AMSA,Irbesartán,76.49,123,0,,sin resultados VTEX
EQ-AMS253,Dexametasona 1 Fa 8mg/2 Ml,Dexametasona,8.55,14,72,DEXAMETASONA SOLUCION INYECTABLE 8MG/2ML 1 PIEZA,no comparable: forma difiere inyectable≠solucion
FC-85097661,Antiflu-Des Jr Antigripal,Clorhidrato de amantadina/Maleato de clorfenamina/Paracetamol,125.34,204,38,AMANTADINA / CLORFENAMINA / PARACETAMOL 24 CAPSULAS,"no comparable: al competidor le faltan 2/3 principios activos (clorhidrato, maleato)"
EQ-BEA313,Dexametasona 20 Tab 1 Mg,Dexametasona,22.25,36,70,DEXAMETASONA SOLUCION INYECTABLE 8MG/2ML 1 PIEZA,"no comparable: concentracion difiere ['1mg']≠['2ml', '8mg']"
EQ-AMS362,Diclofenaco 2 Fa 75mg/3 Ml,Diclofenaco,15.8,26,72,DICLOFENACO SODICO 75MG/3ML SOLUCION INYECTABLE 2 AMPOLLETAS,no comparable: forma difiere inyectable≠solucion
EQ-OFF010,Dexne Oftálmico 1 Got 5 Ml,Dexametasona / Neomicina,33.74,54,51,DEXAMETASONA / NEOMICINA 1/3.5 MG SOLUCION GOTAS OFTALMICAS 5 ML 1 PIEZA,no comparable: al competidor le sobran principios activos (oftalmicas)
EQ-LOE155,Indometacina 6 Supositorios 100 Mg,Indometacina,92.35,148,70,INDOMETACINA 25MG 30 CAPSULAS,no comparable: concentracion difiere ['100mg']≠['25mg']
EQ-AVT205,Elaphterón 28 Tab 25 Mg,Lamotrigina,25.4,41,70,LAMOTRIGINA 100 MG TABLETAS MASTICABLES 28 TABLETAS,no comparable: concentracion difiere ['25mg']≠['100mg']
FC-20089077,Exzon tabletas masticables 490 mg C/90 sabor uva,"Fibra soluble de maiz, bioflavonoides citricos, Bacillus coagulans, vitaminas A, C y D3",77.28,125.0,0,SIMICOF DIAB HEDERA HELIX / BUGAMBILIA / FIBRA SOLUBLE Y JUGO DE ARANDANO JARABE 120 ML 1 PIEZA,"no comparable: al competidor le faltan 3/4 principios activos (bioflavonoides, bacillus, vitaminas)"
FC-30713547,Gelcavit Colors capsulas 0.62 g C/30,"Aceite de germen de trigo, vitaminas y minerales",42.43,68.0,0,,sin resultados VTEX
FC-C4530823,Mercurio óxido de zinc C/50,Producto homeopatico / natural,9.0,54.0,0,,sin resultados VTEX
FC-9303047,Cicloferon Crema 5% 2 g,Aciclovir 5%,48.61,65.62,70,ACICLOVIR 200 MG 25 TABLETAS,no comparable: concentracion difiere ['2000mg']≠['200mg']
FC-83141226,Perludil 150 mg / 10 mg Caja con 1 ampolleta Collins,Algestona / Estradiol,48.65,80.0,70,ALGESTONA / ESTRADIOL SOLUCION INYECTABLE 1 ML 1 AMPOLLETA,"no comparable: concentracion difiere ['10mg', '150mg']≠['1ml']"
FC-79400556,Syncol (Paracetamol),Paracetamol/Pamabrom/Pirilamina,98.81,134.0,65,PARACETAMOL 500 MG 10 TABLETAS,"no comparable: al competidor le faltan 2/3 principios activos (pamabrom, pirilamina)"
FC-09741043,Fasiclor 125 mg/5 mL Frasco 75 mL Maver,Cefaclor,49.85,75.0,70,CEFACLOR 500 MG 15 CAPSULAS,"no comparable: concentracion difiere ['125mg', '5ml', '75ml']≠['500mg']"
EQ-OFF008,Dexne Nasal 1 Got 10 Ml,Fenilefrina / Dexametasona / Neomicina,37.87,61,70,DEXAMETASONA/FENILEFRINA/NEOMICINA 15ML NASAL,no comparable: concentracion difiere ['10ml']≠['15ml']
FC-06247327,Afrin No Drip Descongestivo Nasal spray,Clrhidrato de oximetazolina,109.76,149.0,0,OXIMETAZOLINA ADULTO 50MG/100ML SOLUCION NASAL 20 ML 1 PIEZA,"no comparable: concentracion difiere ['0.5mg', '15ml']≠['100ml', '20ml', '50mg']"
EQ-MAV115,Laritol Ex 10 Tab 30/5 Mg,Loratadina / Ambroxol,21.66,35,70,LORATADINA / AMBROXOL 5/30 MG 10 TABLETAS,no comparable: concentracion difiere ['5mg']≠['30mg']
FC-F7A2CACF,Indarzona,Indometacina / Dexametasona 25mg/0.5 mg,56.3,77.0,65,INDOMETACINA 25MG 30 CAPSULAS,no comparable: al competidor le faltan 1/2 principios activos (dexametasona)
FC-40010712,Tukol-D jarabe Adulto,Guaifenesina + Dextrometorfano,117.42,158.52,70,DEXTROMETORFANO / GUAIFENESINA .1/1 GR INFANTIL SOLUCION 1 PIEZA,no comparable: concentracion difiere ['125ml']≠['1000mg']
EQ-BIO112,Gristalit 1 Jbe 600/100mg/30 Ml,,9.38,16,0,LORATADINA / AMBROXOL 100/600 MG SOLUCION PEDIATRICA GOTAS 30 ML 1 PIEZA,"no comparable: concentracion difiere en parte ['100mg', '30ml']≠['30ml', '600mg']"
FC-7048853,Melox Plus,Hidroxido de aluminio + Hidroxido de magnesio + Simeticona,132.3,179.0,35,ALUMINIO 200 MG / MAGNESIO 200 MG / DIMETICONA 20 MG 50 TABLETAS MASTICABLES,"no comparable: al competidor le faltan 2/3 principios activos (hidroxido, hidroxido)"
FC-70100307,Broncolin Etiqueta Azul jarabe oral 140 ml,Miel,64.19,87.0,72,PALETAS DE MIEL DE ABEJA SABOR MIEL / LIMON / HERBAL PALETOSIMI 16 PIEZAS,no comparable: candidato sin tamano declarado
FC-76040610,Desenfriolito Plus Masticables,Clorfenamina/Fenilefrina/Paracetamol,45.96,63.0,82,CLORFENAMINA / FENILEFRINA / PARACETAMOL 24 TABLETAS,no comparable: candidato sin tamano declarado
FC-7907117,Bisolvon Solucion Adulto 120 ml,Bromhexina,141.94,192.0,70,BROMHEXINA 160MG/100ML ADULTO SOLUCION 1 PIEZA,"no comparable: concentracion difiere ['120ml']≠['100ml', '160mg']"
FC-83146207,Fazolin F,Nafazolina,26.85,37.0,72,NAFAZOLINA SOLUCION OFTALMICA 15 ML 1 PIEZA,no comparable: forma difiere gotas≠solucion
FC-8505003,Alin Dexametasona 8 mg/2 mL amp,Dexametasona,68.8,86.0,72,DEXAMETASONA SOLUCION INYECTABLE 8MG/2ML 1 PIEZA,no comparable: forma difiere inyectable≠solucion
EQ-QUI127,Levonorgestrel / Etinilestradiol 0.15/0.03 mg C/28,Levonorgestrel / Etinilestradiol,24.03,39,70,LEVONORGESTREL / ETINILESTRADIOL .15/.03 MG 28 TABLETAS,no comparable: concentracion difiere ['0.03mg']≠['3mg']
