sku,nombre,principio_activo,costo,precio_fc,mejor_confianza,mejor_candidato,motivo
FC-60101378,Lubricante íntimo,,102.5,164.0,42,SUCCIONADOR INTIMO DAMA 1 PIEZA ALFA KINKY,no comparable: candidato sin tamano declarado
FC-46059556,Palmolive líquido neutro,Surfactantes / formula corporal,35.61,50.0,0,,sin resultados VTEX
FC-46683133,Palmolive Neutro-Bal Dermo Limp,Surfactantes / formula corporal,26.145,30,0,,sin resultados VTEX
FC-66873531,Colgate Máxima Protección Anticaries,,32.44,51,0,PASTA DENTAL 100% ORAL-B 1 PIEZA,no comparable: candidato sin tamano declarado
FC-66888171,Colgate Max Clean Frescura y Limpieza,Fluoruro de sodio,24.99,40,0,,sin resultados VTEX
FC-70100307,Broncolin Etiqueta Azul jarabe oral 140 ml,Miel,64.19,102.7,82,CARAMELOS DR SIMI SABOR MIEL DE ABEJA / LIMON / HERBAL PAQUETE 10 PIEZAS,no comparable: candidato sin tamano declarado
FC-06230507,Dove Barra Karite Vainill,Surfactantes / formula corporal,30.21,48.34,0,,sin resultados VTEX
FC-08426944,Flanax Gel Naproxeno Sodico,Naproxeno sodico,117.11,187.38,70,NAPROXENO SODICO/PARACETAMOL 275MG/300MG 10TABLETAS,"no comparable: concentracion difiere ['40000mg']≠['275mg', '300mg']"
FC-22111352,Grisi Corp Diabecare,,39.94,56.0,0,JABON NEUTRO 100 GR 1 PIEZA,no comparable: concentracion difiere ['125000mg']≠['100000mg']
FC-22150092,Grisi Leche De Burra,,21.88,31.0,0,JABON NEUTRO 100 GR 1 PIEZA,no comparable: concentracion difiere ['125000mg']≠['100000mg']
FC-14980350,Prudence Lub lubricante íntimo mora azul 75 ml,,62.06,99.3,0,GEL LUBRICANTE VAGINAL 113GR 1 PIEZA,no comparable: concentracion difiere ['75ml']≠['113000mg']
FC-43489004,Escudo Rosa Cuidado,Surfactantes / formula corporal,8.96,19,0,,sin resultados VTEX
FC-43489165,Escudo jabón líquido blanco neutro,Jabon / tensioactivos,25.08,36.0,0,,sin resultados VTEX
FC-44B6751A,Aquito 500/100/30/4 Mg,,59.63,77.52,0,,sin resultados VTEX
FC-45720550,Quitaesmalte SKN mora azul,,17.2,25.0,0,,sin resultados VTEX
FC-45720567,Quitaesmalte coco,,17.2,25.0,0,,sin resultados VTEX
FC-45722547,Natural Gloss Agua micelar bifásica,,21.08,30.0,0,,sin resultados VTEX
FC-46072050,Shampoo Mennen miel manzana,Surfactantes / formula capilar,26.3,37.0,0,,sin resultados VTEX
FC-46073033,Shampoo Caprice Acti Ceramida,Surfactantes / formula capilar,14.73,21.0,0,,sin resultados VTEX
FC-46073040,Shampoo Caprice biotina fuerza,Surfactantes / formula capilar,14.73,21.0,0,,sin resultados VTEX
FC-46073118,Shampo Caprice Acti-Ceramidas,,29.31,40,0,SHAMPOO KIDS 400ML SIMI CHAPULIN,no comparable: concentracion difiere ['380ml']≠['400ml']
FC-46073156,Shampoo Caprice natural manzana,Surfactantes / formula capilar,29.31,42.0,0,,sin resultados VTEX
FC-46074504,Shampoo Mennen Zero%,Surfactantes / formula capilar,49.97,63,0,,sin resultados VTEX
FC-46642073,Microdacyn Solucion 60 ml,Acido hipocloroso / solucion antiseptica,114.66,154.8,43,MICRODACYN SOLUCION ANTISEPTICA SPRAY 120 ML 1 PIEZA,no comparable: al competidor le faltan 1/2 principios activos (acido)
FC-92503558,Ego Magnetic Fij-Alta,,18.39,26.0,0,,sin resultados VTEX
FC-99425580,Gel X-Treme Titan,,22.615,32,20,ALCANFOR / MENTOL / EUCALIPTO / TREMENTINA / SALICILATO DE METILO UNGÜENTO 1 PIEZA,no comparable: candidato sin tamano declarado
FC-46650708,Shampoo Mennen lavanda extracto avena,Surfactantes / formula capilar,26.3,37.0,0,,sin resultados VTEX
FC-46655055,Mousse Caprice Volum-Cirl,,50.51,71.0,0,,sin resultados VTEX
FC-46655079,Jabon barra Palmolive Neutro Bal Corp Baby,Jabon / tensioactivos,17.98,25,0,,sin resultados VTEX
FC-46655727,Jabon Mennen Baby Magic Lavan Hipoalerg,Jabon / tensioactivos,12.97,19.0,0,,sin resultados VTEX
FC-46657035,Palmolive jabón líquido cerezo y rosa,Jabon / tensioactivos,23.79,34.0,0,,sin resultados VTEX
FC-46682815,Desodorante Speed Stick sensitive protect,Antitranspirante / desodorante,29.905,40,0,,sin resultados VTEX
FC-47624171,Nailex Desenterrador Unas Desenterrador Unas,,54.49,87.19,0,,sin resultados VTEX
FC-47640531,Nailex El Recuperador,,54.49,80,0,,sin resultados VTEX
FC-48335305,Agua Oxigenada,,14.7,23,22,PROTECTORES PARA LACTANCIA PIEZAS SIMI BABY 24 PIEZAS,no comparable: candidato sin tamano declarado
FC-BE76D409,Amcef IM 1 g (Inyectable),,19.72,25.64,0,CEFTRIAXONA 500 MG SOLUCION INYECTABLE 1 PIEZA,no comparable: concentracion difiere ['1000mg']≠['500mg']
FC-06241206,Dove tono uniforme 72h,Surfactantes / formula corporal,64.285,80,0,,sin resultados VTEX
FC-22105207,Jabon Grisi Neutro,Jabon / tensioactivos,20.87,30,25,JABON NEUTRO 100 GR 1 PIEZA,no comparable: concentracion difiere ['150000mg']≠['100000mg']
FC-27250612,Desodorante Obao Piel Delicada,Antitranspirante / desodorante,24.71,39.54,0,,sin resultados VTEX
FC-27286017,Desodorante Obao Classic (Hombre),Antitranspirante / desodorante,29.55,42.0,0,,sin resultados VTEX
FC-38891190,Jabon Dove Original,Jabon / tensioactivos,30.205,37,0,,sin resultados VTEX
FC-50002301,Neo-Melubrina metamizol tabletas C/10,Metamizol Sodico,72.23,93.9,100,METAMIZOL 500MG 10 COMPRIMIDOS,precio 0.15x el costo
FC-50882000,Dermodine solución antiséptica 120 ml,Iodopovidona,36.85,57.36,0,,sin resultados VTEX
FC-50882017,Dermodine Espuma 120 mL,Iodopovidona,36.85,120.32,0,,sin resultados VTEX
FC-08802838,Crema Nivea Softmilk,Emolientes / humectantes,84.49,119.0,0,,sin resultados VTEX
FC-1DAD5EF1,Tusilen adulto jarabe,,24.22,31.49,0,,sin resultados VTEX
FC-50882024,Dermodine Bucofaríngeo 120 ml,Iodopovidona,36.85,58.97,0,,sin resultados VTEX
FC-51067711,Leche Nidal en Polvo 1bebé  0 a 6 M,,110.45,180,0,FORMULA LACTEA 1-3 AÑOS NUTRIFORMULA 400 GR 1 PIEZA,no comparable: concentracion difiere ['360000mg']≠['400000mg']
FC-51078461,Leche en polvo NAN Optimal Pro 1/ 0 a 6 M,,63.41,92,0,EXTRACTOR MANUAL PARA LECHE MATERNA SIMIBABY 1 PIEZA,no comparable: candidato sin tamano declarado
FC-51078531,Leche en Polvo NAN Optimal Pro 2 / 6 a 12 M,,58.7,92,0,EXTRACTOR MANUAL PARA LECHE MATERNA SIMIBABY 1 PIEZA,no comparable: candidato sin tamano declarado
FC-51448511,Electrolit Uva,,20.09,32,54,ELECTROLITOS ORALES UVA 500 ML 1 PIEZA,no comparable: concentracion difiere ['525ml']≠['500ml']
FC-51747971,Electrolit Mora Azul,,20.09,32,60,ELECTROLITOS ORALES MORA AZUL 500ML 1 PIEZA,no comparable: concentracion difiere ['625ml']≠['500ml']
FC-52816297,Crema Para Peinar Fructis Oil-Repail L-Coco,,43.58,62.0,0,,sin resultados VTEX
FC-52844825,Desodorante Obao Ritual Natural Coco (Mujer),Antitranspirante / desodorante,24.95,35,0,,sin resultados VTEX
FC-52910971,Crema Para Peinar Fructis Borrador de Daño,,43.58,62.0,0,,sin resultados VTEX
FC-08100013,Eucalín jarabe miel y propóleo 120 ml,,44.46,71.14,0,,sin resultados VTEX
FC-22150801,Jabon Grisi Avena,Jabon / tensioactivos,21.72,31.0,0,,sin resultados VTEX
FC-25605514,Escudo Antibacterial Frescura,Surfactantes / formula corporal,14.45,19,0,,sin resultados VTEX
FC-33950070,Ensure vainilla,Suplemento nutricional,42.0,63.0,17,DIETA POLIMERICA CON FIBRA SABOR VAINILLA 236 ML 1 PIEZA,confianza 17 < 85
FC-33950209,Pediasure vainilla,Suplemento nutricional,44.0,66,0,,sin resultados VTEX
FC-33951008,Pediasure chocolate,Suplemento nutricional,44.0,66,0,,sin resultados VTEX
FC-40004643,Jabon Asepxia Exfoliante,Jabon / tensioactivos,38.66,61.86,0,,sin resultados VTEX
FC-40036965,Jabon Asepxia Bicarbon,Jabon / tensioactivos,37.68,53.0,0,,sin resultados VTEX
FC-54073302,Silica Shine Sily Oleo Argan,Silice / dimeticone,45.26,63,0,,sin resultados VTEX
FC-54500216,Crema Nivea de Tarro Crist,Emolientes / humectantes,147.15,207.0,0,,sin resultados VTEX
FC-54503095,Crema Nivea Tarro,Emolientes / humectantes,60.75,86.0,0,,sin resultados VTEX
FC-54504535,Crema corporal Nivea Milk,Emolientes / humectantes,85.87,121,0,CREMA CORPORAL NIVEA PARA PIEL EXTRA SECA 220 ML 1 PIEZA,no comparable: concentracion difiere ['400ml']≠['220ml']
FC-54549796,Crema Nivea Milk Nutritiva,Emolientes / humectantes,31.58,45,0,CREMA CORPORAL NIVEA PARA PIEL EXTRA SECA 220 ML 1 PIEZA,no comparable: concentracion difiere ['100ml']≠['220ml']
FC-54549819,Crema Nivea Softmilk,Emolientes / humectantes,26.3,42.09,0,,sin resultados VTEX
FC-54558682,Nivea Milk Crema corp 400 ML,Emolientes / humectantes,22.3,30.11,0,CREMA CORPORAL NIVEA PARA PIEL EXTRA SECA 220 ML 1 PIEZA,no comparable: concentracion difiere ['400ml']≠['220ml']
FC-55280956,Desodorante Obao Men Tattoo Rebel (Hombre),Antitranspirante / desodorante,25.83,33,0,,sin resultados VTEX
FC-56323059,Vaseline puro,,45.5,69.0,0,,sin resultados VTEX
FC-56323066,Vaseline FaseLine puro,,27.0,41,0,,sin resultados VTEX
FC-56326142,Crema Ponds Suave y Tersa,,59.36,84.0,0,CREMA BLANQUEADORA Y DESMANCHADORA CON CELULAS MADRE ETERNAL SECRET 50 GR 1 PIEZA,no comparable: concentracion difiere ['100000mg']≠['50000mg']
FC-56330309,Crema Ponds Clarant B3,,72.3,102.0,0,CREMA BLANQUEADORA Y DESMANCHADORA CON CELULAS MADRE ETERNAL SECRET 50 GR 1 PIEZA,no comparable: concentracion difiere ['100000mg']≠['50000mg']
FC-56330378,Ponds desmaquillante Bio-Hydra dual,,88.8,125.0,0,CREMA BLANQUEADORA Y DESMANCHADORA CON CELULAS MADRE ETERNAL SECRET 50 GR 1 PIEZA,no comparable: concentracion difiere ['200ml']≠['50000mg']
FC-56340025,Crema Para Peinar Sedal Restauracion Inst,,50.07,71.0,31,PARACETAMOL/CAFEINA/FENILEFRINA 10 TABLETAS SEDALMERCK,no comparable: candidato sin tamano declarado
FC-56340117,Crema Para Peinar Sedal Liso Perfecto,,50.07,71,31,PARACETAMOL/CAFEINA/FENILEFRINA 10 TABLETAS SEDALMERCK,no comparable: candidato sin tamano declarado
FC-56340124,Crema Para Peinar Sedal Ceramida,,50.07,71.0,29,PARACETAMOL/CAFEINA/FENILEFRINA 10 TABLETAS SEDALMERCK,no comparable: candidato sin tamano declarado
FC-56340131,Crema Para Peinar Sedal Rizos Definidos,,50.07,71.0,27,PARACETAMOL/CAFEINA/FENILEFRINA 10 TABLETAS SEDALMERCK,no comparable: candidato sin tamano declarado
FC-56342227,Crema Para Peinar Sedal Rizos Definidos,,18.165,25,27,PARACETAMOL/CAFEINA/FENILEFRINA 10 TABLETAS SEDALMERCK,no comparable: candidato sin tamano declarado
FC-56342258,Crema para peinar Sedal reconstructor instantáneo,,18.17,28.44,26,PARACETAMOL/CAFEINA/FENILEFRINA 10 TABLETAS SEDALMERCK,no comparable: candidato sin tamano declarado
FC-56360429,Talco para pies Rexona Efficient Orig,Talco / zinc undecilenato,71.8,101.0,82,SIMI B HIERRO Y ZINC 60 CAPSULAS,no comparable: candidato sin tamano declarado
FC-56371159,Jabon Dove Exfoliacion,Jabon / tensioactivos,30.54,35,0,,sin resultados VTEX
FC-58611420,Leche en Polvo Nutri Rindes,,53.7,86,0,EXTRACTOR MANUAL PARA LECHE MATERNA SIMIBABY 1 PIEZA,no comparable: candidato sin tamano declarado
FC-58792792,Tempra,Paracetamol/fenilefrina/carbinoxamina,58.7,96.0,63,DEXTROMETORFANO / PARACETAMOL / CLORFENAMINA / FENILEFRINA 12 CAPSULAS SIMI 1-2-3,no comparable: al competidor le faltan 1/3 principios activos (carbinoxamina)
FC-58793249,Lubricante sensación calor,,101.9,163.05,19,CONDON ALFA SENSACIONES 3 PIEZAS,no comparable: candidato sin tamano declarado
FC-59225411,Leche en polvo Nido Kinder,,74.19,118,0,EXTRACTOR MANUAL PARA LECHE MATERNA SIMIBABY 1 PIEZA,no comparable: candidato sin tamano declarado
FC-5F30F9D4,Clamoxin (Amoxicilina/Clavulánico 500/125 mg),AMOXICILINA/AC. CLAVULANICO,48.48,63.03,39,AMOXICILINA / ACIDO CLAVULANICO 875MG 10 TABLETAS,no comparable: al competidor le faltan 1/2 principios activos (ac.)
FC-60009851,Colgate Triple Acc Original,,18.82,30,0,PASTA DENTAL 100% ORAL-B 1 PIEZA,no comparable: candidato sin tamano declarado
FC-60101231,Tempra XT Noche,Paracetamol/Fenilefrina/Carbinoxamina,59.69,77.6,54,LORATADINA 2.5 MG / FENILEFRINA 5 MG / PARACETAMOL 500 MG 12 TABLETAS,no comparable: al competidor le faltan 1/3 principios activos (carbinoxamina)
FC-60101521,Soft Lub Pleasure 56.7 g,,100.8,161.28,0,NEOMICINA / RETINOL (VITAMINA A) UNGÜENTO 28 GR 1 PIEZA,no comparable: concentracion difiere ['56700mg']≠['28000mg']
FC-60689091,Colgate Trip Xtra Blancura,,13.72,21.96,0,PASTA DENTAL 100% ORAL-B 1 PIEZA,no comparable: candidato sin tamano declarado
FC-61111501,Talco Desodorante ODolex,Antitranspirante / desodorante,17.77,25.0,0,,sin resultados VTEX
FC-61113000,Talco Desodorante ODolex,Antitranspirante / desodorante,28.1,40.0,0,,sin resultados VTEX
FC-61123009,Talco Desodorante Odolex Naturals,Antitranspirante / desodorante,28.1,38.0,0,,sin resultados VTEX
FC-61124013,Talco Desodorante Odolex Fresh,Antitranspirante / desodorante,17.77,25.0,0,,sin resultados VTEX
FC-62746612,Ajolotius Jarabe Sin azucar,Mezcla Herbal con vitamina C yA,87.42,115.96,5,SIMIBROX D MALTITOL Y MEZCLA DE HIERBAS SIN AZUCAR JARABE 240 ML 1 PIEZA,no comparable: al competidor le faltan 1/2 principios activos (vitamina)
FC-64560163,Iodex Cristal,Mentol + eucalipto,70.07,94.6,82,ALCANFOR / MENTOL / EUCALIPTO / TREMENTINA / SALICILATO DE METILO UNGÜENTO 1 PIEZA,no comparable: candidato sin tamano declarado
FC-66534951,Colgate Total 65 mL,Fluoruro de sodio,22.93,36.69,0,,sin resultados VTEX
FC-00E8A9C7,Protector Solar Fotosun UV100,,103.89,170,0,,sin resultados VTEX
FC-67905131,Blumen jabón líquido cherry blossom,Jabon / tensioactivos,16.7,28.45,0,,sin resultados VTEX
FC-67905186,Blumen coconut líquido,Surfactantes,16.7,24.0,0,,sin resultados VTEX
FC-68900226,Alcohol Etilico Rojo 96°,Alcohol etilico,15.68,24,70,CLORHEXIDINA ENJUAGUE BUCAL SIN ALCOHOL 200 ML 1 PIEZA,no comparable: concentracion difiere ['250ml']≠['200ml']
FC-68900264,Alcohol Etilico Rojo 96°,Alcohol etilico,8.1,14.0,70,CLORHEXIDINA ENJUAGUE BUCAL SIN ALCOHOL 200 ML 1 PIEZA,no comparable: concentracion difiere ['125ml']≠['200ml']
FC-68901117,Alcohol Etilico Azul 71.6,Alcohol etilico,11.3,17.0,70,CLORHEXIDINA ENJUAGUE BUCAL SIN ALCOHOL 200 ML 1 PIEZA,no comparable: concentracion difiere ['250ml']≠['200ml']
FC-68901124,Alcohol Etilico Azul 71.6,Alcohol etilico,24.0,45,70,CLORHEXIDINA ENJUAGUE BUCAL SIN ALCOHOL 200 ML 1 PIEZA,no comparable: concentracion difiere ['500ml']≠['200ml']
FC-68910034,Dibar algodón 50 g,,9.9,16.16,0,,sin resultados VTEX
FC-68910041,Algodón 25g,,6.9,10.0,0,,sin resultados VTEX
FC-68990023,Alcohol Etilico Rojo 96°,Alcohol etilico,28.2,49,70,CLORHEXIDINA ENJUAGUE BUCAL SIN ALCOHOL 200 ML 1 PIEZA,no comparable: concentracion difiere ['500ml']≠['200ml']
FC-6B2ADEE9,Protect aerosol 200 dosis,Budesonida + Formoterol,96.21,125.08,0,BUDESONIDA SUSPENSION 0.500MG/2ML O 0.250MG/ML SUSPENSION PARA NEBULIZACION 5 AMPOLLETAS,no comparable: al competidor le faltan 1/2 principios activos (formoterol)
FC-72300171,Talco Desodorante Ting polvo,Antitranspirante / desodorante,80.46,113.0,0,,sin resultados VTEX
FC-75001865,Brillantina Palmolive,Surfactantes / formula corporal,46.64,66.0,0,,sin resultados VTEX
FC-75062897,Desodorante Rexona Bamboo 48H,Antitranspirante / desodorante,53.5,75.0,0,,sin resultados VTEX
FC-75062927,Desodorante Rexona Pom-Dry 48 H,Antitranspirante / desodorante,53.5,75.0,0,,sin resultados VTEX
FC-75064938,Desodorante Ego Force 24H roll-on,Antitranspirante / desodorante,23.895,40,0,,sin resultados VTEX
FC-75069223,Rexona Sport Stick,Antitranspirante,42.82,60.0,0,,sin resultados VTEX
FC-75076009,Rexona 48H Happy (Mujer),Antitranspirante,51.5,85.6,0,,sin resultados VTEX
FC-0287855,Vita Kid-C jarabe vitamina C naranja 240 ml,,47.08,75.33,72,VITAMINA D3+VITAMINA K2 30 CAPSULAS,no comparable: candidato sin tamano declarado
FC-75717914,K-PEC suspension infantil Novag,Neomicina + Caolin + Pectina,0.0,0,82,NEOMICINA / CAOLIN / PECTINA SUSPENSION 1 PZA,no comparable: candidato sin tamano declarado
FC-76000253,Crema Vitacilina roja antiarrugas,,80.0,120.0,0,NEOMICINA / RETINOL (VITAMINA A) UNGÜENTO 28 GR 1 PIEZA,no comparable: concentracion difiere ['100000mg']≠['28000mg']
FC-76000260,Crema Vitacilina amarilla aclaradora,,80.0,120.0,0,NEOMICINA / RETINOL (VITAMINA A) UNGÜENTO 28 GR 1 PIEZA,no comparable: concentracion difiere ['100000mg']≠['28000mg']
FC-76000277,Vitacilina crema humectante,,77.03,374.0,0,NEOMICINA / RETINOL (VITAMINA A) UNGÜENTO 28 GR 1 PIEZA,no comparable: concentracion difiere ['100000mg']≠['28000mg']
FC-76040436,Desodorante Para Pies Mexsana,Antitranspirante / desodorante,78.22,110.0,25,SPRAY DESODORANTE PARA PIES 160ML,no comparable: concentracion difiere ['150ml']≠['160ml']
FC-76040610,Desenfriolito Plus Masticables,Clorfenamina/Fenilefrina/Paracetamol,45.96,78,82,CLORFENAMINA / FENILEFRINA / PARACETAMOL 24 TABLETAS,no comparable: candidato sin tamano declarado
FC-7907117,Bisolvon Solucion Adulto 120 ml,Bromhexina,141.94,191.62,70,BROMHEXINA 160MG/100ML ADULTO SOLUCION 1 PIEZA,"no comparable: concentracion difiere ['120ml']≠['100ml', '160mg']"
FC-82176351,Dolo-Neurobión Forte inyectable prellenado,"Complejo B, Lidocaína, Diclofenaco Sódico",273.24,438.0,0,DEXAMETASONA/LIDOCAINA/VITAMINA B1 B6 B12 6 AMPOLLETAS,"no comparable: al competidor le faltan 2/3 principios activos (complejo, diclofenaco)"
FC-82740011,Nuvel quita esmalte humectante lanolina,,14.08,20.0,0,,sin resultados VTEX
FC-82790016,Talco Nuvel Pura para bebé,Talco / zinc undecilenato,20.65,29.0,82,SIMI B HIERRO Y ZINC 60 CAPSULAS,no comparable: candidato sin tamano declarado
FC-82790504,Nuvel desmaquillante bifásico oil,,27.75,39.0,0,,sin resultados VTEX
FC-83146207,Fazolin F,Nafazolina,26.85,36.25,72,NAFAZOLINA SOLUCION OFTALMICA 15 ML 1 PIEZA,no comparable: forma difiere gotas≠solucion
FC-83351381,Agua oxigenada Protec,,7.64,12,42,PROTECTORES PARA LACTANCIA PIEZAS SIMI BABY 24 PIEZAS,no comparable: candidato sin tamano declarado
FC-83351691,Agua Oxigenada Protec,,10.19,16,42,PROTECTORES PARA LACTANCIA PIEZAS SIMI BABY 24 PIEZAS,no comparable: candidato sin tamano declarado
FC-83510531,Protec gel Antibacterial,Alcohol etilico,21.95,197.73,70,CLORHEXIDINA ENJUAGUE BUCAL SIN ALCOHOL 200 ML 1 PIEZA,no comparable: concentracion difiere ['250ml']≠['200ml']
FC-84431050,Acetona Jaloma chico,,11.53,17.0,0,ALGODON PAQUETE 50 GR 1 PIEZA,no comparable: concentracion difiere ['60ml']≠['50000mg']
FC-84437151,Acetona Jaloma mediano,,19.77,28.0,0,ALGODON PAQUETE 50 GR 1 PIEZA,no comparable: concentracion difiere ['120ml']≠['50000mg']
FC-84471476,Repelente de Insectos Jaloma Bio Clap,,46.06,74,20,REPELENTE INSECTOS CREMA 200 ML 1 PIEZA,no comparable: concentracion difiere ['265ml']≠['200ml']
FC-84900280,Jaloma Agua de Rosas,,16.87,24.0,0,ALGODON PAQUETE 50 GR 1 PIEZA,no comparable: concentracion difiere ['130ml']≠['50000mg']
FC-8505003,Alin Dexametasona 8 mg/2 mL amp,Dexametasona,68.8,92.97,82,DEXAMETASONA/LIDOCAINA/VITAMINA B1 B6 B12 6 AMPOLLETAS,no comparable: candidato sin tamano declarado
FC-85097661,Antiflu-Des Jr Antigripal,Clorhidrato de amantadina/Maleato de clorfenamina/Paracetamol,125.34,204,61,AMANTADINA .5 GR / CLORFENAMINA .02 GR/ PARACETAMOL 3 GR  SOLUCION INFANTIL 60 ML 1 PIEZA,"no comparable: al competidor le faltan 2/3 principios activos (clorhidrato, maleato)"
FC-85278507,Manzanilla Sophia Solucion 15 ml,Manzanilla (Matricaria chamomilla),63.41,85.61,70,BALSAMO FRIO CON EXTRACTO AISLADO DE CANNABIDIOL CBD / ALOE VERA /ARNICA / MANZANILLA 90 GR 1 PIEZA,no comparable: concentracion difiere ['15ml']≠['90000mg']
FC-85592111,Scabisan,PERMETRINA,190.71,311.36,70,PERMETRINA 5G/100ML SOLUCION 100ML 1 PIEZA,"no comparable: concentracion difiere ['60000mg']≠['100ml', '5000mg']"
FC-86167151,Nestum Cereal Infantil Avena,,52.43,84,0,,sin resultados VTEX
FC-4391156,Jaloma pomada labios sabores 3 g,Vaselia,171.5,14.7,0,,sin resultados VTEX
FC-5145497,NyQuil Z difenhidramina 25 mg C/30,Difenhidramina 25 mg,265.0,357.75,100,DIFENHIDRAMINA 25 MG 30 CAPSULAS,precio 0.12x el costo
FC-84154058,Jaloma Bebé vaselina lavanda 60 g,,14.21,37.8,0,ALGODON PAQUETE 50 GR 1 PIEZA,no comparable: concentracion difiere ['60000mg']≠['50000mg']
FC-86901100,Alcohol Etilico Azul 71.6,Alcohol etilico,7.4,13.0,70,CLORHEXIDINA ENJUAGUE BUCAL SIN ALCOHOL 200 ML 1 PIEZA,no comparable: concentracion difiere ['125ml']≠['200ml']
FC-87932321,Sico lubricante cereza 50 ml,,95.79,163.05,0,CONDON AROMA Y SABOR UVA SIMICONDON 3 PIEZAS,no comparable: candidato sin tamano declarado
FC-88947797,Tribedoce Tabletas,Tiamina/Piridoxina/Cianocobalamina,17.64,24,46,HIDROXOCOBALAMINA 10000 MCG / TIAMINA 100 MG / PIRIDOXINA 50 MG SOLUCION INYECTABLE 5 AMPOLLETAS,no comparable: al competidor le faltan 1/3 principios activos (cianocobalamina)
FC-8910003,Dibar algodon plisado absorbente 100 g,,18.91,30.26,0,,sin resultados VTEX
FC-89100101,Algodón 200 g,,35.3,53.0,0,,sin resultados VTEX
FC-89810021,Shampoo Herklin,Surfactantes,79.38,127.01,0,PEINE PARA PIOJOS Y LIENDRES ACERO INOXIDABLE 1 PIEZA,no comparable: candidato sin tamano declarado
FC-92504539,Cera Ego Brillo,Cera / resina,19.28,27.0,0,,sin resultados VTEX
FC-09745027,Treda infantil suspension Maver 120 mL,Neomicina + Caolin + Pectina,0.0,0,82,NEOMICINA / CAOLIN / PECTINA SUSPENSION 1 PZA,no comparable: candidato sin tamano declarado
FC-21042481,Crema Manzanilla ricitos de oro 100 ml,,30.77,49.24,40,BALSAMO FRIO CON EXTRACTO AISLADO DE CANNABIDIOL CBD / ALOE VERA /ARNICA / MANZANILLA 90 GR 1 PIEZA,no comparable: concentracion difiere ['100ml']≠['90000mg']
FC-52400267,Ajolotius Jarabe Elderberry,Mezcla Herbal y vitaminas C y A,73.21,117.14,0,SIMIFILA CLOROFILA LIQUIDA SOLUCION 250 ML 1 PIEZA,confianza 0 < 85
FC-62746605,Jarabe Ajolotiux Orig Con Miel,Mezcla herbal con Vitaminas C & A,28.0,36,1,SIMIFILA CLOROFILA LIQUIDA SOLUCION 250 ML 1 PIEZA,confianza 1 < 85
FC-93025797,Desodorante Axe Men Dark Temp (Hombre),Antitranspirante / desodorante,45.83,65.0,0,,sin resultados VTEX
FC-93025919,Desodorante Axe Excite Seco (hombre),Antitranspirante / desodorante,62.83,88.0,0,,sin resultados VTEX
FC-9303047,Cicloferon Crema 5% 2 g,Aciclovir 5%,48.61,65.62,70,ACICLOVIR 200 MG 25 TABLETAS,no comparable: concentracion difiere ['2000mg']≠['200mg']
FC-93037806,Desodorante Rexona Men Marine (hombre),Antitranspirante / desodorante,54.68,77.0,0,,sin resultados VTEX
FC-93038223,Desodorante Rexona Men Sport,Antitranspirante / desodorante,54.68,77.0,0,,sin resultados VTEX
FC-9490651,Corega Ultra Sin Sabor 40 g,,120.05,162.07,28,TABLETAS LIMPIADORAS EFERVESCENTES COREGA 30 TABLETAS,no comparable: candidato sin tamano declarado
FC-9511421,Pasta Lassar Andromaco 30 g,Oxido de zinc 25%,23.62,31.89,70,OXIDO DE ZINC 25GR/100GR PASTA 1 PIEZA,"no comparable: concentracion difiere ['30000mg']≠['100000mg', '25000mg']"
FC-9525015,Eucaliptine Jarabe 140 ml,Dextrometorfano + Sulfoguayacol,107.0,144.45,43,DEXTROMETORFANO 300 MG JARABE 120 ML 1 PIEZA,no comparable: al competidor le faltan 1/2 principios activos (sulfoguayacol)
FC-98100381,Shampoo Herklin,Surfactantes / formula capilar,128.8,206.09,0,PEINE PARA PIOJOS Y LIENDRES ACERO INOXIDABLE 1 PIEZA,no comparable: candidato sin tamano declarado
FC-99428024,Gel Moco de Gorila Punk,,28.305,36,0,CREMA CORPORAL DERMOCOSMETICA PH NATURAL 250 ML 1 PIEZA,no comparable: concentracion difiere ['80000mg']≠['250ml']
FC-C636D8EA,Ceftriaxona IM 1 g (Inyectable),,9.8,12.75,72,CEFTRIAXONA SOLUCION INYECTABLE 1 GR  1 AMPOLLETA,no comparable: forma difiere inyectable≠solucion
FC-D11D586A,Valgab 3 jarabe 6 mL,,19.41,25.24,0,DESLORATADINA 50 MG SOLUCION 120 ML 1 PIEZA,confianza 0 < 85
FC-D751525D,Animalin fórmula líquida 30 mL,,22.65,29.45,0,GOMITAS LTEANINA 50 PIEZAS MULTIGOMI INFANTIL,no comparable: candidato sin tamano declarado
FC-E826D304,Lincomicina /2Ml 6 Ampolletas,,47.85,62.21,72,LINCOMICINA 600MG/2ML SOLUCION INYECTABLE 6 AMPOLLETAS,no comparable: forma difiere inyectable≠solucion
