activo,calculated_price,categoria,codigo_barras,concentracion,costo,costo_incluye_iva,created_at,denominacion_distintiva,denominacion_generica,descripcion,descuento_mxn,descuento_pct,disponible,fecha_actualizacion_precios,forma_farmaceutica,id,imagen_mobile_url,imagen_url,manual_price_override,marca,markup_percentage,nombre,precio,precio_del_ahorro,precio_marca,precio_similares,precio_unidad,presentacion,price_needs_review,price_updated_at,pricing_rule_id,principio_activo,requiere_receta,sku,stock,stock_minimo,stock_unidades,subcategoria,sucursal_id,tasa_iva,tipo,ubicacion_texto,unidades_por_caja,venta_unidad
True,,Cuidado personal,,,10.5,,2026-08-11T00:19:23.977326+00:00,,,Mercurio Arnica 2550123,0,0,inmediato,,Pomada,548,,,False,Mercurio,,Mercurio Arnica 2550123,16.8,,,,0,C/25,False,,,,False,FC-89F00320,5,5,0,,,,marca,,0,False
True,,Producto,,,9.0,,2026-08-11T00:19:23.977326+00:00,,,Mertiolate Kohn Rojo 012023 82912,0,0,inmediato,,,522,,,False,Mertiolate,,Mertiolate Kohn Rojo 012023 82912,14.4,,,,0,C/25,False,,,,False,FC-926099D3,5,5,0,,,,marca,,0,False
True,43.0,Abarrotes,75010592821171,,30.67,,2026-08-10T19:51:08.809889+00:00,,,Nido Nido Nestle Bolsa Nestle,0,0.0,inmediato,,Leche,395,,,False,Nido,0.4,Nido Nido Nestle Bolsa Nestle,49.08,,,,0.0,240 G,False,2026-08-11T00:05:37.88556+00:00,11,,False,FC-92821171,2,5,0,,,,marca,,0,False
True,63.0,Cuidado personal,7502254073302,,45.26,,2026-08-10T19:50:41.010327+00:00,,,Silica Shine Sily Oleo Argan,0,0.0,inmediato,,Tratamiento capilar,267,,,False,Shine Sily,0.4,Silica Shine Sily Oleo Argan,63,,,,0.0,105 ML,False,2026-08-11T00:05:37.88556+00:00,5,,False,FC-54073302,1,5,0,,,,marca,,0,False
True,57.0,Cuidado personal,7506192509213,,41.84,,2026-08-10T19:50:41.010327+00:00,,,Nutribela Nutrice Tarro,0,0.0,inmediato,,Crema,230,,,False,Nutribela,0.4,Nutribela Nutricion,64.39,,,,0.0,300 G,False,2026-08-11T00:05:37.88556+00:00,5,,False,FC-92509213,1,5,0,,,,marca,,0,False
True,73.0,Higiene,7791293022567,,54.68,,2026-08-10T19:50:21.991528+00:00,,,Rexona Men V8 Tun Spy,0,0.0,inmediato,,Desodorante,173,,,False,Rexona,0.4,Desodorante Rexona Men V8 (Hombre),77.0,,,,0.0,90 G,False,2026-08-11T00:05:37.88556+00:00,5,,False,FC-93022567,1,5,0,,,,marca,,0,False
True,65.0,Higiene,7506306245686,,45.83,,2026-08-10T19:50:21.991528+00:00,,,Axe Men Epic-F 48H,0,0.0,inmediato,,Desodorante,179,,,False,Axe,0.4,Desodorante Axe Men Epic-F 48H,73.33,,,,0.0,SPRAY 150 ML,False,2026-08-11T00:05:37.88556+00:00,5,,False,FC-06245686,3,5,0,,,,marca,,0,False
True,65.0,Higiene,7791293025865,,45.83,,2026-08-10T19:50:21.991528+00:00,,,Axe Men Gold Temp,0,0.0,inmediato,,Desodorante,180,,,False,Axe,0.4,desodorante Axe Men Gold Temp,73.33,,,,0.0,,False,2026-08-11T00:05:37.88556+00:00,5,,False,FC-93025865,1,5,0,,,,marca,,0,False
True,,Higiene,7509546073118,,29.31,,2026-08-13T18:21:57.221195+00:00,,,,0,0,inmediato,,,576,,,False,,,Shampo Caprice Acti-Ceramidas,40,,,,0,380 mL,False,,,,False,FC-46073118,1,5,0,,,,marca,,0,False
True,,Botiquín,7506022322395,,11.53,,2026-08-14T17:29:36.108333+00:00,,,,0,0,inmediato,,,585,,,False,Sensi Medical,,Normogotero Sensi Medical,18,,,,0,1 pz,False,,,,False,FC-22322395,5,5,0,,,,marca,,0,False
True,13.0,Higiene,7501019006371,,20.34,,2026-08-10T19:50:41.010327+00:00,,,Saba Inv Alas,0,0.0,inmediato,,Toallas sanitarias,332,,,False,Saba,0.4,Toallas Saba Inv isible Alas,30,,,,0.0,C/10,False,2026-08-11T00:05:37.88556+00:00,5,,False,FC-19006371,2,5,0,,,,marca,,0,False
True,19.0,Higiene,7891010974329,,54.06,,2026-08-10T19:50:41.010327+00:00,,,Listerine Zero Mta Sve,0,0.0,inmediato,,Enjuague bucal,326,,,False,Listerine,0.4,Enjuague Buc Listerine Cool Mint,76.0,,,,0.0,250 ML,False,2026-08-11T00:05:37.88556+00:00,5,,False,FC-10974329,1,5,0,,,,marca,,0,False
True,29.0,Otro,,250MG/5/75 ML,20.58,,2026-08-10T19:50:21.991528+00:00,,,Vandil,0,0.0,inmediato,,SUSPENSION,56,,,False,Vandil,0.35,Vandil,26.76,,,,0.0,1 SUSPENSION,False,2026-08-11T00:05:37.88556+00:00,3,,False,FC-930E0B1B,1,5,0,,,,marca,,0,False
True,,Producto,,,8.0,,2026-08-11T00:19:23.977326+00:00,,,Mercurio Aceite Coco 800523 83064,0,0,inmediato,,,519,,,False,Mercurio,,Mercurio Aceite Coco 800523 83064,12.8,,,,0,C/25,False,,,,False,FC-931B4809,5,5,0,,,,marca,,0,False
True,,Producto,,,65.0,,2026-08-11T00:19:23.977326+00:00,,,Mercurio Haba Alcanforada 1510724,0,0,inmediato,,,543,,,False,Mercurio,,Mercurio Haba Alcanforada 1510724,104.0,,,,0,C/50,False,,,,False,FC-9507CD66,1,5,0,,,,marca,,0,False
True,,Producto,75012895201021,,71.0,,2026-08-11T00:19:06.632557+00:00,,,Hipoglos Turo,0,0,inmediato,,,457,,,False,Hipoglos,,Hipoglos Turo,113.6,,,,0,45 G,False,,,,False,FC-95201021,1,5,0,,,,marca,,0,False
True,44.0,Otro,,250MG/5/75 ML,27.09,,2026-08-10T19:50:21.991528+00:00,,,Gimalxina,0,0.0,inmediato,,SUSPENSION,63,,,False,,0.6,Gimalxina,43.35,,,,0.0,1 SUSPENSION,False,2026-08-11T00:05:37.88556+00:00,1,GIMALXINA,False,FC-974EE5FD,1,5,0,,,,generico,,0,False
True,,Higiene,75010898100381,,128.8,,2026-08-11T00:19:06.632557+00:00,,,Shampoo Herklin,0,0,inmediato,,,478,,,False,Herklin,,Shampoo Herklin,206.09,,,,0,20 ML,False,,,,False,FC-98100381,1,5,0,,,,marca,,0,False
True,,Analgésico,7501298223704,,269.28,,2026-08-11T00:19:06.632557+00:00,,,Dolo-Neurobión,0,0,inmediato,,Tabletas,502,,,False,Neurobion,,Dolo-Neurobión,694.89,,,,23,20 TABLETAS,False,,,Diclofenaco c/ Complejo B,False,FC-98217659,1,5,30,,,,marca,,20,True
True,19.0,Cuidado personal,4005900701992,,36.3,,2026-08-10T19:50:41.010327+00:00,,,Nivea Manos 3En1 Ant-Arrugas,0,0.0,inmediato,,Crema,327,,,False,Nivea,0.4,Crema Nivea Manos  Ant-Arrugas,51.0,,,,0.0,75 ML,False,2026-08-11T00:05:37.88556+00:00,5,,False,FC-00701992,1,5,0,,,,marca,,0,False
True,,Cuidado personal,,,9.5,,2026-08-11T00:19:23.977326+00:00,,,Mercurio Veneno De Abeja,0,0,inmediato,,Pomada,545,,,False,Mercurio,,Mercurio Veneno De Abeja,15.2,,,,0,C/25,False,,,,False,FC-9827438F,3,5,0,,,,marca,,0,False
True,,Producto,,,14.5,,2026-08-11T00:19:23.977326+00:00,,,Perilla Edigar N O Caja,0,0,inmediato,,,537,,,False,Perilla,,Perilla Edigar N O Caja,23.21,,,,0,,False,,,,False,FC-9A1C64E7,2,5,0,,,,marca,,0,False
True,36.0,Otro,,30 MG,26.11,,2026-08-10T19:50:21.991528+00:00,,,Amdoryl,0,0.0,inmediato,,CAPSULAS,142,,,False,Amdoryl,0.35,Amdoryl,33.95,,,,0.0,14 CAPSULAS,False,2026-08-11T00:05:37.88556+00:00,3,,False,FC-9A37D44A,2,5,0,,,,marca,,0,False
True,120.0,Otro,,600MG/4 ML,88.42,,2026-08-10T19:50:21.991528+00:00,,,Clindamicina,0,0.0,inmediato,,FRASCO AMPULA,7,,,False,,0.35,Clindamicina,141.48,,,,0.0,FRASCO AMPULA,True,2026-08-11T00:02:47.082937+00:00,12,CLINDAMICINA,False,FC-9A4E4C31,2,5,0,,,,generico,,0,False
True,157.0,Otro,,100MG/5 ML/50 ML,97.6,,2026-08-10T19:50:21.991528+00:00,,,Beneventol,0,0.0,inmediato,,SUSPENSION,118,,,False,,0.6,Beneventol,156.16,,,,0.0,1 SUSPENSION,False,2026-08-11T00:05:37.88556+00:00,1,BENEVENTOL,False,FC-9B93AC4C,1,5,0,,,,generico,,0,False
True,37.0,Otro,,250MG 60 ML,27.0,,2026-08-10T19:50:21.991528+00:00,,,Amifarin,0,0.0,inmediato,,SUSPENSION,110,,,False,Amifarin,0.35,Amifarin,35.1,,,,0.0,1 SUSPENSION,False,2026-08-11T00:05:37.88556+00:00,3,,False,FC-9F67BB73,1,5,0,,,,marca,,0,False
True,56.0,Otro,,100 MG,34.61,,2026-08-10T19:50:21.991528+00:00,,,Zitriasol,0,0.0,inmediato,,CAPSULAS,132,,,False,,0.6,Zitriasol,55.38,,,,0.0,15 CAPSULAS,False,2026-08-11T00:05:37.88556+00:00,1,ZITRIASOL,False,FC-A23F290E,2,5,0,,,,generico,,0,False
True,154.0,Producto,,,113.89,,2026-08-10T19:50:21.991528+00:00,,,Hialuronato De Sodio 4Mg,0,0.0,inmediato,,,145,,,False,Hialuronato,0.35,Hialuronato De Sodio 4Mg,148.06,,,,0.0,10 ML,True,2026-08-11T00:02:47.082937+00:00,12,,False,FC-A2B284E0,1,5,0,,,,marca,,0,False
True,,Producto,,,11.0,,2026-08-11T00:19:23.977326+00:00,,,Mercurio Yodo Tomar 1800823 83156,0,0,inmediato,,,528,,,False,Mercurio,,Mercurio Yodo Tomar 1800823 83156,17.61,,,,0,C/25,False,,,,False,FC-A680F97E,3,5,0,,,,marca,,0,False
True,,Botiquín,,,22.5,,2026-08-11T00:19:23.977326+00:00,,,Perilla N6,0,0,inmediato,,,533,,,False,Edigar,,Perilla N6,30.38,,,,0,PIEZA,False,,,,False,FC-A871D831,2,5,0,,,,generico,,0,False
True,96.0,Producto,,,70.74,,2026-08-10T19:50:21.991528+00:00,,,Drosquim Ad 1 Ibe 300/160,0,0.0,inmediato,,,156,,,False,Drosquim,0.35,Drosquim Ad 1 Ibe 300/160,91.97,,,,0.0,200 ML,True,2026-08-11T00:02:47.082937+00:00,12,,False,FC-AA7B0686,1,5,0,,,,marca,,0,False
True,22.0,Otro,,150/10 MG,16.11,,2026-08-10T19:50:21.991528+00:00,,,Perludil,0,0.0,inmediato,,FRASCO AMPULA,77,,,False,Perludil,0.35,Perludil,20.95,,,,0.0,1 FRASCO AMPULA,True,2026-08-11T00:02:47.082937+00:00,12,,False,FC-AA905BF7,1,5,0,,,,marca,,0,False
True,64.0,Otro,,180 MG,47.31,,2026-08-10T19:50:21.991528+00:00,,,Desrotan,0,0.0,inmediato,,TABLETAS,157,,,False,Desrotan,0.35,Desrotan,61.51,,,,0.0,10 TABLETAS,False,2026-08-11T00:05:37.88556+00:00,3,,False,FC-B3B8F9BB,1,5,0,,,,marca,,0,False
True,41.0,Otro,,500/30 MG,30.04,,2026-08-10T19:50:21.991528+00:00,,,Pentibroxil,0,0.0,inmediato,,CAPSULAS,33,,,False,Pentibroxil,0.35,Pentibroxil,39.06,,,,0.0,16 CAPSULAS,False,2026-08-11T00:05:37.88556+00:00,3,,False,FC-B4477A00,2,5,0,,,,marca,,0,False
True,,Botiquín,,,48.0,,2026-08-11T00:19:23.977326+00:00,,,Bicarbonato Sobres,0,0,inmediato,,Producto natural,531,,,False,Bicarbonato,,Bicarbonato Sobres,76.81,,,,0,C/50,False,,,,False,FC-B8D7C997,1,5,0,,,,marca,,0,False
True,,Botiquín,,,15.5,,2026-08-11T00:19:23.977326+00:00,,,Perilla N1,0,0,inmediato,,,542,,,False,Edigar,,Perilla N1,24.8,,,,0,PIEZA,False,,,,False,FC-BCF59548,12,5,0,,,,generico,,0,False
True,113.0,Otro,,300 MG,70.49,,2026-08-10T19:50:21.991528+00:00,,,Irbesartan,0,0.0,inmediato,,TABLETAS,161,,,False,,0.6,Irbesartan,112.79,,,,0.0,14 TABLETAS,False,2026-08-11T00:05:37.88556+00:00,1,IRBESARTAN,False,FC-BDB2E087,1,5,0,,,,generico,,0,False
True,,Botiquín,,,9.26,,2026-08-11T00:19:23.977326+00:00,,,Sumitex Intravenoso- Pu X 25 Mm C/1 Azul,0,0,inmediato,,Catéter,561,,,False,Sumitex,,Sumitex Intravenoso- Pu X 25 Mm C/1 Azul,12.04,,,,0,22 G,False,,,,False,FC-BE0A0E46,3,5,0,,,,marca,,0,False
True,37.0,Otro,,500 MG,26.82,,2026-08-10T19:50:21.991528+00:00,,,Diclofen,0,0.0,inmediato,,CAPSULAS,20,,,False,Diclofen,0.35,Diclofen,34.87,,,,0.0,12 CAPSULAS,False,2026-08-11T00:05:37.88556+00:00,3,DICLOFENACO,False,FC-CF719C07,2,5,0,,,,marca,,0,False
True,,Otro,7501943475014,,99,,2026-08-11T03:52:58.776274+00:00,,,,0,0,inmediato,,,565,,,False,Diapro,,Pañal Diapro Grande,149,,,,0,,False,,,,False,FC-43475014,2,5,10,,,,marca,,0,False
True,65.0,Higiene,7791293025919,,62.83,,2026-08-10T19:50:21.991528+00:00,,,Axe Excite Seco,0,0.0,inmediato,,Desodorante,172,,,False,Axe,0.4,Desodorante Axe Excite Seco (hombre),88.0,,,,0.0,SPRAY 152 ML,False,2026-08-11T00:05:37.88556+00:00,5,,False,FC-93025919,1,5,0,,,,marca,,0,False
True,65.0,Higiene,7791293038223,,54.68,,2026-08-10T19:50:21.991528+00:00,,,Rexona Men Sport,0,0.0,inmediato,,Desodorante,177,,,False,Rexona,0.4,Desodorante Rexona Men Sport,77.0,,,,0.0,SPRAY 150 ML,False,2026-08-11T00:05:37.88556+00:00,5,,False,FC-93038223,1,5,0,,,,marca,,0,False
True,,Otro,7501056340117,,50.07,,2026-08-13T19:00:39.245293+00:00,,,,0,0,inmediato,,,577,,,False,Sedal,,Crema Para Peinar Sedal Liso Perfecto,71,,,,0,300 mL,False,,,,False,FC-56340117,1,5,0,,,,marca,,0,False
True,,Producto,75010506134531,,75.46,,2026-08-11T00:19:06.632557+00:00,,,Afrin Dtc (Rojo) 20,0,0,inmediato,,SPRAY,444,,,False,Afrin,,Afrin Dtc (Rojo) 20,120.74,,,,0,,False,,,,False,FC-06134531,20,5,0,,,,marca,,0,False
True,50.0,Otro,,5/2 MG,36.86,,2026-08-10T19:50:21.991528+00:00,,,Dex,0,0.0,inmediato,,FRASCO AMPULA,90,,,False,Dison,0.35,Dex,47.92,,,,0.0,1 FRASCO AMPULA,True,2026-08-11T00:02:47.082937+00:00,12,,False,FC-1CF27DC9,1,5,0,,,,marca,,0,False
True,,Cuidado personal,7506306249042,,45.5,,2026-08-11T00:19:06.632557+00:00,,,Vaseline puro 85 g — ticket 112558,0,0,inmediato,,,436,,,False,Vaseline,,Vaseline puro,69.0,,,,0,85 G,False,,,,False,FC-56323059,1,5,0,,,,marca,,0,False
True,,Otro,7501328979502,ADTO 150 MI OPELLA JAR ADTO 150 MI OPELLA,124.4,,2026-08-11T00:19:06.632557+00:00,,,Ne,0,0,inmediato,,JARABE,448,,,False,Histiacil,,Ne,161.72,,,,0,JARABE,False,,,,False,FC-28979502,1,5,0,,,,marca,,0,False
True,178.0,Otro,,0.250MG/2 ML,131.38,,2026-08-10T19:50:21.991528+00:00,,,Budesonida,0,0.0,inmediato,,AMPOLLETA,89,,,False,Budesonida,0.35,Budesonida,170.8,,,,0.0,5 AMPOLLETA,True,2026-08-11T00:02:47.082937+00:00,12,,False,FC-447B30F9,1,5,0,,,,marca,,0,False
True,,GENERAL,75022347624171,,54.49,,2026-08-11T00:19:06.632557+00:00,,,Nailex Desenterrador Unas Desenterrador Unas,0,0,inmediato,,,451,,,False,Nailex,,Nailex Desenterrador Unas Desenterrador Unas,87.19,,,,0,12 ML,False,,,,False,FC-47624171,12,5,0,,,,marca,,0,False
True,,Cuidado personal,7506306249356,,27,,2026-08-11T00:19:06.632557+00:00,,,Vaseline FaseLine puro 42 g — ticket 112558,0,0,inmediato,,,435,,,False,Vaseline,,Vaseline FaseLine puro,41,,,,0,42 G,False,,,,False,FC-56323066,1,5,0,,,,marca,,0,False
True,,Otro,75011650002301,,72.23,,2026-08-11T00:19:06.632557+00:00,,,Eomelubrina,0,0,inmediato,,TABLETAS,447,,,False,Eomelubrina,,Eomelubrina,93.9,,,,0,C/10,False,,,,False,FC-50002301,2,5,0,,,,marca,,0,False
True,25.0,Cuidado personal,7501056342258,,18.17,,2026-08-10T19:50:41.010327+00:00,,,Sedal Recons Estructur,0,0.0,inmediato,,Crema,250,,,False,Sedal,0.4,Crema Para Peinar Sedal Recons Inst,28.44,,,,0.0,135 ML,False,2026-08-11T00:05:37.88556+00:00,5,,False,FC-56342258,1,5,0,,,,marca,,0,False
True,37.0,Cuidado personal,7501054549819,,26.3,,2026-08-10T19:50:41.010327+00:00,,,Crema corporal piel seca,0,0.0,inmediato,,Crema,313,,,False,Nivea,0.4,Crema Nivea Softmilk,42.09,,,,0.0,100 ML,False,2026-08-11T00:05:37.88556+00:00,5,,False,FC-54549819,1,5,0,,,,marca,,0,False
True,35.0,Higiene,75064256131681,,24.89,,2026-08-10T19:51:08.809889+00:00,,,Evenflo,0,0.0,inmediato,,Pañuelos desechables,363,,,False,Evenflo,0.4,Evenflo,39.83,,,,0.0,C/90,False,2026-08-11T00:05:37.88556+00:00,5,,False,FC-56131681,14,5,0,,,,marca,,0,False
True,51.0,Higiene,7501056360429,,71.8,,2026-08-10T19:50:41.010327+00:00,,,Talco desodorante pies,0,0.0,inmediato,,Talco,239,,,False,Genérico,0.4,Talco para pies Rexona Efficient Orig,101.0,,,,0.0,200 G,False,2026-08-11T00:05:37.88556+00:00,5,,False,FC-56360429,1,5,0,,,,marca,,0,False
True,82.0,Cuidado personal,7501056340124,,50.07,,2026-08-10T19:50:41.010327+00:00,,,Sedal Sos Ceramida,0,0.0,inmediato,,Crema,253,,,False,Sedal,0.4,Crema Para Peinar Sedal Ceramida,71.0,,,,0.0,300 ML,False,2026-08-11T00:05:37.88556+00:00,5,,False,FC-56340124,1,5,0,,,,marca,,0,False
True,38.0,Cuidado personal,7501056326142,,59.36,,2026-08-10T19:50:41.010327+00:00,,,Ponds S Humectante,0,0.0,inmediato,,Crema,318,,,False,Ponds,0.4,Crema Ponds Suave y Tersa,84.0,,,,0.0,100 G,False,2026-08-11T00:05:37.88556+00:00,5,,False,FC-56326142,1,5,0,,,,marca,,0,False
True,,Botiquín,7506484500522,,9.5,,2026-08-14T17:35:02.331083+00:00,,,,0,0,inmediato,,,586,,,False,,,Cinta Micropor Cintapore Blanca 2.5 cm x 5m,18,,,,0,1 pz,False,,,,False,FC-84500522,1,5,0,,,,marca,,0,False
True,148.0,Cuidado personal,7501056330309,,72.3,,2026-08-10T19:50:41.010327+00:00,,,Clariant B3 Nml/Gsa,0,0.0,inmediato,,Crema,289,,,False,Ponds,0.4,Crema Ponds Clarant B3,102.0,,,,0.0,100 G,False,2026-08-11T00:05:37.88556+00:00,5,,False,FC-56330309,1,5,0,,,,marca,,0,False
True,32.0,Cuidado personal,7501054504535,,85.87,,2026-08-10T19:50:41.010327+00:00,,,Crema corporal Nivea Milk,0,0,inmediato,,Crema,292,,,False,Nivea,0.4,Crema corporal Nivea Milk,121,,,,0,400 ML,False,2026-08-11T00:05:37.88556+00:00,5,,False,FC-54504535,1,5,0,,,,marca,,0,False
True,,Producto,,,73.5,,2026-08-11T00:19:23.977326+00:00,,,Mercurio Bismuto Subnitrato 1390724,0,0,inmediato,,,530,,,False,Mercurio,,Mercurio Bismuto Subnitrato 1390724,117.6,,,,0,C/50,False,,,,False,FC-D037156B,1,5,0,,,,marca,,0,False
True,70.0,Otro,,875/125 MG,51.18,,2026-08-10T19:50:21.991528+00:00,,,Valclan,0,0.0,inmediato,,TABLETAS,58,,,False,Valclan,0.35,Valclan,66.54,,,,0.0,10 TABLETAS,False,2026-08-11T00:05:37.88556+00:00,3,AMOXICILINA/AC. CLAVULANICO,False,FC-D06E54FE,3,5,0,,,,marca,,0,False
True,,Gastro,7501033954078,,42,,2026-08-11T04:07:59.194311+00:00,,,,0,0,inmediato,,,567,,,False,Ensure,,Ensure Fresa,63,,,,0,237 ML,False,,,,False,FC-33954078,2,5,0,,,,marca,,0,False
True,,Higiene,7501001303464,,75.7,,2026-08-13T19:24:12.014557+00:00,,,,0,0,inmediato,,,578,,,False,Pantene,,Shampoo Pantene Ctrl caida,103,,,,0,400 mL,False,,,,False,FC-01303464,1,5,0,,,,marca,,0,False
True,,Otro,7501008485316,,37.73,,2026-08-11T00:19:06.632557+00:00,,,Tabcin Eferv,0,0,inmediato,,TABLETAS,458,,,False,Tabcin,,Tabcin Eferv,49.05,,,,0,50 TABLETAS · C/12,False,,,,False,FC-08485316,1,5,0,,,,marca,,0,False
True,,Otro,75010650959781,,164.0,,2026-08-11T00:19:06.632557+00:00,,,Centrum C/30,0,0,inmediato,,TABLETAS,454,,,False,Centrum,,Centrum C/30,213.2,,,,0,C/30,False,,,,False,FC-50959781,7,5,0,,,,marca,,0,False
True,,Otro,75010954521161,,48.8,,2026-08-11T00:19:06.632557+00:00,,,Tempra,0,0,inmediato,,UNGÜENTO,456,,,False,Tempra,,Tempra,78.08,,,,0,500 MG · C/10,False,,,,False,FC-54521161,1,5,0,,,,marca,,0,False
True,,Producto,,,53.0,,2026-08-11T00:19:23.977326+00:00,,,Mercurio Borax Polvo 140072483490,0,0,inmediato,,,534,,,False,Mercurio,,Mercurio Borax Polvo 140072483490,84.81,,,,0,C/50,False,,,,False,FC-578F060C,1,5,0,,,,marca,,0,False
True,14.0,Otro,,5 MG,8.88,,2026-08-10T19:50:21.991528+00:00,,,Reglusan,0,0.0,inmediato,,TABLETAS,155,,,True,Reglusan,0.35,Reglusan,11.55,,,,0.0,50 TABLETAS,False,2026-08-11T00:02:47.082937+00:00,3,,False,FC-57925EF3,5,5,0,,,,marca,,0,False
True,26.0,Higiene,75022358203691,,18.9,,2026-08-10T19:51:08.809889+00:00,,,Hilo dental expanding,0,0.0,inmediato,,,416,,,False,Gum,0.35,Hilo dental expanding,30.24,,,,0.0,0.9 M,True,2026-08-11T00:02:47.082937+00:00,12,,False,FC-58203691,22,5,0,,,,marca,,0,False
True,76.0,Abarrotes,7501058611420,,53.7,,2026-08-10T19:51:08.809889+00:00,,,Nido Nido Nestle Bolsa,0,0.0,inmediato,,Leche,396,,,False,Nido,0.4,Nido Nido Nestle Bolsa,85.93,,,,0.0,,False,2026-08-11T00:05:37.88556+00:00,11,,False,FC-58611420,1,5,0,,,,marca,,0,False
True,,Gastro,7501033956126,,47.5,,2026-08-11T04:22:44.577281+00:00,,,,0,0,inmediato,,,568,,,False,Glucerna,,Glucerna Vainilla,72,,,,0,237 ML,False,,,,False,FC-33956126,2,5,0,,,,marca,,0,False
True,,Producto,7501058792792,,59.9,,2026-08-11T00:19:06.632557+00:00,,,Tempra,0,0,inmediato,,,446,,,False,Tempra,,Tempra,96.0,,,,0,C/12,False,,,,False,FC-58792792,1,5,0,,,,marca,,0,False
True,,Cuidado personal,7501058793249,,101.9,,2026-08-11T00:19:06.632557+00:00,,,Lubricante sensación calor,0,0,inmediato,,Lubricante,462,,,False,Sico,,Lubricante sensación calor,163.05,,,,0,50 ML,False,,,,False,FC-58793249,1,5,0,,,,marca,,0,False
True,101.0,Producto,7501059225411,,74.19,,2026-08-10T19:51:08.809889+00:00,,,Nido,0,0.0,inmediato,,,392,,,False,Nido,0.35,Nido,118.71,,,,0.0,,True,2026-08-11T00:02:47.082937+00:00,12,,False,FC-59225411,1,5,0,,,,marca,,0,False
True,,Higiene,7506306237407,,16.48,,2026-08-13T19:29:28.549269+00:00,,,,0,0,inmediato,,,579,,,False,Sedal,,Shampoo Sedal Ceramidas,27,,,,0,190 mL,False,,,,False,FC-06237407,1,5,0,,,,marca,,0,False
True,,Producto,,,8.0,,2026-08-11T00:19:23.977326+00:00,,,Mercurio Aceite Olivo 1000625 83825,0,0,inmediato,,,516,,,False,Mercurio,,Mercurio Aceite Olivo 1000625 83825,12.8,,,,0,C/25,False,,,,False,FC-5A697CC2,3,5,0,,,,marca,,0,False
True,,Botiquín,7506484500607,,15.21,,2026-08-14T17:38:31.032945+00:00,,,,0,0,inmediato,,,587,,,False,Cintapore,,Cinta Micropor Cintapore Blanca 2.5 cm x 9.1 m,28,,,,0,1 pz,False,,,,False,FC-84500607,4,5,0,,,,marca,,0,False
True,21.0,Otro,,150 MG,12.92,,2026-08-10T19:50:21.991528+00:00,,,Fluconazol,0,0.0,inmediato,,CAPSULAS,144,,,False,,0.6,Fluconazol,20.68,,,,0.0,1 CAPSULAS,False,2026-08-11T00:05:37.88556+00:00,1,FLUCONAZOL,False,FC-5BC5F234,2,5,0,,,,generico,,0,False
True,,Producto,,,34.0,,2026-08-11T00:19:23.977326+00:00,,,Mercurio Cloruro De Magnesio Cajita,0,0,inmediato,,,551,,,False,Mercurio,,Mercurio Cloruro De Magnesio Cajita,54.41,,,,0,C/10,False,,,,False,FC-5D59ED54,2,5,0,,,,marca,,0,False
True,79.0,Otro,,400 MG,48.87,,2026-08-10T19:50:21.991528+00:00,,,Norquinol,0,0.0,inmediato,,TABLETAS,124,,,False,,0.6,Norquinol,78.2,,,,0.0,20 TABLETAS,False,2026-08-11T00:05:37.88556+00:00,1,NORQUINOL,False,FC-5D9DFA3D,2,5,0,,,,generico,,0,False
True,27.0,Producto,,,19.41,,2026-08-10T19:50:21.991528+00:00,,,Valgab 3 Ibe /6Ml,0,0.0,inmediato,,,151,,,False,Valgab,0.35,Valgab 3 Ibe /6Ml,25.24,,,,0.0,50 MG,True,2026-08-11T00:02:47.082937+00:00,12,,False,FC-D11D586A,1,5,0,,,,marca,,0,False
True,35.0,Otro,,1 G/5 ML,25.48,,2026-08-10T19:50:21.991528+00:00,,,Ampicilina,0,0.0,inmediato,,FRASCO AMPULA,49,,,False,,0.35,Ampicilina,40.77,,,,0.0,1 FRASCO AMPULA,True,2026-08-11T00:02:47.082937+00:00,12,AMPICILINA,False,FC-D210172A,2,5,0,,,,generico,,0,False
True,,Producto,,,11.5,,2026-08-11T00:19:23.977326+00:00,,,Mercurio Yodo Untar 1810623 83156,0,0,inmediato,,,526,,,False,Mercurio,,Mercurio Yodo Untar 1810623 83156,18.41,,,,0,C/25,False,,,,False,FC-D3D28E20,3,5,0,,,,marca,,0,False
True,,Otro,,C/30 ML,22.65,,2026-08-11T00:19:23.977326+00:00,,,Animalin,0,0,inmediato,,GOTAS,553,,,False,Animalin,,Animalin,29.45,,,,0,GOTAS,False,,,,False,FC-D751525D,1,5,0,,,,marca,,0,False
True,100.0,Otro,,250/200/100/30MG/3 ML,73.57,,2026-08-10T19:50:21.991528+00:00,,,Inf,0,0.0,inmediato,,AMPOLLETA,120,,,False,Ampigrin,0.35,Inf,95.65,,,,0.0,3 AMPOLLETA,True,2026-08-11T00:02:47.082937+00:00,12,,False,FC-DE106642,1,5,0,,,,marca,,0,False
True,30.0,Otro,,40/200/5/120 ML,21.28,,2026-08-10T19:50:21.991528+00:00,,,Bactiver,0,0.0,inmediato,,SUSPENSION,114,,,False,Bactiver,0.35,Bactiver,27.67,,,,0.0,1 SUSPENSION,False,2026-08-11T00:05:37.88556+00:00,3,,False,FC-DEAF33B0,1,5,0,,,,marca,,0,False
True,,Producto,,,68.88,,2026-08-11T00:19:23.977326+00:00,,,Alevarin Capsulas,0,0,inmediato,,,559,,,False,Alevarin,,Alevarin Capsulas,89.55,,,,0,C/45,False,,,,False,FC-DF39BB27,1,5,0,,,,marca,,0,False
