sku,precio,confianza,nombre_fuente,sku_externo,reason,ratio,ean_levic,ean_fc,nombre
FC-70100307,67.81,100,BRO001 BRONCOLIN NATURAL ETIQ AZUL 1 JBE 140 ML,BRO001,ean_exacto,1.06,714706100307,714706100307,Broncolin Etiqueta Azul jarabe oral 140 ml
EQ-BRL053,8.25,100,BRL053 DIRPASID (METOCLOPRAMIDA) 20 TAB 10 MG,BRL053,sku_eq,1.09,7502208892638,7502208892638,Direpasid (Metoclopramida) 20 Tab 10 Mg
EQ-BRL072,16.66,100,BRL072 LO BRUQUIN 2 TAB 150/200 MG,BRL072,sku_eq,1.08,7502208894915,7502208894915,Lo Bruquin 2 Tab 150/200 Mg
EQ-BRU016,26.25,100,BRU016 BRULIN (DEXAMETASONA) 3 FA 8MG/2 ML,BRU016,sku_eq,1.08,7501537102586,7501537102586,Brulin (Dexametasona) 3 Fa 8mg/2 Ml
FC-DB3B2584,18.15,100,BRU108 CELESBITAN 1 FA C/JER 8MG/2 ML,BRU108,ean_exacto,1.07,7501537102982,7501537102982,Celesbitan
FC-88947797,21.66,100,BRU138 TRIBEDOCE 30 TAB 100/5/0.05 MG,BRU138,ean_exacto,1.23,7502208894779,7502208894779,Tribedoce Tabletas
FC-37163266,61.26,100,BRU075 TRIBEDOCE COMPUEST 3 AMP 100/100/5/75 MG,BRU075,ean_exacto,1.13,7501537163266,7501537163266,Tribedoce Compuesto Dx
FC-37164713,46.88,100,BRU073 TRIBEDOCE COMPUEST 30 GRAG 50/50/50/1 MG,BRU073,ean_exacto,1.04,7501537164713,7501537164713,Tribedoce Compuesto grageas
FC-8505003,69.59,100,CHI001 ALIN 1 FA 8 MG/2 ML,CHI001,ean_exacto,1.01,7501088505003,7501088505003,Alin Dexametasona 8 mg/2 mL amp
FC-88508929,148.43,100,CHI010 ANARA 20 TAB 5 MG,CHI010,ean_exacto,0.91,7501088508929,7501088508929,Anara
FC-01508201,157.03,100,CHI012 ANTIFLU DES 24 CAPS 1 CAJA 50/3/300 MG,CHI012,ean_exacto,1.0,7501088509773,7501088509773,Antiflu-Des C/24
FC-85097661,126.88,100,CHI013 ANTIFLU DES JR 1 SOL 0.50/.02/3 G /60 ML,CHI013,ean_exacto,1.01,7501088509766,7501088509766,Antiflu-Des Jr Antigripal
FC-8505126,148.89,100,CHI030 NEURALIN INY 2 AMP 200MG/100MG/5GM,CHI030,ean_exacto,1.01,7501088505126,7501088505126,Neuralin solucion inyectable
FC-85592111,177.65,100,CHI043 SCABISAN CREMA TUBO 1 PZA 60 G,CHI043,ean_exacto,0.93,7501088559211,7501088559211,Scabisan
FC-88579615,155.37,100,CHI061 TOPRON 16 CAPS 400 MG,CHI061,ean_exacto,1.01,7501088579615,7501088579615,Topron nifuroxazida 400 mg C/16
FC-DF39BB27,64.99,100,CMD085 ALEVARIN 45 CAPS,CMD085,ean_exacto,0.94,7501590281105,7501590281105,Alevarin cápsulas C/45
FMX-500311,60.62,100,CMD053 ALI GOMITAS 60 GOMAS 40/10.8/7/5.2 MG,CMD053,ean_exacto,0.96,7501590281495,7501590281495,Ali-Gomitas Gomitas C/60
FC-0211225,44.99,100,CMD133 DIBENEL 30 CAPS .940 G C/U,CMD133,ean_exacto,0.96,7501590211225,7501590211225,Dibenel cápsulas vitaminas omega 3 C/30
FMX-502473,59.37,100,CMD074 DIBENEL MAX 30 CAPS 1.35 G,CMD074,ean_exacto,0.96,7501590282829,7501590282829,Dibenel-Max Capsulas C/30
FC-1812D26D,73.74,100,CMD134 HUCIUS 30 CAPS 250/70 MG,CMD134,ean_exacto,0.94,7501590286100,7501590286100,Hucius cápsulas
EQ-CMD015,21.39,100,CMD015 MATERFOL 90 COMP 0.4 MG,CMD015,sku_eq,1.0,7501590222214,7501590222214,Materfol 90 Comp 0.4 Mg
FC-90287992,34.64,100,CMD124 REDBELGY 30 TAB 1000 MCG,CMD124,ean_exacto,1.0,7501590287992,7501590287992,Redbelgy (Cianocobalamina) 1000 mcg masticable
FC-BE2ACF63,61.24,100,CMD100 VALNAIT 30 CAPS 250 MG,CMD100,ean_exacto,0.94,7501590285004,7501590285004,Valnait cápsulas valeriana
FC-0287855,27.5,100,CMD126 VITA KID C 1 JBE 240 ML,CMD126,ean_exacto,0.94,7501590287855,7501590287855,Vita Kid-C jarabe vitamina C naranja 240 ml
FMX-302906,38.74,100,CMD138 VIZANO ZINC 30 TAB 50 MG,CMD138,ean_exacto,0.94,7501590288838,7501590288838,Vizano Capsulas C/30
EQ-COL258,23.92,100,COL258 ALZOCID 4 TAB 20 MG,COL258,sku_eq,1.01,780083149055,0780083149055,Alzocid Tadalafil
FC-2001A890,83.74,100,COL009 AMPIGRIN AD 3 AMP 500/500/100/30MG/3 ML,COL009,ean_exacto,1.02,780083140922,780083140922,Ampigrin AD (Ampicilina + Dicloxacilina)
FC-DE106642,73.95,100,COL008 AMPIGRIN INF 3 AMP 250/200/100/30MG/3 ML,COL008,ean_exacto,1.01,780083140939,780083140939,AMPIGRIM INFANTIL(Metamizol + Dexametasona + Vit. B)
EQ-COL016,26.25,100,COL016 BONAZIN 1 FA 50/25/20 MG,COL016,sku_eq,1.0,780083139575,0780083139575,Bonazin 1 Fa 50/25/20 Mg
EQ-COL120,48.09,100,COL120 COLLICORT 1 CMA 1% 60 G,COL120,sku_eq,1.01,780083142537,780083142537,Collicort Hidrocortisona
FC-83144302,34.85,100,COL145 COLLIFRIN ADULTO 1 SOL 50MG/20 ML,COL145,ean_exacto,1.04,780083144302,0780083144302,Collifrin Adulto (Oximetazolina) 0.05% extra humectante
FC-83141929,29.58,100,COL039 DOLPRIN 1 SUSP 100MG/5/120 ML,COL039,ean_exacto,1.07,780083141929,0780083141929,Dolprin (Ibuprofeno) suspensión 2 g/100 mL
EQ-COL226,23.07,100,COL226 DOLPROFEN 10 TAB 800 MG,COL226,sku_eq,1.03,780083148805,780083148805,Dolprofen 10 Tab 800 Mg
FC-83144807,23.91,100,COL174 FAZOLIN 1 SOL OF 1MG/15 ML,COL174,ean_exacto,1.01,780083144807,0780083144807,Fazolin (Nafazolina) solución oftálmica 1 mg/mL
FC-83146207,25.9,95,COL188 FAZOLIN F 1 GOT 3/0.16MG/15 ML,COL188,ean_sin_dv,0.96,780083146207,7800831462076,Fazolin F
FC-974EE5FD,28.56,100,COL057 GIMALXINA 1 SUSP 250MG/5/75 ML,COL057,ean_exacto,1.05,780083141875,780083141875,Gimalxina 250 mg/ 5 mL
FC-428A228F,25.39,100,COL056 GIMALXINA 12 CAPS 500 MG,COL056,ean_exacto,1.07,780083140663,780083140663,Gimalxina
FMX-301081,104.68,100,COL243 HUDICLOR 28 TAB 250 MG,COL243,ean_exacto,1.11,780083148980,780083148980,Hudiclor Tabletas 250 Mg C/28
EQ-COL133,36.77,100,COL133 NOSIPREN 30 TAB 20 MG,COL133,sku_eq,1.03,780083142827,0780083142827,Nosipren 30 Tab 20 Mg
EQ-COL073,25.0,100,COL073 OTILIN 1 GOT 350MG/2G DE 20 ML,COL073,sku_eq,1.0,780083140021,780083140021,Otilin 1 Got 350mg/2g De 20 Ml
FC-83141226,50.64,100,COL082 PERLUDIL 1 FA 150/10 MG,COL082,ean_exacto,1.04,780083141226,780083141226,Perludil 150 mg / 10 mg Caja con 1 ampolleta Collins
FMX-507495,33.58,100,COL230 SENLOIR 20 TAB 10 MG,COL230,ean_exacto,1.08,780083148904,780083148904,Senloir Tabletas 10 Mg C/20
FC-83142308,21.11,100,COL090 TEMPIRE 1 GOT 100MG/30 ML,COL090,ean_exacto,1.06,780083142308,0780083142308,Tempire (Paracetamol) gotas 100 mg/mL
EQ-COL239,51.38,100,COL239 VOLFENAC GEL 1 GEL 2.32G/100 G,COL239,sku_eq,1.06,780083149024,0780083149024,Volfenac Gel 1 Gel 2.32g/100 G
FC-53601339,34.58,100,DAC005 DACLAFIN SUBSALICILATO DE BISMUTO 120 ML,DAC005,ean_exacto,1.1,7502253601339,7502253601339,Daclafin subsalicilato bismuto susp. 120 mL
FC-00E8A9C7,102.67,100,DAC002 FOTOSUN UV 100 FPS 50+ CREMA 125 ML,DAC002,ean_exacto,0.99,7502253600486,7502253600486,Protector Solar Fotosun UV100
FC-53601247,88.72,100,DAC037 RINOMAR NINO Y ADULTO 100 ML,DAC037,ean_exacto,1.02,7502253601247,7502253601247,Rinomar Agua Isotonica
FC-83351381,8.09,100,DES016 AGUA OXIGEN DERMOCLEEN 1 BOT 100 ML,DES016,ean_exacto,1.06,7501048335138,7501048335138,Agua oxigenada Protec
FC-83351691,11.57,100,DES017 AGUA OXIGEN DERMOCLEEN 1 BOT 230 ML,DES017,ean_exacto,1.14,7501048335169,7501048335169,Agua Oxigenada Protec
FC-48335305,18.52,100,DES018 AGUA OXIGEN DERMOCLEEN 1 BOT 480 ML,DES018,ean_exacto,1.26,7501048335305,7501048335305,Agua Oxigenada
FC-50882000,46.71,100,DES019 DERMODINE 1 SOL 120 ML 10 MG,DES019,ean_exacto,1.27,7501250882000,7501250882000,Dermodine solución antiséptica 120 ml
FC-50882024,46.71,100,DES054 DERMODINE BF 1 SOL 120 ML 8 MG,DES054,ean_exacto,1.27,7501250882024,7501250882024,Dermodine Bucofaríngeo 120 ml
FC-50882017,46.71,100,DES055 DERMODINE ESPUMA 1 SOL 120 ML 8 MG,DES055,ean_exacto,1.27,7501250882017,7501250882017,Dermodine Espuma 120 mL
FMX-300644,258.46,100,DES021 GUANTE EXPL ESTE LATEX MED 1 CJA 100 PZA,DES021,ean_exacto,1.61,7501048942442,7501048942442,Guante/Esteril-Protec Clasico C/100 Mediano
FC-48623006,25.72,100,DES102 PADS FACIALES 1 BOL 100 PADS,DES102,ean_exacto,1.21,7501048623006,7501048623006,Pads Faciales con Glicerina Protec
FC-86708021,45.06,100,DES115 TERMOMETRO DIGITAL PROTEC 1 PZA,DES115,ean_exacto,1.09,7501048670802,7501048670802,Termómetro Digital Protec
FC-48691005,25.68,100,DES047 VENDA ELASTIC TEN/PLUS 1 VENDAS 10CMX5 M,DES047,ean_exacto,0.97,7501048691005,7501048691005,Venda elástica Protec 10 cm x 5 m
FC-48691104,58.34,100,DES048 VENDA ELASTIC TEN/PLUS 1 VENDAS 15CMX5 M,DES048,ean_exacto,1.52,7501048691104,7501048691104,Venda Elastica Protec 15 cm x 5 m
FC-48690800,15.77,100,DES045 VENDA ELASTICA TEN/PLUS 1 VENDAS 5CMX5 M,DES045,ean_exacto,1.09,7501048690800,7501048690800,Venda Elástica Protec 5 cm x 5 m
FC-48690909,20.73,100,DES046 VENDA ELASTICA TEN/PLUS 1 VENDAS 7CMX5 M,DES046,ean_exacto,0.98,7501048690909,7501048690909,Venda Elástica Protec 7 cm x 5 m
FC-25304555,41.66,100,DEG186 BRAXIGORT 1 SUSP 90 ML,DEG186,ean_exacto,1.06,7501825304555,7501825304555,Braxigort (Nifuroxazida) suspensión 4.4 g/100 mL
EQ-DEG011,34.99,100,DEG011 CONVIFER C/HIERRO 1 SOL 3/.2/.1MG/110 ML,DEG011,sku_eq,1.03,7501825300175,7501825300175,Convifer C/Hierro 1 Sol 3/2/.1mg/110
FC-29670370,36.84,100,DEG184 DEGORTZIN 1 SOL 100 MG/50 ML,DEG184,ean_exacto,1.03,7501825304562,7501825304562,Degortzin
FC-25300373,46.7,100,DEG029 ESPABION 1 SUSP 100MG/5ML 100 ML,DEG029,ean_exacto,1.05,7501825300373,7501825300373,Espabion (Trimebutina) suspensión 2 g/100 mL
FC-25300366,26.58,100,DEG030 ESPABION 1 SUSP 20MG/1ML 30 ML,DEG030,ean_exacto,1.04,7501825300366,7501825300366,Espabion (Trimebutina) 20 mg/mL gotas
EQ-DEN074,36.75,100,DEN074 DELAPHIL 14 TAB 5 MG,DEN074,sku_eq,1.01,7506476200126,7506476200126,Delaphil 14 Tab 5 Mg
FC-9507CD66,83.97,100,LIZ061 HABA ALCANFORADA C/50 (MERCIRIO),LIZ061,ean_exacto,1.29,3311000003388,3311000003388,Mercurio Haba Alcanforada
FC-14983153,65.09,100,DKT021 LUBRICANTE GROSELLA 1 GEL 75 ML,DKT021,ean_exacto,1.05,7502214983153,7502214983153,Lubricante Intimo Prudence Grosella
FC-14983726,74.81,100,DKT026 LUBRICANTE NATURAL 1 GEL 75 ML,DKT026,ean_exacto,1.21,7502214983726,7502214983726,Prudence Natural Lubricante Natural
FC-14980596,36.65,100,DKT071 PRUDENCE CARIBBEAN SENS MORA 1 CJA 3 PZA,DKT071,ean_exacto,1.18,7502214980596,7502214980596,Prudence Mora
FC-14985805,50.99,100,DKT040 PRUDENCE CHICLE 1 CAJA 5 PZAS,DKT040,ean_exacto,1.15,7502214985805,7502214985805,Prudence chicle condones C/5
FC-14982514,36.65,100,DKT008 PRUDENCE CHOCOLATE 1 CJA 3 PZAS,DKT008,ean_exacto,1.18,7502214982514,7502214982514,Prudence Chocolate
FC-49800151,30.62,100,DKT006 PRUDENCE CLASICO 1 CJA 3 PZAS,DKT006,ean_exacto,1.05,7502214980015,7502214980015,Prudence Clasico
FC-49853867,43.74,100,DKT037 PRUDENCE EXTRA PLEASURE 1 CAJA 3 PZA,DKT037,ean_exacto,1.06,7502214985386,7502214985386,Prudence Extra Pleasure C/3
FC-49824391,46.91,100,DKT011 PRUDENCE EXTRA TIME 1 CJA 3 PZAS,DKT011,ean_exacto,1.06,7502214982439,7502214982439,Prudence 'Ull Retardante C/3
FC-49824771,33.71,100,DKT007 PRUDENCE FRESA 1 CJA 3 PZAS,DKT007,ean_exacto,1.09,7502214982477,7502214982477,Prudence Fresa
FC-14985348,43.74,100,DKT036 PRUDENCE FULL SENSITIVE 1 CAJA 3 PZA,DKT036,ean_exacto,1.06,7502214985348,7502214985348,Prudence Ultra Sensitive condones C/3
FC-14980350,64.55,100,DKT056 PRUDENCE LUB MORA AZUL 1 GEL 75 ML,DKT056,ean_exacto,1.04,7502214980350,7502214980350,Prudence Lub lubricante íntimo mora azul 75 ml
FC-49828111,42.47,100,DKT010 PRUDENCE MIX 1 CJA 5 PZAS,DKT010,ean_exacto,1.06,7502214982811,7502214982811,Prudence surtido sabores C/5
FC-49835773,40.16,100,DKT018 PRUDENCE MIX CARIBBEAN 1 CJA 5 PZA,DKT018,ean_exacto,1.01,7502214983573,7502214983573,Prudence Caribbean Sensitive Mix
FC-4980275,35.97,100,DKT063 PRUDENCE SODA 1 CJA 3 PZA,DKT063,ean_exacto,1.2,7502214980275,7502214980275,Prudence Edición Especial Soda C/3
FC-49824911,33.71,100,DKT009 PRUDENCE UVA 1 CJA 3 PZAS,DKT009,ean_exacto,1.09,7502214982491,7502214982491,Prudence condones uva C/3
EQ-EXA042,45.54,100,EXA042 CROMOGLICATO  SODIO 1 SOL 40 MG/5 ML,EXA042,sku_eq,1.0,75053086,75053086,Cromoglicato Sodio 1 Sol 40 Mg/5 Ml
FC-A2B284E0,118.77,100,EXA054 HIALURONATO DE SODIO 4MG 10 ML,EXA054,ean_exacto,1.04,75058661,75058661,Hialuronato De Sodio 4Mg
EQ-EXA035,40.54,100,EXA035 NEOMICI POLIMIXI B GRAMICIDI 1 SOL 15 ML,EXA035,sku_eq,1.0,75049805,75049805,Neomici Polimixi B Gramicidi 1 Sol 15 Ml
EQ-EXA045,49.1,100,EXA045 NEOMICINA POLIMIXINA-B BACITRACINA UNG,EXA045,sku_eq,1.0,75050764,,Neomicina Polimixina-B Bacitracina Ung
EQ-FAC0058,26.13,100,FAC0058 FARMIVER JUNIOR 1 SUSP 200/400MG/20 ML,FAC0058,sku_eq,1.06,7502006921974,7502006921974,Farmiver Junior 1 Susp 200/400mg/20 Ml
FC-06922711,27.75,100,FAC0045 MOTILAXIL 1 GOT 750MG/100ML DE 30 ML,FAC0045,ean_exacto,1.01,7502006922711,7502006922711,Motilaxil gotas (Picosulfato de sodio) 7.5 mg/mL
FC-06920021,17.95,100,FAC0059 MOTILAXIL 20 TAB 5 MG,FAC0059,ean_exacto,1.05,7502006920021,7502006920021,Motilaxil-T (Picosulfato de sodio) 5 mg
FC-27424995,20.75,100,GEP020 DIFENHIDRAMINA 10 CAPS 25 MG,GEP020,ean_exacto,1.06,7502227424995,7502227424995,Difenhidramina 25 mg
FC-27427392,47.93,100,GEP030 ML-PRIM 12 CAPS 375MG/200MG,GEP030,ean_exacto,1.01,7502227426982,7502227426982,ML-PRIM metocarbamol/ibuprofeno C/12
FC-7426449,120.0,100,GEP014 NESAJAR 16 CAPS 300/100 MG,GEP014,ean_exacto,1.05,7502227426449,7502227426449,Nesajar 100/300 mg C/16
FC-00204798,71.44,100,GEP001 OMELINA GEL 60 CAPS 400/320 MG,GEP001,ean_exacto,0.96,7503002047958,7503002047958,Omelina Gel Omega 3-6-9 linaza orgánica C/60
FC-40030338,69.79,95,GNO098 SH INT LOMECAN V ACLAR 200ML,GNO098,ean_sin_dv,0.98,650240030338,6502400303384,Jabon Intimo Lomecan V Aclar
FC-40066306,16.14,95,GNO111 SUEROX 8IONES FRESA 630 ML,GNO111,ean_sin_dv,1.1,650240066306,6502400663068,Suerox 8 Iones Fresa 630 ML
FC-00661391,16.14,95,GNO109 SUEROX ADU FRESA FRUTOS ROJOS 630 ML,GNO109,ean_sin_dv,1.1,650240066139,6502400661391,Suerox 8 Iones Frutos Rojos 630 ML
FC-40035395,16.14,95,GNO040 SUEROX ADULTO 8 IONES COCO 630 ML,GNO040,ean_sin_dv,1.1,650240035395,6502400353952,Suerox 8 Iones Coco 630 ML
FC-40032264,15.89,95,GNO041 SUEROX ADULTO 8 IONES FRESA KIWI 630 ML,GNO041,ean_sin_dv,1.08,650240032264,6502400322644,Suerox 8 Iones Eresa-Kiwi 630 ML
FC-40032325,16.14,95,GNO042 SUEROX ADULTO 8 IONES LIMA LIMON 630 ML,GNO042,ean_sin_dv,1.1,650240032325,6502400323252,Suerox 8 Iones Lima Limón 630 ML
FC-00322571,16.14,95,GNO043 SUEROX ADULTO 8 IONES MANZANA 630 ML,GNO043,ean_sin_dv,1.1,650240032257,6502400322571,Suerox 8 Iones Manzana 630 ML
FC-40032295,16.14,95,GNO044 SUEROX ADULTO 8 IONES MORA AZUL 630 ML,GNO044,ean_sin_dv,1.1,650240032295,6502400322958,Suerox 8 Iones Mora Azul 630 ML
FC-00323011,16.14,95,GNO045 SUEROX ADULTO 8 IONES NARAN-MANDA 630 ML,GNO045,ean_sin_dv,1.1,650240032301,6502400323011,Suerox 8 Iones Naranja Mandarina 630 ML
FC-40032271,16.14,95,GNO046 SUEROX ADULTO 8 IONES UVA 630 ML,GNO046,ean_sin_dv,1.1,650240032271,6502400322712,Suerox 8 Iones Uva 630 ML
FC-40010712,137.27,95,GNO051 TUKOL-D 1 JARABE ADULTO 125 ML,GNO051,ean_sin_dv,1.17,650240010712,6502400107128,Tukol-D jarabe Adulto
FC-40006647,125.01,95,GNO052 ULTRA BENGUE 1 PZA 35 G,GNO052,ean_sin_dv,1.13,650240006647,6502400066470,Ultra Bengue Gel
FC-22150221,16.0,100,GSI009 JABON RICITOS DE ORO NEUTRO 1 PZAS 90 G,GSI009,ean_exacto,0.77,7501022150221,7501022150221,Jabon en Barra Ricitos de Oro Neutro
FC-22133286,54.14,100,GSI068 RICITOS DE ORO MIEL 1 SH 250 ML,GSI068,ean_exacto,0.81,7501022133286,7501022133286,Shampoo Grisi Rici Oro Miel
FC-9490651,134.36,100,HLN025 COREGA ULTRA 1 TUBO 40 G,HLN025,ean_exacto,1.12,7896009490651,7896009490651,Corega Ultra Sin Sabor 40 g
EQ-HIS045,46.8,100,HIS045 CIFHIR 1 GEL 60G/5 %,HIS045,sku_eq,1.02,7502213040871,7502213040871,Cifhir 1 Gel 60g/5 %
EQ-HIS087,56.64,100,HIS087 CLOFHIVEN  200 DOSIS 50 MCG/12.80G,HIS087,sku_eq,1.0,7502213042752,7502213042752,Clofhiven 200 Dosis 50 Mcg/12.80g
EQ-HIS081,36.27,100,HIS081 FARMAREST SALBUT 1 SUSP/AER 200DO/125 MG,HIS081,sku_eq,1.07,7502213042738,7502213042738,Farmarest Salbut 1 Susp/Aer 200do/125
EQ-HIS076,24.59,100,HIS076 FHASPEM 3 AMP 20 MG/1 ML,HIS076,sku_eq,1.05,7502213042370,7502213042370,Fhaspem 3 Amp 20 Mg/1 Ml
EQ-HIS085,103.81,100,HIS085 PROTAISOL 1 SUSP/AER 200 DOSIS 12.80 G,HIS085,sku_eq,1.08,7502213042745,7502213042745,Protaisol 1 Susp/Aer 200 Dos/5 12.80 G
EQ-HIS075,47.84,100,HIS075 TERFHICID 40 CAPS 100 MG,HIS075,sku_eq,1.04,7502213042325,7502213042325,Terfhicid 40 Caps 100 Mg
EQ-IFA001,63.33,100,IFA001 POSTDAY 1 COMP 1.5 MG,IFA001,sku_eq,1.03,7501249606778,7501249606778,Postday 1 Comp 1.5 Mg
FC-00005823,54.55,100,INN023 TOBR/DEXAM 1 SOL OFT  3MG/1MG/5ML (GRIN),INN023,ean_exacto,1.01,008400005823,0008400005823,Tobramicina / Dexametasona solución oftálmica 3-1 mg/mL
FC-84431050,9.1,95,JAL034 JALOMA ACETONA 1 FRASCO 60 ML,JAL034,ean_sin_dv,0.79,759684431050,7596844310502,Acetona Jaloma chico
FC-84272103,11.16,100,JAL063 KIUTS HISOPOS 1 TARRO 100 PZAS,JAL063,ean_exacto,0.85,759684272103,759684272103,Jaloma Kiuts hisopos biodegradables C/100
FC-4391156,169.45,100,JAL039 POMADA PARA LABIOS 1 VITROLERO 60 PZAS,JAL039,ean_exacto,59.25,759684391255,759684391255,Jaloma pomada labios sabores 3 g
FMX-300591,15.08,100,JAL014 REPELENTE DE INSECTOS 1 SPRAY 60 ML,JAL014,ean_exacto,0.84,759684471452,759684471452,Bio-Clap-Repelente Spray C/60 Ml
FC-8432071,11.93,100,JAL023 VASELINA BLANCA 1 TARRO 60 G,JAL023,ean_exacto,0.98,759684432071,759684432071,Jaloma vaselina blanca 60 g
FMX-506781,9.36,100,JAY188 CATETER/VENOCLISIS AMARI 1 PZA 24G/19MM,JAY188,ean_exacto,1.01,7506022316493,7506022316493,Cateter/Intravenoso-Sumitex Pu 24 G X 19 Mm C/1 Amarillo
FC-BE0A0E46,9.36,100,JAY191 CATETER/VENOCLISIS AZUL 1 PZA 22G/25 MM,JAY191,ean_exacto,1.01,7506022316622,7506022316622,Cateter para Venoclisis 22 g
FMX-506779,9.36,100,JAY192 CATETER/VENOCLISIS ROSA 1 PZA 20G/33 MM,JAY192,ean_exacto,1.01,7506022316615,7506022316615,Catéter Sumitex 20G x 33 mm rosa
EQ-JAY263,334.23,100,JAY263 DIFLOSENSI 28 TAB 10 MG,JAY263,sku_eq,1.0,7506022331502,7506022331502,Diflosensi 28 Tab 10 Mg
FMX-301025,35.51,100,JAY250 MASCARILLA C/MICRONEBULI PED 1 CJA 1 PZA,JAY250,ean_exacto,1.01,7506022330901,7506022330901,Mascarilla-Nebulizacion-Sensimedical Bolsa C/1 Con Nebulizador Pediatrica
FC-22322395,11.88,100,JAY233 NORMOGOTERO SENSI 20 GOT 1 PZA,JAY233,ean_exacto,1.03,7506022322395,7506022322395,Normogotero Sensi Medical
FC-66055303,15.91,100,JAY142 PRUEBA DE EMBARAZO MEDITEST 1 CJA 1 PZA,JAY142,ean_exacto,1.05,7506022315281,7506022315281,Prueba Embarazo Meditest
FC-69200016,118.2,100,HIG003 ESTOMAQUIL 20 SOB 3G,HIG003,ean_exacto,1.2,7501369200016,7501369200016,Estomaquil Polvo C/20
FC-52200809,29.7,100,LAN043 CINA 7 TAB 750 MG,LAN043,ean_exacto,1.03,7502225092486,7502225092486,Cina 750 mg Caja con 7 tabletas Landsteiner
FC-36000828,38.54,100,LIF048 ARGENTAL 1 CMA 1%/28 G,LIF048,ean_exacto,1.09,7501836000828,7501836000828,Argental (Sulfadiazina de plata) crema 1%
EQ-LIF006,41.41,100,LIF006 CARBAFEN 30 TAB 400/350MG,LIF006,sku_eq,1.0,7501836000118,7501836000118,Carbafen 30 Tab 400/350mg
EQ-LIF064,42.49,100,LIF064 CINEPRAC 20 TAB 200 MG,LIF064,sku_eq,1.02,7501836002969,7501836002969,Cineprac 20 Tab 200 Mg
FC-36009661,31.74,100,LIF147 DUALGOS 20 TAB 325/200 MG,LIF147,ean_exacto,1.09,7501836009661,7501836009661,Dualgos (Paracetamol/Ibuprofeno) 325/200 mg
FC-36003621,38.24,100,LIF162 PRECICOL 1 GOT 20 ML,LIF162,ean_exacto,1.03,7501836003621,7501836003621,Precicol hioscina/paracetamol gotas 20 mL
EQ-LIF033,26.56,100,LIF033 QUERATAL 1 CMA 20 G,LIF033,sku_eq,1.06,7501836002020,7501836002020,Queratal Tretinoina
EQ-LIF153,44.68,100,LIF153 REALDRAX MXD 10 TAB 20/400 MG,LIF153,sku_eq,1.1,7501836010087,7501836010087,Realdrax Mxd 10 Tab 20/400 Mg
EQ-LIF039,45.62,100,LIF039 TINIAZOL 1 SHAMPOO 2G/120 ML,LIF039,sku_eq,1.06,7501836000927,7501836000927,Tiniazol 1 Shampoo 2g/120 Ml
FC-11780359,20.37,100,LOE001 AFLUSIL 1 SUSP 2G/120ML,LOE001,ean_exacto,1.04,7502211780359,7502211780359,Aflusil (Ibuprofeno) suspensión 2 g/100 mL
FC-86100158,32.88,100,LOE173 BENVIA 1 JBE 250 MG/100/120 ML,LOE173,ean_exacto,1.02,7506386100158,7506386100158,Benvia Infantil (Dimenhidrinato) 250 mg/100 mL
FC-11788928,31.63,100,LOE119 DESYN-N 6 SUP 60/5 MG,LOE119,ean_exacto,1.0,7502211788928,7502211788928,Desyn-N (Lidocaína/Hidrocortisona) 60/5 mg
FC-11788690,44.64,100,LOE123 DIOTEXONA 1 GOTERO 10G/100/30 ML,LOE123,ean_exacto,1.15,7502211788690,7502211788690,Diotexona (Dimeticona) 10 g/100 mL pediátrico
FC-11783282,30.48,100,LOE076 ERBITRAX 1 CMA 1% 30 G,LOE076,ean_exacto,1.06,7502211783282,7502211783282,Erbitrax (Terbinafina) crema 1%
FC-DA34D88D,66.84,100,LOE054 ERBITRAX-T 7 TAB 250 MG,LOE054,ean_exacto,1.34,7502211783657,7502211783657,Erbitrax Terbinafina
EQ-LOE132,24.84,100,LOE132 FARIBROX TM ADULTO 1 JBE 225/225MG/100/1,LOE132,sku_eq,1.07,7502211789277,7502211789277,Faribrox Tm Adulto 1 Jbe 150 Ml
EQ-LOE131,23.42,100,LOE131 FARIBROX TM INF 1 JBE 150/113MG/100/150,LOE131,sku_eq,1.02,7502211789284,7502211789284,Faribrox Tm Inf 1 Jbe 150/113mg/100/150
EQ-LOE058,20.28,100,LOE058 FENIFFLER-T 50 TAB 100 MG,LOE058,sku_eq,1.01,7502211784005,7502211784005,Feniffler-T 50 Tab 100 Mg
EQ-LOE155,94.26,100,LOE155 INDOMETACINA 6 SUPOSITORIOS 100 MG,LOE155,sku_eq,1.02,7502211788423,7502211788423,Indometacina 6 Supositorios 100 Mg
EQ-LOE013,20.86,100,LOE013 KERAFFLER 1 SOL 20MG/5/120 ML,LOE013,sku_eq,1.03,7502211780229,7502211780229,Keraffler 1 Sol 20mg/5/120 Ml
EQ-LOE014,25.2,100,LOE014 NEOSEDAL 1 JBE 5G/100/120 ML,LOE014,sku_eq,1.08,7502211780687,7502211780687,Neosedal 1 Jbe 5g/100/120 Ml
EQ-LOE066,41.75,100,LOE066 PENSODIL-S 5 SUP 200/100 MG,LOE066,sku_eq,1.12,7502211784043,7502211784043,Pensodil-S 5 Sup 200/100 Mg
EQ-LOE135,53.16,100,LOE135 ROSANIL 7 TAB 500 MG,LOE135,sku_eq,1.03,7502211783954,7502211783954,Rosanil 7 Tab 500 Mg
