par,portada,codigo,ean,nombre_foto,estado,sku,nota
0114,0114_a_portada.jpg,0114_b_codigo.jpg,7502001164697,"Fenimeth-v (Metronidazol, Nistatina) Óvulos 500 mg, 100 000 U C/12 SON'S",eq_sin_ean,EQ-SON096,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0115,0115_a_portada.jpg,0115_b_codigo.jpg,7501258208178,ESTRANIM (Oseltamivir) Cápsula 75 mg C/10 Serral,eq_sin_ean,EQ-SER165,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0116,0116_a_portada.jpg,0116_b_codigo.jpg,7502208892638,DIRPASID (Metoclopramida) Tabletas 10 mg C/20 Bruluagsa,falta,,EAN nuevo y sin marca comercial en el catálogo
0117,0117_a_portada.jpg,0117_b_codigo.jpg,7501573900436,Colpradin (Pravastatina) Tabletas 10 mg C/30 BIOMEP,falta,,EAN nuevo y sin marca comercial en el catálogo
0118,0118_a_portada.jpg,0118_b_codigo.jpg,7501342803807,Nifedipino (Nifedipino) Comprimidos 30 mg Liberación prolongada C/30 beadvance,falta,,EAN nuevo y sin marca comercial en el catálogo
0119,0119_a_portada.jpg,0119_b_codigo.jpg,7501075727517,Pirinovag (METAMIZOL SÓDICO) Tableta 500.00 mg C/10 Novag,eq_sin_ean,EQ-NOV176,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0120,0120_a_portada.jpg,0120_b_codigo.jpg,7502009746420,"VERATRIN (BETAMETASONA, INDOMETACINA, METOCARBAMOL) Cápsula 0.75 mg - 25 mg - 215 mg C/20 Maver",eq_sin_ean,EQ-MAV307,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0121,0121_a_portada.jpg,0121_b_codigo.jpg,7502009749452,Daimant (RIMANTADINA) Cápsula 100 mg C/14 Maver,eq_sin_ean,EQ-MAV407,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0122,0122_a_portada.jpg,0122_b_codigo.jpg,7501075710786,Cirulan (METOCLOPRAMIDA) Tabletas 10 mg C/20 Novag,eq_sin_ean,EQ-NOV004,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0123,0123_a_portada.jpg,0123_b_codigo.jpg,7502213042738,FARMAREST (Salbutamol) Aerosol 100 µg C/1 FH,eq_sin_ean,EQ-HIS081,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0124,0124_a_portada.jpg,0124_b_codigo.jpg,7501342803104,Prednisona (Prednisona) Tableta 5.0 mg C/20 beadvance,falta,,EAN nuevo y sin marca comercial en el catálogo
0125,0125_a_portada.jpg,0125_b_codigo.jpg,7501075717044,"Lambliquín (DIYODOHIDROXIQUINOLEÍNA, METRONIDAZOL) Tabletas C/30 Novag",eq_sin_ean,EQ-NOV054,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0126,0126_a_portada.jpg,0126_b_codigo.jpg,7502009747021,"Lonvitol (BROMURO DE IPRATROPIO, SALBUTAMOL) Solución 0.5 mg – 2.5 mg / 2.5 mL C/10 Maver",eq_sin_ean,EQ-MAV331,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0127,0127_a_portada.jpg,0127_b_codigo.jpg,780083142827,Nosipren (Prednisona) Tableta 20 mg C/30 Collins,eq_sin_ean,EQ-COL133,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0128,0128_a_portada.jpg,0128_b_codigo.jpg,7503027446439,"Esterinol (Retinol) Cápsula 50,000 UI C/40",eq_sin_ean,EQ-PGE061,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0129,0129_a_portada.jpg,0129_b_codigo.jpg,75049805,"Neomicina, Polimixina B, Gramicidina (Neomicina, Polimixina B, Gramicidina) Solución oftálmica C/15 mL OPKO",otra_presentacion,FC-11165726,falso: Neomicina/polimixina oftálmica ≠ Raspisons
0130,0130_a_portada.jpg,0130_b_codigo.jpg,7501349028845,POPRAM (pantoprazol) Tableta 40 mg C/28 AMSA,eq_sin_ean,EQ-AMS498,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0131,0131_a_portada.jpg,0131_b_codigo.jpg,780083139575,"Bonazin (Meclozina, Piridoxina, Lidocaína) Solución Inyectable 25/50/20 mg C/1 Collins",eq_sin_ean,EQ-COL016,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
