ticket,estado,ean_ticket,descripcion_ticket,cantidad,costo_ticket,sku,nombre_bd,ean_bd,costo_bd,precio_bd,stock_bd,nota
farmalive_9861,ya_esta,7501027512581,BIB EVENFLO COLORS 4 OZ,3,13.13,FC-75125811,Mamila Evenflo Micro Air Vents,7501027512581,13.13,19.0,3,nombre no se parece
farmalive_9861,ya_esta,7702010631207,CEPILLO COLGATE DENTAL TRIP ACC 2X1,2,24.21,FC-10631207,Cepillo Dent Punta poderosa Medio 2 pack,7702010631207,24.21,34.0,2,nombre no se parece
farmalive_9861,ya_esta,7503003406785,TORUNDA DE ALGODON QUIRMEX 75 GR,2,17.54,FC-34067851,Torundas de algodon Quirmex,7503003406785,17.54,27.0,2,
farmalive_9861,ya_esta,7501048623006,PADS FACIAL PROTEC REDONDOS C/100,2,21.27,FC-48623006,Pads Faciales con Glicerina Protec,7501048623006,21.27,30.0,2,
farmalive_9861,falta,7506022327215,JERINGA SENSIMEDICAL INSUL 0.3 ML C/100,1,212.86,,,,,,,
farmalive_9861,ya_esta,7501868910041,ALGODON DIBAR 25 GR,12,6.76,FC-68910041,Algodón 25g,7501868910041,6.9,10.0,12,
farmalive_9861,ya_esta,7501868910010,ALGODON DIBAR 200 GR,2,34.59,FC-89100101,Algodón 200 g,7501868910010,35.3,53.0,2,costo ticket 34.59 vs BD 35.3
farmalive_9861,falta,7503003406730,VENDA QUIRMEX 7.5 CM,12,6.66,,,,,,,
farmalive_9861,ya_esta,7503003406723,VENDA QUIRMEX 5 CM,12,5.10,FC-3406723,Quirmex venda elastica premium 5 cm x 5 m,7503003406723,5.1,8.16,12,
farmalive_9861,ya_esta,7503003406747,VENDA QUIRMEX 10 CM,5,8.72,FC-34067471,Venda Quirmex 10 cm,7503003406747,8.72,14.0,5,
farmalive_9861,ya_esta,7503003406778,VENDA QUIRMEX 30 CM,4,23.72,FC-34067781,Quirmex venda 30 cm,7503003406778,23.72,36.0,4,
farmalive_9861,ya_esta,7501868910003,ALGODON DIBAR 100 GR,2,18.91,FC-8910003,Dibar algodon plisado absorbente 100 g,7501868910003,18.91,29.0,2,
farmalive_9861,ya_esta,7501868910034,ALGODON DIBAR 50 GR,3,9.90,FC-68910034,Dibar algodón 50 g,7501868910034,9.9,15.0,3,
farmalive_9861,ya_esta,7509546653495,CREMA DENT COLGATE TOTAL 65 ML,4,22.93,FC-66534951,Colgate Total 65 mL,7509546653495,22.93,33.0,4,
farmalive_9861,ya_esta,7501048351053,GEL ANTIBACTERIAL PROTEC 250 ML,2,21.95,FC-83510531,Protec gel Antibacterial,7501048351053,21.95,197.73,2,
farmalive_9861,ya_esta,7501868900127,GASA DIBAR 10X10 PAQ 10 CAJITAS/10,1,123.58,FC-68900127,Gasa 10 x 10,7501868900127,12.36,197.73,10,costo ticket 123.58 vs BD 12.36 | nombre no se parece
farmalive_9861,ya_esta,7501868900134,GASA DIBAR 10X10 EXH C/100,1,108.88,FC-68900134,Gasa Lox10 C/100,7501868900134,108.88,164.0,1,
farmalive_9861,ya_esta,7501250882017,DERMODINE ESPUMA 120 ML,2,36.85,FC-50882017,Dermodine Espuma 120 mL,7501250882017,36.85,120.32,2,
farmalive_9861,ya_esta,7501250882000,DERMODINE SOLUCION 120 ML,2,36.85,FC-50882000,Dermodine solución antiséptica 120 ml,7501250882000,36.85,56.0,2,
farmalive_9861,ya_esta,7501250882024,DERMODINE BUCOFARINGEO 120 ML,2,36.85,FC-50882024,Dermodine Bucofaríngeo 120 ml,7501250882024,36.85,58.97,2,
farmalive_9861,ya_esta,7506376000277,CRE VITACILINA FACIAL HUMECTANTE 100 GR,1,77.03,FC-76000277,Vitacilina crema humectante,7506376000277,77.03,374.0,1,
farmalive_9861,falta,7500435144414,DES OLD SPICE STICK TRIPACK 50 GR,2,135.73,,,,,,,
farmalive_9861,ya_esta,7501048335169,AGUA OXIGENADA DERMOCLEEN 230ML,2,10.19,FC-83351691,Agua Oxigenada Protec,7501048335169,10.19,16,2,
farmalive_9861,ean_truncado_match,650240032257,SUEROX 8IONES MANZANA 630 ML,1,14.73,FC-00322571,Suerox 8 Iones Manzana 630 ML,6502400322571,14.73,20.0,1,ticket 650240032257 → BD 6502400322571
farmalive_9861,ean_truncado_match,650240032301,SUEROX 8IONES NARANJA MANDARINA 630 ML,1,14.73,FC-00323011,Suerox 8 Iones Naranja Mandarina 630 ML,6502400323011,14.73,20.0,1,ticket 650240032301 → BD 6502400323011
farmalive_9861,ean_truncado_match,650240072147,SUEROX VITAMINS NARANJA-MANGO 630 ML,1,14.73,FC-00721471,Suerox Vitamins Naranja Mango 630 ML,6502400721471,14.73,20.0,1,ticket 650240072147 → BD 6502400721471
farmalive_9861,ean_truncado_match,650240074455,SUEROX 8IONES UVA MORA AZUL 630 ML,1,14.73,FC-40074455,Suerox 8 Iones Uva Mora Azul 630 ML,6502400744552,14.73,20.0,1,ticket 650240074455 → BD 6502400744552
farmalive_9861,ya_esta,7501048335138,AGUA OXIGENADA DERMOCLEEN 100ML,2,7.64,FC-83351381,Agua oxigenada Protec,7501048335138,7.64,13.0,2,
farmalive_9861,ya_esta,7501033956775,PEDIALYTE SR60 UVA 500 ML,2,23.81,FC-33956775,Suero Pedialyte Sr Uva,7501033956775,23.81,32.0,2,
farmalive_9861,ean_truncado_match,650240066139,SUEROX 8IONES FRUTOS ROJOS 630 ML,1,14.73,FC-00661391,Suerox 8 Iones Frutos Rojos 630 ML,6502400661391,14.73,20.0,1,ticket 650240066139 → BD 6502400661391
farmalive_9861,ean_truncado_match,650240072154,SUEROX VITAMINS MANZANA V-LIMON 630 ML,1,14.73,FC-00721541,Suerox Vitamins Manzana V-Limón 630 ML,6502400721541,14.73,20.0,1,ticket 650240072154 → BD 6502400721541
farmalive_9861,ya_esta,7501033961373,PEDIALYTE SR60 FRESA 500 ML,2,23.81,FC-33961373,Suero Pedialyte Sr fresa,7501033961373,23.81,32.0,2,
farmalive_9861,ean_truncado_match,650240032264,SUEROX 8IONES FRESA KIWI 630 ML,1,14.73,FC-40032264,Suerox 8 Iones Eresa-Kiwi 630 ML,6502400322644,14.73,20.0,1,ticket 650240032264 → BD 6502400322644
farmalive_9861,ean_truncado_match,650240066306,SUEROX 8IONES FRESA 630 ML,1,14.73,FC-40066306,Suerox 8 Iones Fresa 630 ML,6502400663068,14.73,20.0,1,ticket 650240066306 → BD 6502400663068
farmalive_9861,ean_truncado_match,650240032271,SUEROX 8IONES UVA 630 ML,1,14.73,FC-40032271,Suerox 8 Iones Uva 630 ML,6502400322712,14.73,20.0,1,ticket 650240032271 → BD 6502400322712
farmalive_9861,ya_esta,7501048335305,AGUA OXIGENADA DERMOCLEEN 480ML,2,14.70,FC-48335305,Agua Oxigenada,7501048335305,14.7,23,2,
farmalive_9861,ean_truncado_match,650240032295,SUEROX 8IONES MORA AZUL 630 ML,1,14.73,FC-40032295,Suerox 8 Iones Mora Azul 630 ML,6502400322958,14.73,20.0,1,ticket 650240032295 → BD 6502400322958
farmalive_9861,ya_esta,7501033954740,PEDIALYTE SR60 MANZANA 500 ML,2,23.81,FC-33954740,Suero Pedialyte Sr Manzana,7501033954740,23.81,32.0,2,
farmalive_9861,ya_esta,7501033961366,PEDIALYTE SR60 COCO 500 ML,1,23.81,FC-3961366,Pedialyte SR Coco 500 ml,7501033961366,23.81,32.0,1,
farmalive_9861,ean_truncado_match,650240032325,SUEROX 8IONES LIMA LIMON 630 ML,1,14.73,FC-40032325,Suerox 8 Iones Lima Limón 630 ML,6502400323252,14.73,20.0,1,ticket 650240032325 → BD 6502400323252
farmalive_9861,ean_truncado_match,650240035395,SUEROX 8IONES COCO 630 ML,1,14.73,FC-40035395,Suerox 8 Iones Coco 630 ML,6502400353952,14.73,20.0,1,ticket 650240035395 → BD 6502400353952
farmalive_9861,ean_truncado_match,650240074448,SUEROX 8IONES COCO PINA 630 ML,1,14.73,FC-00744481,Suerox 8 Iones Coco Piña 630 ML,6502400744481,14.72,20.0,1,ticket 650240074448 → BD 6502400744481
farmalive_9861,ya_esta,7501059225411,LECHE NIDO KINDER 360 GR,1,74.19,FC-59225411,Leche en polvo Nido Kinder,7501059225411,74.19,118,1,
farmalive_9861,ya_esta,7506475106771,LECHE NIDAL 1 360 GR,1,110.45,FC-51067711,Leche Nidal en Polvo 1bebé  0 a 6 M,7506475106771,110.45,180,1,
farmalive_9861,ya_esta,7501058616715,NESTUM PROBIOTICOS AVENA 270 GR,1,52.43,FC-86167151,Nestum Cereal Infantil Avena,7501058616715,52.43,74.0,1,
farmalive_9861,ya_esta,7501059282117,LECHE NIDO NUTRI RINDES BOLSA 240 GR,1,30.67,FC-92821171,Leche en polvo Nutri Rindes,7501059282117,30.67,43.0,1,
farmalive_9861,ya_esta,7501058611420,LECHE NIDO NUTRI RINDES BOLSA 460 GR,1,53.70,FC-58611420,Leche en Polvo Nutri Rindes,7501058611420,53.7,76.0,1,
farmalive_9861,ya_esta,7501059233072,LECHE NIDO KINDER BOLSA 144 GR,2,30.28,FC-9233072,Nido Kinder 1+ bolsa 144 g,7501059233072,30.28,43.0,1,
farmalive_9861,ya_esta,7506475107846,LECHE NAN 1 OPTIMAL PRO BOLSA 120 GR,2,63.41,FC-51078461,Leche en polvo NAN Optimal Pro 1/ 0 a 6 M,7506475107846,63.41,83.0,2,
farmalive_9861,ya_esta,7506475107853,LECHE NAN 2 OPTIMAL PRO BOLSA 120 GR,1,58.70,FC-51078531,Leche en Polvo NAN Optimal Pro 2 / 6 a 12 M,7506475107853,58.7,77.0,1,
farmalive_9861,ya_esta,7506475106788,LECHE NIDAL 2 360 GR,1,101.82,FC-5106788,Leche en Polvo Nidal 2Bebé 6 a 12 M,7506475106788,101.82,133.0,1,
farmalive_9861,ya_esta,7501058616678,NESTUM PROBIOTICOS ARROZ 270 GR,1,52.43,FC-58616678,Nestum Cereal Infantil Arroz,7501058616678,52.43,74.0,1,
farmalive_9861,ya_esta,7506552900322,VASO RECOLECTOR QUIRMEX,5,3.63,FC-29003221,Vaso Recolector Para Muestras Quirmex capacidad 120 mL,7506552900322,3.63,9.0,5,
farmalive_9861,ya_esta,7501125144851,ELECTROLIT UVA 625 ML,2,20.09,FC-51448511,Electrolit Uva,7501125144851,20.09,29.0,2,
farmalive_9861,ya_esta,7501125104411,ELECTROLIT COCO 625 ML,2,20.09,FC-25104411,Electrolit Coco,7501125104411,20.09,29.0,2,
farmalive_9861,ya_esta,7501125104688,ELECTROLIT NJA/MANDARINA 625 ML,2,20.09,FC-25104688,Electrolit Naranja-Mandarina,7501125104688,20.09,29.0,2,
farmalive_9861,ya_esta,7501125149221,ELECTROLIT FRESA-KIWI 625 ML,2,20.09,FC-25149221,Electrolit Fresa-Kiwi,7501125149221,20.09,29.0,2,
farmalive_9861,ya_esta,7501125104268,ELECTROLIT FRESA 625 ML,2,20.09,FC-25104268,Electrolit Fresa,7501125104268,20.09,29.0,2,
farmalive_9861,ya_esta,7501125174797,ELECTROLIT MORA AZUL 625 ML,2,20.09,FC-51747971,Electrolit Mora Azul,7501125174797,20.09,29.0,2,
farmalive_9861,ya_esta,7501943454873,TOA HUM HUGGIES RELAJANTE C/80,1,38.81,FC-43454873,Toallitas húmedas Huggies Cuidado Humectante,7501943454873,38.81,51.0,1,nombre no se parece
farmalive_9861,ya_esta,7702003476594,CURITAS EXH C/100,2,31.65,FC-03476594,Curitas Transpiel,7702003476594,31.65,48.0,2,nombre no se parece
farmalive_9861,ya_esta,7501943471900,TOA HUM ABSORSEC C/120,2,21.46,FC-43471900,Toallitas húmedas KleenBebé Absorsec,7501943471900,21.46,30.0,2,nombre no se parece
farmalive_9861,ya_esta,7503003406402,COTONETES QUIRMEX TARRO C/100,2,11.76,FC-34064021,Cotonetes Quirmex 100 pzs,7503003406402,11.76,17.0,2,
farmalive_9861,ya_esta,037836041389,CRE HINDS ALMENDRAS 90 ML,1,17.64,FC-36041389,Crema Hinds Hidratacion Extrema Almendras ch,037836041389,17.64,25,1,
farmalive_9861,ya_esta,7502214983153,LUBRICANTE PRUDENCE GROSELLA 75 ML,1,62.06,FC-14983153,Lubricante Intimo Prudence Grosella,7502214983153,62.06,87.0,1,
farmalive_9861,ya_esta,7502214983573,COND PRUDENCE CARIBBEAN C/5,1,39.95,FC-49835773,Prudence Caribbean Sensitive Mix,7502214983573,39.95,56.0,1,
farmalive_9861,ya_esta,759684471476,REPELENTE INSECTOS BIOCLAP 265 ML,2,46.06,FC-84471476,Repelente de Insectos Jaloma Bio Clap,759684471476,46.06,65.0,2,
farmalive_9861,ya_esta,0070942003469,CREMA DENT GEL GUM PAW PATROL 50 GR,2,16.56,FC-42003469,Gel Dental  GUM Paw Patrol,070942003469,16.56,24.0,2,
farmalive_9861,ya_esta,714706903205,BRONCOLIN PALETA VITROLERO SURTIDO C/50,1,112.70,FC-06903205,Broncolin paletas vitrolero surtido,714706903205,112.7,158.0,1,
farmalive_9861,ya_esta,7501943454811,TOA HUM HUGGIES CUIDADO PURO C/80,1,38.81,FC-43454811,Toallitas Humedas Huggies Cuidado Puro,7501943454811,38.81,51.0,1,
farmalive_9861,ya_esta,7502214982439,COND PRUDENCE RETARDANTE C/3,1,44.23,FC-49824391,Prudence 'Ull Retardante C/3,7502214982439,44.23,56.0,1,
farmalive_9861,ya_esta,7502214985348,COND PRUDENCE FULL SENSITIVE C/3,1,41.31,FC-14985348,Prudence Ultra Sensitive condones C/3,7502214985348,41.31,58.0,1,
farmalive_9861,ya_esta,7502214982811,COND PRUDENCE SURTIDO C/5,1,39.95,FC-49828111,Prudence surtido sabores C/5,7502214982811,39.95,56.0,1,
farmalive_9861,ya_esta,7502214985386,COND PRUDENCE EXTRA PLEASURE C/3,1,41.31,FC-49853867,Prudence Extra Pleasure C/3,7502214985386,41.31,58.0,1,
farmalive_9861,ya_esta,7502214980275,COND PRUDENCE SODA C/3,1,29.94,FC-4980275,Prudence Edición Especial Soda C/3,7502214980275,29.94,42.0,1,
farmalive_9861,ya_esta,7502214982491,COND PRUDENCE UVA C/3,1,31.03,FC-49824911,Prudence condones uva C/3,7502214982491,31.03,69.0,1,
farmalive_9861,ya_esta,7502214985805,COND PRUDENCE CHICLE C/5,1,44.23,FC-14985805,Prudence chicle condones C/5,7502214985805,44.23,62.0,1,
farmalive_9861,ya_esta,759684272103,COTONETES KIUTS BOTE C/100,4,13.13,FC-84272103,Jaloma Kiuts hisopos biodegradables C/100,759684272103,13.13,20.0,4,
farmalive_9861,ya_esta,7502214983726,LUBRICANTE PRUDENCE NATURAL 75 ML,1,62.06,FC-14983726,Prudence Natural Lubricante Natural,7502214983726,62.06,87.0,1,
farmalive_9861,ya_esta,7502214982477,COND PRUDENCE FRESA C/3,1,31.03,FC-49824771,Prudence Fresa,7502214982477,31.03,47.0,1,
farmalive_9861,ya_esta,037836041341,CRE HINDS NAT RESECA 90 ML,1,17.64,FC-36041341,Crema Hinds Natural piel seca 90 ml,037836041341,17.64,25.0,1,nombre no se parece
farmalive_9861,ya_esta,7501022130063,SHAM RICITOS DE ORO MIEL Y ARGAN 100 ML,2,31.56,FC-22130063,Shampoo Ricitos de Oro miel y argán 100 ml,7501022130063,31.56,45.0,2,
farmalive_9861,ya_esta,070942507240,CERA DENTAL GUM P/ORTODONCIA MENTA,1,47.04,FC-42507240,GUM cera de ortodoncia menta C/5,070942507240,47.04,66.0,1,
farmalive_9861,ya_esta,7502235820369,HILO DENTAL GUM EXPANDING 10.9 MT,1,18.52,FC-58203691,Hilo Dental expanding,7502235820369,18.52,30.24,1,
farmalive_9861,ya_esta,037836041259,CRE HINDS ROSA RESECA 90 ML,1,17.64,FC-36041259,Crema Hinds Clásica piel seca 90 ml,037836041259,17.64,25.0,1,nombre no se parece
farmalive_9861,ya_esta,714706100307,BRONCOLIN JBE 140 ML,1,64.19,FC-70100307,Broncolin Etiqueta Azul jarabe oral 140 ml,714706100307,64.19,87.0,1,
farmalive_9861,ya_esta,7502214980350,LUBRICANTE PRUDENCE MORA AZUL 75 ML,1,62.06,FC-14980350,Prudence Lub lubricante íntimo mora azul 75 ml,7502214980350,62.06,87.0,1,
farmalive_9861,ya_esta,7502214982514,COND PRUDENCE CHOCOLATE C/3,1,31.03,FC-14982514,Prudence Chocolate,7502214982514,31.03,54,1,
farmalive_9861,ya_esta,070942303194,HILO DENTAL GUM 128 MTS,1,47.82,FC-42303194,Hilo Dental GUM 129 m,070942303194,47.82,67.0,1,
farmalive_9861,ya_esta,4005900314758,POMADA LABELLO BLACKBERRY,1,55.37,FC-90031475,Balsamo para Labios Labello Mora,4005900314758,55.37,78.0,1,nombre no se parece
farmalive_9861,ya_esta,7501054507901,POMADA LABELLO FRESA,1,55.37,FC-45079011,Balsamo para Labios Labello Fresa,7501054507901,56.5,90,1,costo ticket 55.37 vs BD 56.5
farmalive_9861,ya_esta,070942302289,ENJ BUCAL PAROEX GUM 300 ML,2,148.27,FC-42302289,Enjuague Bucal GUM Paroex Gengivitis,070942302289,148.27,208.0,2,
farmalive_9861,falta,714706910609,BRONCOLIN JBE ETIQ VERDE 140 ML,1,74.28,,,,,,,
farmalive_9861,ya_esta,7502214980596,COND PRUDENCE MORA C/3,1,31.03,FC-14980596,Prudence Mora,7502214980596,31.03,49,1,
farmalive_9861,ya_esta,7502214980015,COND PRUDENCE CLASICO C/3,3,29.30,FC-49800151,Prudence Clasico,7502214980015,29.3,42.0,3,
farmalive_9861,ya_esta,037836041297,CRE HINDS INSPIR RESECA 90 ML,1,17.64,FC-36041297,Crema Hinds Inspiración piel seca 90 ml,037836041297,17.64,25.0,1,nombre no se parece
farmalive_9861,ya_esta,7500462746605,AJOLOTIUS JARABE 250 ML,1,46.94,FC-62746605,Jarabe Ajolotiux Orig Con Miel,7500462746605,28.0,38.0,1,costo ticket 46.94 vs BD 28.0 | nombre no se parece
farmalive_9861,ya_esta,714706910487,BICOESTOL PASTILLAS EUCALIPTO C/16,2,27.44,FC-06910487,Broncolin Bicoestol pastillas eucalipto C/16,714706910487,27.44,43.9,1,
farmalive_9861,ya_esta,714706910913,BICOESTOL PASTILLAS CEREZA C/16,2,27.44,FC-06910913,Broncolin Bicoestol pastillas cereza C/16,714706910913,27.44,43.9,1,
farmalive_9861,ya_esta,7501054504528,POMADA LABELLO HYDRO-C,1,55.37,FC-45045281,Balsamo Para Labios Labello Hidro Care,7501054504528,55.37,90,1,nombre no se parece
farmalive_9861,ya_esta,7501054504870,POMADA LABELLO CLASICO,1,55.37,FC-54504870,Balsamo para Labios Labello Clasico,7501054504870,55.37,88,1,
farmalive_9861,ya_esta,7506452400212,AJOLOTIUS JENGIBRE TAB C/10,1,20.09,FC-52400212,Pastillas Ajolotius Jengibre Hedera,7506452400212,20.09,27,1,
farmalive_9861,ya_esta,7506452400458,AJOLOTIUS PASTILLAS ELDERBERRY PAST C/10,1,20.58,FC-24004581,Pastillas Ajolotius Elderberry Grosellero,7506452400458,20.58,33,1,
farmalive_9861,ya_esta,7506425603404,TOA HUM ESCUDO ANTBACTERIAL C/50,1,15.29,FC-56034041,Toallitas húmedas Escudo antibacterial,7506425603404,15.29,22.0,1,nombre no se parece
farmalive_9861,ya_esta,7501022104248,CRE RICITOS DE ORO MANZANILLA 100 ML,2,30.77,FC-21042481,Crema Manzanilla ricitos de oro 100 ml,7501022104248,30.77,49.24,2,
farmalive_9861,ya_esta,7506452400267,AJOLOTIUS JBE ELDERBERRY 250 ML,1,73.21,FC-52400267,Ajolotius Jarabe Elderberry,7506452400267,73.21,99.0,1,
farmalive_9861,ya_esta,7500462746612,AJOLOTIUS JARABE S/AZUCAR 250 ML,1,87.42,FC-62746612,Ajolotius Jarabe Sin azucar,7500462746612,87.42,119.0,1,
farmalive_9861,falta,759684154096,VASELINA JALOMA BEBE 60 GR,2,14.21,,,,,,,
farmalive_9861,ya_esta,759684432071,VASELINA BLANCA JALOMA 60 G,2,12.15,FC-8432071,Jaloma vaselina blanca 60 g,759684432071,12.15,18.0,2,
farmalive_9861,ya_esta,7501032911454,REPELENTE OFF EXT DURACION AER 170 GR,2,68.64,FC-32911454,OFF! Extra Duracion repelente aerosol 170 g,7501032911454,68.64,97.0,3,
farmalive_9861,ya_esta,7506452400038,AJOLOTIUS MENTA EUCAL S/AZUCAR PAST C/10,1,21.36,FC-52400038,Ajolotius menta eucalipto sin azúcar pastillas,7506452400038,21.36,34.18,8,
farmalive_9861,ya_esta,7500462746698,AJOLOTIUS JARABE REFORZADO 250 ML,1,57.72,FC-62746698,Ajolotius Jarbe con Bioalimentos/propoleo y vitamina C y A,7500462746698,57.72,80.0,1,nombre no se parece
farmalive_9861,ya_esta,759684273094,COTONETES KIUTS BOTE C/50,2,7.45,FC-84273094,Jaloma Kiuts hisopos biodegradables C/50,759684273094,7.45,13.0,2,nombre no se parece
farmalive_9861,ya_esta,714706910906,BICOESTOL PASTILLAS NARANJA C/16,2,27.44,FC-06910906,Broncolin Bicoestol pastillas naranja C/16,714706910906,27.44,43.9,2,
farmalive_9861,ya_esta,714706800900,BRONCO RUB UNG. 40 GR.,1,29.01,FC-50003314,Unguento Bronco Rub 40 g,714706800900,29.01,39.16,1,
farmalive_9861,ya_esta,7501054530718,PARCHE LEON POROSO ARNICA,2,74.68,FC-45307181,Arnica León Parche,7501054530718,74.68,101.0,1,
farmalive_9861,ya_esta,759684391255,POMADA P/LAB JALOMA VIT C/60,1,171.50,FC-4391156,Jaloma pomada labios sabores 3 g,759684391255,171.5,14.7,1,
farmalive_9861,ya_esta,7500462746643,AJOLOTIUS MENTA EUCAL TAB C/10,1,19.50,FC-62746643,Ajolotius menta eucalipto pastillas,7500462746643,19.5,31.21,1,
