par,ean,estado,nombre_foto,sku,nombre_bd,codigo_bd,costo,precio,stock,nota
0135,3311000001605,fc_sin_ean,ESPIRITUS DE UNTAR ()  50 mL mercurio,FC-62034164,Mercurio Espiritus Untar,,6.0,9.61,3,"mismo nombre · ['espiritus', 'mercurio', 'untar'] nums=[]"
0136,3311000001582,fc_sin_ean,ACEITE DE OLIVO (Aceite de olivo) Aceite 50 mL mercurio,FC-5A697CC2,Mercurio Aceite Olivo,,8.0,12.8,3,"mismo nombre · ['aceite', 'mercurio', 'olivo'] nums=[]"
0137,,sin_ean_foto,ACEITE GOMENOLADO (Aceite gomenolado) Aceite 50 mL mercurio,FC-69387811,Mercurio Aceite Gomenolado,,8.0,12.8,3,foto de código faltante · SKU ya existe
0138,3311000001537,fc_sin_ean,ACEITE DE ROMERO (Aceite de romero) Aceite 50 mL mercurio,FC-38CAFE6B,Mercurio Aceite Romero,,8.0,12.8,3,Aceite romero
0139,3311000015084,otra_ean,ARNICA DE TOMAR (Árnica)  50 mL mercurio,FC-127F5753,Mercurio Arnica Tomar,3311000003920,7.5,13.0,3,Árnica tomar · BD ya tiene 3311000003920
0140,3311000015084,duplicado_lote,ARNICA DE TOMAR (Árnica)  50 mL mercurio,FC-127F5753,Mercurio Arnica Tomar,,,,,misma caja que 0139 Árnica tomar
0141,3311000001223,otra_ean,ARNICA DE UNTAR (Árnica)  50 mL mercurio,FC-25E452B6,Mercurio Arnica Untar,3311000003920,7.5,12.0,3,Árnica untar · BD ya tiene 3311000003920
0142,3311000000493,fc_sin_ean,YODO DE UNTAR (Yodo)  50 mL mercurio,FC-D3D28E20,Mercurio Yodo Untar,,11.5,18.41,3,Yodo untar
0143,3311000001506,fc_sin_ean,YODO DE TOMAR (Yodo)  50 mL mercurio,FC-A680F97E,Mercurio Yodo Tomar,,11.0,17.61,3,Yodo tomar
0144,7503022640153,fc_sin_ean,BICARBONATO DE SODIO PURO (Bicarbonato) Polvo 200 g,FC-08DB70CB,Bicarbonato Velazquez Grande 200G,,11.5,18.41,5,Bicarbonato Velázquez 200 g · sin EAN en BD
0145,3311000000882,fc_sin_ean,POMADA DE VENENO DE ABEJA (Veneno de abeja) Pomada 50 g,FC-9827438F,Mercurio Veneno De Abeja,,9.5,15.0,3,"mismo nombre · ['abeja', 'veneno'] nums=[]"
0146,3311000003845,otra_ean,FLOR DE ARNICA (Flor de árnica) Flor 3 g Mercurio,FC-5EF90195,Mercurio Flor De Arnica,3311000003920,55.0,88.0,1,Flor de árnica · BD ya tiene 3311000003920
0147,3311000000868,fc_sin_ean,POMADA DE PAN PUERCO () Pomada 50 g,FC-EFB599B5,Mercurio Pan Puerco,,9.5,15.0,5,"mismo nombre · ['pan', 'puerco'] nums=[]"
0148,3311000000936,fc_sin_ean,POMADA DE OXIDO DE ZINC (Óxido de zinc) Pomada 50 g,FC-C4530823,Mercurio óxido de zinc C/50,,54.0,86.4,1,"mismo nombre · ['oxido', 'zinc'] nums=['50']"
0149,3311000001087,fc_sin_ean,POMADA DE TEPEZCOHUITE (Tepezcohuite) Pomada 50 g,FC-FEAECBF1,Mercurio Tepezcohuite,,9.5,15.0,3,mismo nombre · ['tepezcohuite'] nums=[]
0150,3311000001049,falta,POMADA DE ARNICA (Árnica) Pomada 50 g,,,,,,,EAN nuevo
0151,3311000000967,falta,POMADA DE SULFATAZOL (Sulfatiazol) Pomada 50 g,,,,,,,EAN nuevo
0152,3311000003487,fc_sin_ean,PERLAS DE ETER (Éter) Perlas  Mercurio,FC-FBD776D2,Mercurio Perlas De Eter,,170.0,272.0,1,"mismo nombre · ['eter', 'mercurio', 'perlas'] nums=[]"
0153,3311000003388,fc_sin_ean,POLVO DE HABA ALCANFORADA () Polvo  Mercurio,FC-9507CD66,Mercurio Haba Alcanforada,,65.0,104.0,1,"mismo nombre · ['alcanforada', 'haba', 'mercurio'] nums=[]"
0154,3311000003715,fc_sin_ean,BICARBONATO (Bicarbonato)  50 Sobres Mercurio,FC-B8D7C997,Bicarbonato Sobres,,48.0,72.0,1,"mismo nombre · ['bicarbonato', 'sobres'] nums=[]"
0155,3311000003739,fc_sin_ean,BORAX POLVO (Borax) Polvo 50 Sobres Mercurio,FC-578F060C,Mercurio Borax Polvo,,53.0,84.81,1,"mismo nombre · ['borax', 'mercurio'] nums=[]"
0156,3311000003722,fc_sin_ean,OXIDO DE ZINC (Óxido de zinc)  50 Sobres Mercurio,FC-0ACC5B6A,Mercurio Oxido De Zinc,,9.0,14.0,3,"mismo nombre · ['mercurio', 'oxido', 'zinc'] nums=[]"
0157,3311000003425,fc_sin_ean,MAGNESIA ANISADA ()   Mercurio,FC-CB5C11ED,Mercurio Magnesia Anisada,,51.5,82.4,1,"mismo nombre · ['anisada', 'magnesia', 'mercurio'] nums=[]"
0158,3311000003494,fc_sin_ean,SULFATIAZOL (Sulfatiazol) Polvo  Mercurio,FC-47AAF23B,Mercurio Sulfatiazol Polvo,,69.0,110.4,1,"mismo nombre · ['mercurio', 'sulfatiazol'] nums=[]"
0159,3311000003708,fc_sin_ean,BISMUTO SUB-NITRATO (Bismuto subnitrato)   Mercurio,FC-D037156B,Mercurio Bismuto Subnitrato,,73.5,117.6,1,"mismo nombre · ['bismuto', 'mercurio', 'subnitrato'] nums=[]"
0160,3311000000776,fc_sin_ean,CLORURO DE MAGNESIO (Cloruro de magnesio)  100 g mercurio,FC-5D59ED54,Mercurio Cloruro De Magnesio Cajita,,34.0,54.41,2,"mismo nombre · ['cloruro', 'magnesio', 'mercurio'] nums=[]"
