ticket,estado,ean_ticket,descripcion_ticket,cantidad,costo_ticket,sku,nombre_bd,ean_bd,costo_bd,precio_bd,stock_bd,nota
bodega_f42_77827,ya_esta,7501007502441,JBN JOHNSON'S BABY ANTES/DOR 75 G,1,15.510,FC-07502441,Jabon Johnsons Baby Antes/Dorm,7501007502441,15.51,22.0,1,
bodega_f42_77827,ya_esta,7509546655079,JBN PALMOL N-BAL CORP BABY0% 90G,2,14.980,FC-46655079,Jabon barra Palmolive Neutro Bal Corp Baby,7509546655079,17.98,26.0,2,costo ticket 14.98 vs BD 17.98 | nombre no se parece
bodega_f42_77827,ya_esta,7501082790016,TCO NUVEL PROTEC PURA PARA BEBE200G,1,20.650,FC-82790016,Talco Nuvel Pura para bebé,7501082790016,20.65,29.0,1,
bodega_f42_77827,ean_truncado_match,037836041402,CRA HINDS HIDR-EXTR ALMENDRAS 500ML,1,39.900,FC-36041402,Crema Hinds hidratación extra almendras,0378360414028,39.9,56.0,1,ticket 037836041402 → BD 0378360414028 | nombre no se parece
bodega_f42_77827,ya_esta,7501007528939,CRA LUBRIDERM THINT PSEC120ML,1,31.590,FC-07528939,Crema Lubriderm Repa Intens,7501007528939,31.59,45.0,1,nombre no se parece
bodega_f42_77827,ya_esta,7702031244486,CRA LUBRIDERM P/NORMAL 120ML,1,31.590,FC-31244486,Crema Lubriderm piel normal,7702031244486,31.59,45.0,1,
bodega_f42_77827,ean_truncado_match,037836041273,HINDS ROSA 400ML CREMA CORPORAL,1,49.970,FC-36041273,Crema Hinds Clasica Rosa,0378360412734,49.97,60,1,ticket 037836041273 → BD 0378360412734
bodega_f42_77827,ya_esta,7509546074504,SH MENNEN ZERO% SVE 400ML,1,43.590,FC-46074504,Shampoo Mennen Zero%,7509546074504,49.97,70.0,1,costo ticket 43.59 vs BD 49.97
bodega_f42_77827,ean_truncado_match,037836033735,SH RICITOS ORO AGUA DE COCO 250ML,1,42.340,FC-36033735,Shampoo Ricitos de Oro Agua De Coco,0378360337358,42.34,60.0,1,ticket 037836033735 → BD 0378360337358
bodega_f42_77827,ya_esta,7509546650708,SH MENNEN LAVAN-EXTRAC AVEN 200ML,1,26.300,FC-46650708,Shampoo Mennen lavanda extracto avena,7509546650708,26.3,37.0,1,nombre no se parece
bodega_f42_77827,ya_esta,7501022133286,SH GRISI RICI ORO MIEL 250ML,1,66.930,FC-22133286,Shampoo Grisi Rici Oro Miel,7501022133286,66.93,94.0,1,
bodega_f42_77827,ya_esta,7501086472048,CEP DENT ACCION MAYO ALCAN 60MED,2,26.995,FC-86472048,Cepillo Dent Mayor Alcance Pro,7501086472048,26.995,33,2,nombre no se parece
bodega_f42_77827,ya_esta,7896009498091,SENSODYNE PROTEC COMPLET + ACC LIM EFEC 90G HALEON,1,70.910,FC-09498091,Pasta Dent Sensodyne Proteccion Comp,7896009498091,70.91,100.0,1,nombre no se parece
bodega_f42_77827,ya_esta,7506195129166,CEP DENT ORAL-B 3DW ADVANT MED2X1,1,53.190,FC-95129166,Cepillo Dent Oral-B Limpieza Intens 2,7506195129166,53.19,75.0,1,nombre no se parece
bodega_f42_77827,ya_esta,42417644,CRA NIVEA CUIDADO INT P/MANO 75ML,1,48.580,FC-42417644,Crema Nivea Cuidado Int P/Mano,42417644,48.58,69.0,1,
bodega_f42_77827,ya_esta,7896009419324,CD SENSODYNE ORIGINAL 90G,1,70.910,FC-09419324,Pasta Dent Sensodyne Original,7896009419324,70.91,100.0,1,
bodega_f42_77827,ean_truncado_match,650240013898,CRA TEATRICAL LANOL/ROS 52GR,1,30.360,FC-40013898,Crema Teatrical Lanol/Ros,6502400138986,30.36,43.0,1,ticket 650240013898 → BD 6502400138986
bodega_f42_77827,ya_esta,7501054549819,CRA CORP NIV SOFT M P/SECA 100ML,1,26.380,FC-54549819,Crema Nivea Softmilk,7501054549819,26.3,37.0,1,nombre no se parece
bodega_f42_77827,ya_esta,7501017360604,TAS SAN KOTEX ANT FLUJO ABUNDANTE S/A 10PZ,2,21.210,FC-17360604,Toallas Kotex Regular Flujo Amb,7501017360604,21.21,25,2,nombre no se parece
bodega_f42_77827,ya_esta,7509546072050,SH MENNEN MIEL-MZA SVE 200ML,1,26.300,FC-46072050,Shampoo Mennen miel manzana,7509546072050,26.3,37.0,1,
bodega_f42_77827,ya_esta,7501022150221,JBN RICITOS D ORO NEUTRO 90 G,1,20.800,FC-22150221,Jabon en Barra Ricitos de Oro Neutro,7501022150221,20.8,30.0,1,
bodega_f42_77827,ean_truncado_match,810120501765,CRA GRISI ALOE VERA P/MANOS 80 MLN,1,45.150,FC-20501765,Crema Grisi aloe vera para manos,8101205017656,45.15,64.0,1,ticket 810120501765 → BD 8101205017656
bodega_f42_77827,ya_esta,7501056326142,CRA S PONDS HUMECTANTE 100G,1,59.360,FC-56326142,Crema Ponds Suave y Tersa,7501056326142,59.36,84.0,1,nombre no se parece
bodega_f42_77827,ya_esta,7501048691005,PROTEC TENSOLASTIC PLUS 10CMX5M VENDA ELASTICA,1,26.480,FC-48691005,Venda elástica Protec 10 cm x 5 m,7501048691005,26.48,40.0,1,
bodega_f42_77827,ya_esta,7702031976394,ENJ BUC LIST ANTICARI-AL 250ML,1,63.530,FC-31976394,Enjuague Bucal Listerine Anticaries,7702031976394,63.53,89.0,1,nombre no se parece
bodega_f42_77827,ya_esta,7501943427754,TAS SANIT KOTEX NAT FLEX NOCT C/5,2,10.010,FC-43427754,Toallas Kotex Nocturna Ext Largo cn alas,7501943427754,10.01,16.0,2,nombre no se parece
bodega_f42_77827,ean_truncado_match,650240013850,CRA TEATRICAL SOLIDAC/LANO52G,1,30.020,FC-40013850,Crema Teatrical Lanolina,6502400138504,30.02,43,1,ticket 650240013850 → BD 6502400138504 | nombre no se parece
bodega_f42_77827,ya_esta,7702031887928,ENJ BUC LIST CARE ZERO MTA 250ML,1,63.530,FC-31887928,Enjuague Buc Listerine Cuidado Total,7702031887928,63.53,89.0,1,nombre no se parece
bodega_f42_77827,ya_esta,7501054503095,CRA NIVEA SDA TARRO 100 ML,1,60.750,FC-54503095,Crema Nivea Tarro,7501054503095,60.75,86.0,1,
bodega_f42_77827,ean_truncado_match,619585800198,TAS HUM TH BEBIN SUPER C/80,1,26.200,FC-85800198,Toallitas Bebin Super,6195858001980,26.2,37.0,1,ticket 619585800198 → BD 6195858001980
bodega_f42_77827,ya_esta,7501072629012,CEP DENT CLINIC ADULTO MED 40 C12,1,96.630,FC-72629012,Cepillo Dent Clinic,7501072629012,8.052,14.0,12,costo ticket 96.63 vs BD 8.052 | nombre no se parece
bodega_f42_77827,ya_esta,7891010974329,ENJ BUC LIST ZERO MTA SVE 250ML,1,54.060,FC-10974329,Enjuague Buc Listerine Cool Mint,7891010974329,54.06,76.0,1,nombre no se parece
bodega_f42_77827,ya_esta,4005900701992,NIVEA 75ML CRA P/MANOS 3EN1 ANT-ARRUGAS,1,36.300,FC-00701992,Crema Nivea manos antiarrugas,4005900701992,36.3,51.0,1,nombre no se parece
bodega_f42_77827,ya_esta,7509546655727,JBN MENNEN BABY MAGIC LAVAN 90 G,1,12.970,FC-46655727,Jabon Mennen Baby Magic Lavan Hipoalerg,7509546655727,12.97,19.0,1,
bodega_f42_77827,ya_esta,7501035908116,TCO MENNEN AZUL 100G,1,38.180,FC-35908116,Talco para bebé Mennen azul chico,7501035908116,38.18,50.0,1,
bodega_f42_77827,ya_esta,7501035908130,TCO MENNEN AZUL 200G,1,69.190,FC-35908130,Talco para bebé Mennen azul,7501035908130,69.19,90.0,1,
bodega_f42_77827,ya_esta,7501048691104,PROTEC TENSOLASTIC PLUS 15CMX5M VENDA ELASTICA,1,38.310,FC-48691104,Venda Elastica Protec 15 cm x 5 m,7501048691104,38.31,58.0,1,
bodega_f42_77827,ya_esta,7501035908147,TCO MENNEN ROSA 200G,1,69.190,FC-35908147,Talco para bebé Mennen rosa,7501035908147,69.19,90.0,1,
bodega_f42_77827,ya_esta,7501019006371,TAS SANIT SABA INV ALAS C/10,2,20.340,FC-19006371,Toallas Saba Invisible con alas C/10,7501019006371,20.34,29.0,2,
bodega_f42_77827,ean_truncado_match,619585103015,BEBIN SUPER 40PZS TOALLITAS HUMEDAS,1,13.320,FC-85103015,Toallitas Humedas Bebin Super,6195851030154,13.32,19.0,1,ticket 619585103015 → BD 6195851030154
bodega_f42_77827,ya_esta,7501048690800,PROTEC TENSOLASTIC PLUS 5CMX5M VENDA ELASTICA,1,14.420,FC-48690800,Venda Elástica Protec 5 cm x 5 m,7501048690800,14.42,22.0,1,
bodega_f42_77827,ya_esta,7794640171550,C D SENSODYNE RAPIDO ALIVIO 100G,1,106.440,FC-40171550,Pasta Dent Sensodyne rápido relief,7794640171550,106.44,150.0,1,
bodega_f42_77827,ya_esta,7501048690909,PROTEC TENSOLASTIC PLUS 7CMX5M VENDA ELASTICA,1,21.140,FC-48690909,Venda Elástica Protec 7 cm x 5 m,7501048690909,21.14,32.0,1,
