par,ean,estado,nombre_foto,sku,nombre_bd,codigo_bd,costo,precio,stock,nota
0113,7502001164611,eq_sin_ean,Metroson (Metronidazol) Suspensión 250 mg / 5 mL C/120 mL SON'S,EQ-SON098,Metroson 1 Susp 250mg/5/120 Ml,,21.66,35,1,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0114,7502001164697,eq_sin_ean,"Fenimeth-v (Metronidazol, Nistatina) Óvulos 500 mg, 100 000 U C/12 SON'S",EQ-SON096,Fenimeth V 12 Ovs 500mg/100000 Ui,,34.15,55,2,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0115,7501258208178,eq_sin_ean,ESTRANIM (Oseltamivir) Cápsula 75 mg C/10 Serral,EQ-SER165,Estranim 10 Caps 75 Mg,,116.19,186,1,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0116,7502208892638,falta,DIRPASID (Metoclopramida) Tabletas 10 mg C/20 Bruluagsa,,,,,,,EAN nuevo y sin marca comercial en el catálogo
0117,7501573900436,falta,Colpradin (Pravastatina) Tabletas 10 mg C/30 BIOMEP,,,,,,,EAN nuevo y sin marca comercial en el catálogo
0118,7501342803807,falta,Nifedipino (Nifedipino) Comprimidos 30 mg Liberación prolongada C/30 beadvance,,,,,,,EAN nuevo y sin marca comercial en el catálogo
0119,7501075727517,eq_sin_ean,Pirinovag (METAMIZOL SÓDICO) Tableta 500.00 mg C/10 Novag,EQ-NOV176,Pirinovag 10 Tab 500 Mg,,7.18,12,5,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0120,7502009746420,eq_sin_ean,"VERATRIN (BETAMETASONA, INDOMETACINA, METOCARBAMOL) Cápsula 0.75 mg - 25 mg - 215 mg C/20 Maver",EQ-MAV307,Veratrin 20 Caps 215/25/0.75 Mg,,33.36,54,1,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0121,7502009749452,eq_sin_ean,Daimant (RIMANTADINA) Cápsula 100 mg C/14 Maver,EQ-MAV407,Daimant 14 Caps 100 Mg,,52.59,85,1,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0122,7501075710786,eq_sin_ean,Cirulan (METOCLOPRAMIDA) Tabletas 10 mg C/20 Novag,EQ-NOV004,Cirulan 20 Tab 10 Mg,,7.62,13,5,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0123,7502213042738,eq_sin_ean,FARMAREST (Salbutamol) Aerosol 100 µg C/1 FH,EQ-HIS081,Farmarest Salbut 1 Susp/Aer 200do/125,,33.99,55,2,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0124,7501342803104,falta,Prednisona (Prednisona) Tableta 5.0 mg C/20 beadvance,,,,,,,EAN nuevo y sin marca comercial en el catálogo
0125,7501075717044,eq_sin_ean,"Lambliquín (DIYODOHIDROXIQUINOLEÍNA, METRONIDAZOL) Tabletas C/30 Novag",EQ-NOV054,Lambliquin 30 Tab 400/200 Mg,,42.73,69,1,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0126,7502009747021,eq_sin_ean,"Lonvitol (BROMURO DE IPRATROPIO, SALBUTAMOL) Solución 0.5 mg – 2.5 mg / 2.5 mL C/10 Maver",EQ-MAV331,Lonvitol 10 Amp .05/2.5 Mg/ 2.5 Ml,,69.83,112,1,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0127,780083142827,eq_sin_ean,Nosipren (Prednisona) Tableta 20 mg C/30 Collins,EQ-COL133,Nosipren 30 Tab 20 Mg,,35.71,58,1,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0128,7503027446439,eq_sin_ean,"Esterinol (Retinol) Cápsula 50,000 UI C/40",EQ-PGE061,Esterinol 40 Caps 50000ui,,24.91,40,1,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0129,75049805,otra_presentacion,"Neomicina, Polimixina B, Gramicidina (Neomicina, Polimixina B, Gramicidina) Solución oftálmica C/15 mL OPKO",FC-11165726,Raspisons unguento neomicina/retinol 28 g,7501311165726,19.61,32,2,falso: Neomicina/polimixina oftálmica ≠ Raspisons
0130,7501349028845,eq_sin_ean,POPRAM (pantoprazol) Tableta 40 mg C/28 AMSA,EQ-AMS498,Popram 28 Tab 40 Mg,,37.54,61,4,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0131,780083139575,eq_sin_ean,"Bonazin (Meclozina, Piridoxina, Lidocaína) Solución Inyectable 25/50/20 mg C/1 Collins",EQ-COL016,Bonazin 1 Fa 50/25/20 Mg,,26.28,43,1,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
